ID-model,Coverage,S2-min,Threshold,Coverage Avg(B),S2-min Avg(B),S2-min Std(B),Threshold Avg(B)
BLAST-S11,0.98,15.394,0.96,0.98,15.362,0.583,0.94
BLAST-S14,0.99,15.542,0.97,0.99,15.530,0.585,0.97
Naive-S11,1.00,14.644,0.29,1.00,14.628,0.558,0.29
Naive-S14,1.00,14.644,0.28,1.00,14.628,0.558,0.30
101-1,0.89,15.468,0.49,0.89,15.431,0.588,0.48
101-2,0.87,14.770,0.44,0.87,14.718,0.566,0.52
101-3,0.89,19.513,1.00,0.89,19.544,0.786,1.00
102-1,0.00,15.728,1.00,0.00,15.717,0.594,1.00
102-2,0.00,15.728,1.00,0.00,15.717,0.594,1.00
102-3,0.00,15.728,1.00,0.00,15.717,0.594,1.00
103-1,0.05,15.399,0.04,0.05,15.389,0.591,0.04
103-2,0.06,15.233,0.04,0.06,15.219,0.593,0.05
103-3,0.53,14.718,0.33,0.54,14.708,0.606,0.33
104-1,0.00,15.728,1.00,0.00,15.717,0.594,1.00
104-2,0.00,15.728,1.00,0.00,15.717,0.594,1.00
104-3,0.00,15.728,1.00,0.00,15.717,0.594,1.00
105-1,1.00,15.383,0.99,1.00,15.291,0.568,0.99
105-2,0.98,31.734,1.00,0.98,31.722,2.911,1.00
105-3,0.98,39.529,1.00,0.98,39.509,3.226,1.00
106-1,0.40,14.768,0.25,0.40,14.758,0.593,0.26
106-2,0.00,15.728,1.00,0.00,15.717,0.594,1.00
106-3,0.28,15.033,0.25,0.28,15.023,0.594,0.26
107-1,1.00,56.003,1.00,1.00,55.999,3.880,1.00
107-2,1.00,14.385,0.07,1.00,14.350,0.572,0.07
107-3,0.07,15.261,0.02,0.07,15.244,0.595,0.03
108-1,0.00,15.728,1.00,0.00,15.717,0.594,1.00
109-1,0.00,15.728,1.00,0.00,15.717,0.594,1.00
110-1,0.97,16.670,1.00,0.97,16.683,0.630,1.00
110-2,0.94,14.867,0.93,0.94,14.842,0.572,0.92
110-3,0.99,20.049,1.00,0.99,20.051,0.592,1.00
111-1,0.94,16.382,1.00,0.94,16.393,0.604,1.00
111-2,0.99,18.992,1.00,0.99,18.993,0.578,1.00
111-3,0.09,15.547,0.49,0.09,15.532,0.586,0.45
112-1,0.99,15.128,0.78,0.99,15.104,0.564,0.81
112-2,0.99,15.116,0.79,0.99,15.098,0.565,0.81
112-3,0.99,14.741,0.72,0.99,14.715,0.570,0.74
113-1,0.99,14.754,0.76,0.99,14.727,0.570,0.74
113-2,0.82,18.867,1.00,0.82,18.868,0.543,1.00
113-3,0.64,16.059,1.00,0.65,16.067,0.588,1.00
114-1,1.00,19.110,1.00,1.00,19.114,0.810,1.00
115-1,1.00,14.336,0.71,1.00,14.302,0.585,0.69
116-1,0.68,14.351,0.64,0.68,14.325,0.585,0.57
116-2,0.31,15.000,0.07,0.31,14.988,0.597,0.09
117-1,1.00,14.284,0.15,1.00,14.220,0.577,0.16
117-2,0.25,16.592,1.00,0.25,16.630,0.827,1.00
119-1,0.96,14.823,0.90,0.96,14.800,0.578,0.90
120-1,1.00,20.256,1.00,1.00,20.260,0.873,1.00
120-2,1.00,14.561,0.65,1.00,14.544,0.555,0.65
120-3,0.99,14.701,0.56,0.99,14.676,0.554,0.56
121-1,0.58,14.423,0.60,0.58,14.416,0.562,0.56
121-2,0.10,15.260,0.72,0.10,15.251,0.596,0.66
121-3,0.66,14.325,0.09,0.66,14.273,0.577,0.10
122-1,0.76,14.638,1.00,0.76,14.621,0.593,1.00
124-1,1.00,15.149,0.49,1.00,15.119,0.580,0.51
124-2,1.00,14.951,0.34,1.00,14.942,0.566,0.34
124-3,1.00,15.084,0.48,1.00,15.063,0.581,0.49
125-1,1.00,19.068,1.00,1.00,19.072,0.808,1.00
125-2,0.95,15.328,0.93,0.95,15.307,0.581,0.92
125-3,0.95,15.324,0.97,0.95,15.292,0.580,0.97
126-1,0.21,15.073,0.31,0.21,15.042,0.579,0.29
127-1,0.94,14.242,0.59,0.94,14.231,0.579,0.59
127-2,0.93,13.983,0.64,0.93,13.964,0.574,0.63
127-3,0.25,15.699,0.70,0.25,15.683,0.593,0.65
