ID-model,Coverage,S2-min,Threshold,Coverage Avg(B),S2-min Avg(B),S2-min Std(B),Threshold Avg(B)
BLAST-S11,0.94,0.666,0.29,0.94,0.656,0.030,0.30
BLAST-S14,0.88,0.659,0.31,0.88,0.666,0.017,0.31
Naive-S11,1.00,0.596,0.28,1.00,0.594,0.023,0.27
Naive-S14,1.00,0.596,0.29,1.00,0.596,0.018,0.29
101-1,0.41,0.660,0.36,0.41,0.659,0.026,0.32
101-2,0.12,0.712,0.10,0.12,0.724,0.067,0.29
101-3,0.41,0.645,0.50,0.41,0.659,0.025,0.44
102-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
102-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
102-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-3,0.47,0.676,0.17,0.47,0.687,0.018,0.17
104-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
105-1,0.88,0.639,0.37,0.88,0.634,0.037,0.38
105-2,0.71,0.661,0.91,0.70,0.664,0.017,0.90
105-3,0.71,0.627,0.97,0.70,0.626,0.042,0.96
106-1,0.12,0.685,0.32,0.12,0.703,0.015,0.47
106-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
106-3,0.06,0.707,0.32,0.06,0.707,0.000,0.32
107-1,1.00,0.690,0.36,1.00,0.686,0.009,0.47
107-2,1.00,0.664,0.03,1.00,0.668,0.014,0.04
107-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
108-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
109-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
110-1,0.71,0.592,0.26,0.71,0.600,0.040,0.25
110-2,1.00,0.616,0.02,1.00,0.625,0.042,0.09
110-3,1.00,0.743,1.00,1.00,0.745,0.022,1.00
111-1,0.71,0.592,0.26,0.71,0.600,0.040,0.25
111-2,1.00,0.743,1.00,1.00,0.745,0.022,1.00
111-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
112-1,1.00,0.668,0.77,1.00,0.661,0.016,0.74
112-2,1.00,0.675,0.68,1.00,0.664,0.016,0.71
