ID-model,Coverage,S2-min,Threshold,Coverage Avg(B),S2-min Avg(B),S2-min Std(B),Threshold Avg(B)
BLAST-S11,0.99,0.583,0.45,0.99,0.580,0.014,0.44
BLAST-S14,0.98,0.583,0.45,0.98,0.578,0.015,0.44
Naive-S11,1.00,0.636,0.08,1.00,0.635,0.005,0.08
Naive-S14,1.00,0.635,0.13,1.00,0.634,0.005,0.13
101-1,0.93,0.578,0.37,0.93,0.578,0.011,0.37
101-2,0.91,0.555,0.10,0.91,0.556,0.017,0.09
101-3,0.93,0.534,0.09,0.93,0.532,0.015,0.10
102-1,1.00,0.518,0.48,1.00,0.514,0.016,0.50
102-2,0.93,0.524,0.56,0.93,0.521,0.016,0.55
102-3,0.02,0.983,0.04,0.02,0.983,0.009,0.20
103-1,0.00,0.999,0.00,0.00,0.999,0.000,0.00
103-2,0.00,0.999,0.00,0.00,0.999,0.000,0.00
103-3,0.46,0.681,0.17,0.46,0.681,0.027,0.17
104-1,0.00,0.999,0.00,0.00,0.999,0.000,0.00
104-2,0.00,0.999,0.00,0.00,0.999,0.000,0.00
104-3,0.00,0.999,0.00,0.00,0.999,0.000,0.00
105-1,0.98,0.531,0.92,0.98,0.531,0.014,0.92
105-2,0.96,0.516,0.97,0.96,0.514,0.014,0.98
105-3,0.97,0.526,1.00,0.97,0.526,0.014,1.00
106-1,0.83,0.624,0.07,0.83,0.624,0.017,0.07
106-2,0.53,0.761,0.60,0.53,0.761,0.016,0.61
106-3,0.23,0.857,0.07,0.23,0.857,0.021,0.07
107-1,1.00,0.585,0.75,1.00,0.582,0.011,0.75
107-2,1.00,0.529,0.03,1.00,0.530,0.016,0.03
107-3,0.00,0.999,0.00,0.00,0.999,0.000,0.00
108-1,0.00,0.999,0.00,0.00,0.999,0.000,0.00
109-1,0.00,0.999,0.00,0.00,0.999,0.000,0.00
110-1,1.00,0.916,0.16,1.00,0.916,0.009,0.18
110-2,0.95,0.526,0.45,0.95,0.526,0.016,0.44
110-3,1.00,0.659,0.61,1.00,0.659,0.008,0.70
111-1,0.89,0.868,0.02,0.89,0.868,0.017,0.06
111-2,0.99,0.656,0.59,0.99,0.654,0.008,0.57
111-3,0.09,0.933,0.02,0.09,0.933,0.017,0.02
112-1,1.00,0.522,0.39,1.00,0.522,0.015,0.40
112-2,1.00,0.524,0.40,1.00,0.523,0.015,0.40
112-3,0.99,0.528,0.39,0.99,0.528,0.015,0.39
113-1,0.99,0.530,0.38,0.99,0.528,0.014,0.38
113-2,0.86,0.665,0.61,0.86,0.666,0.008,0.65
113-3,0.10,0.922,0.02,0.10,0.922,0.018,0.02
114-1,1.00,0.493,0.88,1.00,0.492,0.016,0.90
115-1,1.00,0.512,0.36,1.00,0.510,0.016,0.36
116-1,0.80,0.566,0.15,0.80,0.567,0.020,0.18
116-2,0.76,0.625,0.15,0.76,0.625,0.021,0.18
117-1,1.00,0.571,0.11,1.00,0.572,0.017,0.11
117-2,0.27,0.801,1.00,0.27,0.801,0.026,1.00
119-1,0.94,0.504,0.69,0.94,0.505,0.018,0.69
120-1,1.00,0.494,0.96,1.00,0.492,0.016,0.95
120-2,1.00,0.558,0.52,1.00,0.558,0.012,0.53
120-3,0.71,0.721,0.44,0.71,0.721,0.015,0.44
121-1,0.62,0.594,0.51,0.62,0.594,0.025,0.54
121-2,0.02,0.990,0.72,0.02,0.990,0.007,0.74
121-3,0.68,0.574,0.01,0.68,0.574,0.023,0.01
122-1,0.84,0.574,0.70,0.85,0.574,0.020,0.73
124-1,1.00,0.639,0.30,1.00,0.636,0.008,0.27
124-2,1.00,0.646,0.16,1.00,0.645,0.007,0.16
124-3,1.00,0.646,0.23,1.00,0.644,0.007,0.25
125-1,0.98,0.493,0.88,0.98,0.491,0.016,0.90
125-2,0.87,0.531,0.26,0.87,0.530,0.015,0.27
125-3,0.99,0.551,0.57,0.99,0.549,0.016,0.57
126-1,0.99,0.528,0.25,0.99,0.529,0.019,0.25
127-1,0.95,0.481,0.50,0.95,0.480,0.018,0.50
127-2,0.94,0.474,0.14,0.94,0.472,0.019,0.14
127-3,0.00,0.999,0.00,0.00,0.999,0.000,0.00
