ID-model,Coverage,S2-min,Threshold,Coverage Avg(B),S2-min Avg(B),S2-min Std(B),Threshold Avg(B)
BLAST-S11,0.99,0.581,0.45,0.99,0.578,0.015,0.44
BLAST-S14,0.98,0.579,0.45,0.98,0.574,0.016,0.44
Naive-S11,1.00,0.636,0.08,1.00,0.635,0.005,0.08
Naive-S14,1.00,0.635,0.13,1.00,0.634,0.005,0.13
101-1,0.93,0.577,0.37,0.93,0.575,0.012,0.37
101-2,0.91,0.532,0.10,0.91,0.532,0.015,0.09
101-3,0.93,0.520,0.13,0.93,0.518,0.016,0.11
102-1,1.00,0.518,0.48,1.00,0.514,0.016,0.50
102-2,0.93,0.514,0.57,0.93,0.510,0.016,0.61
102-3,0.02,0.430,0.79,0.02,0.414,0.142,0.64
103-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-3,0.46,0.421,0.17,0.46,0.422,0.022,0.17
104-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
105-1,0.98,0.528,0.92,0.98,0.528,0.014,0.92
105-2,0.96,0.512,0.97,0.96,0.508,0.015,0.98
105-3,0.97,0.522,1.00,0.97,0.523,0.014,1.00
106-1,0.83,0.577,0.07,0.83,0.578,0.016,0.08
106-2,0.53,0.651,0.60,0.53,0.651,0.012,0.61
106-3,0.23,0.497,0.07,0.23,0.499,0.030,0.09
107-1,1.00,0.585,0.75,1.00,0.582,0.011,0.75
107-2,1.00,0.529,0.03,1.00,0.530,0.016,0.03
107-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
108-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
109-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
110-1,1.00,0.916,0.16,1.00,0.916,0.009,0.18
110-2,0.95,0.513,0.45,0.95,0.512,0.016,0.46
110-3,1.00,0.659,0.61,1.00,0.659,0.008,0.70
111-1,0.89,0.851,0.02,0.89,0.852,0.019,0.06
111-2,0.99,0.654,0.59,0.99,0.653,0.009,0.57
111-3,0.09,0.526,0.12,0.09,0.524,0.048,0.17
112-1,1.00,0.522,0.39,1.00,0.522,0.015,0.40
