ID-model,Coverage,F1-max,Threshold,Coverage Avg(B),F1-max Avg(B),F1-max Std(B),Threshold Avg(B)
BLAST-S11,0.90,0.420,0.30,0.90,0.435,0.038,0.30
BLAST-S14,0.95,0.468,0.35,0.95,0.474,0.042,0.34
Naive-S11,1.00,0.515,0.77,1.00,0.515,0.040,0.75
Naive-S14,1.00,0.515,0.76,1.00,0.515,0.040,0.73
101-1,0.86,0.626,0.01,0.86,0.625,0.038,0.10
101-2,0.19,0.227,0.18,0.19,0.224,0.066,0.20
101-3,0.86,0.631,0.02,0.86,0.635,0.038,0.08
102-1,0.00,0.005,0.00,0.00,0.005,0.000,0.00
102-2,0.00,0.005,0.00,0.00,0.005,0.000,0.00
102-3,0.00,0.005,0.00,0.00,0.005,0.000,0.00
103-1,0.60,0.486,0.06,0.60,0.490,0.045,0.08
103-2,0.83,0.542,0.03,0.83,0.554,0.032,0.03
103-3,0.62,0.520,0.17,0.62,0.517,0.058,0.17
104-1,0.00,0.005,0.00,0.00,0.005,0.000,0.00
104-2,0.00,0.005,0.00,0.00,0.005,0.000,0.00
104-3,0.00,0.005,0.00,0.00,0.005,0.000,0.00
105-1,0.98,0.603,0.91,0.98,0.614,0.037,0.84
105-2,0.95,0.665,0.98,0.95,0.666,0.036,0.98
105-3,0.98,0.661,0.99,0.98,0.665,0.036,0.99
106-1,0.52,0.473,0.07,0.52,0.470,0.061,0.07
106-2,0.00,0.005,0.00,0.00,0.005,0.000,0.00
106-3,0.40,0.440,0.07,0.40,0.436,0.067,0.07
107-1,1.00,0.571,0.72,1.00,0.578,0.035,0.73
107-2,1.00,0.659,0.03,1.00,0.661,0.035,0.03
107-3,0.98,0.669,0.02,0.98,0.677,0.034,0.03
108-1,0.00,0.005,0.00,0.00,0.005,0.000,0.00
109-1,0.00,0.005,0.00,0.00,0.005,0.000,0.00
110-1,0.93,0.526,0.46,0.93,0.527,0.036,0.46
110-2,0.81,0.466,0.48,0.81,0.470,0.031,0.51
110-3,0.98,0.492,1.00,0.98,0.498,0.038,0.82
111-1,0.93,0.526,0.46,0.93,0.527,0.036,0.46
111-2,0.98,0.492,1.00,0.98,0.498,0.038,0.82
111-3,0.00,0.005,0.00,0.00,0.005,0.000,0.00
112-1,1.00,0.514,0.69,1.00,0.529,0.035,0.59
112-2,1.00,0.510,0.71,1.00,0.525,0.034,0.59
