ID-model,Coverage,F1-max,Threshold,Coverage Avg(B),F1-max Avg(B),F1-max Std(B),Threshold Avg(B)
BLAST-S11,0.90,0.335,0.31,0.90,0.355,0.048,0.33
BLAST-S14,0.95,0.411,0.35,0.95,0.410,0.055,0.35
Naive-S11,1.00,0.424,0.17,1.00,0.423,0.023,0.17
Naive-S14,1.00,0.428,0.18,1.00,0.427,0.024,0.18
101-1,0.86,0.571,0.01,0.86,0.570,0.048,0.05
101-2,0.19,0.647,0.23,0.19,0.642,0.109,0.26
101-3,0.86,0.587,0.03,0.86,0.594,0.048,0.05
102-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
102-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
102-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-1,0.60,0.558,0.04,0.60,0.563,0.048,0.08
103-2,0.83,0.546,0.04,0.83,0.546,0.044,0.04
103-3,0.62,0.623,0.17,0.62,0.620,0.061,0.17
104-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
105-1,0.98,0.516,0.92,0.98,0.535,0.044,0.76
105-2,0.95,0.578,0.98,0.95,0.578,0.047,0.97
105-3,0.98,0.567,1.00,0.98,0.570,0.048,0.99
106-1,0.52,0.665,0.07,0.52,0.661,0.060,0.07
106-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
106-3,0.40,0.693,0.07,0.40,0.689,0.074,0.07
107-1,1.00,0.490,0.72,1.00,0.500,0.041,0.76
107-2,1.00,0.573,0.03,1.00,0.571,0.051,0.03
107-3,0.98,0.575,0.02,0.98,0.579,0.048,0.02
108-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
109-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
110-1,0.93,0.453,0.45,0.93,0.455,0.047,0.44
110-2,0.81,0.349,0.46,0.81,0.349,0.041,0.49
110-3,0.98,0.289,1.00,0.98,0.291,0.055,0.87
111-1,0.93,0.453,0.45,0.93,0.455,0.047,0.44
111-2,0.98,0.289,1.00,0.98,0.291,0.055,0.87
111-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
112-1,1.00,0.361,0.36,1.00,0.367,0.042,0.43
112-2,1.00,0.350,0.32,1.00,0.361,0.042,0.42
112-3,1.00,0.348,0.36,1.00,0.352,0.043,0.42
113-1,1.00,0.339,0.32,1.00,0.347,0.043,0.40
113-2,0.98,0.276,1.00,0.98,0.279,0.054,0.84
113-3,0.86,0.411,0.40,0.86,0.413,0.053,0.43
114-1,1.00,0.647,0.89,1.00,0.655,0.041,0.85
115-1,1.00,0.594,0.28,1.00,0.602,0.043,0.20
116-1,0.71,0.574,0.40,0.71,0.572,0.053,0.53
116-2,0.31,0.527,0.72,0.31,0.522,0.088,0.72
117-1,1.00,0.514,0.07,1.00,0.527,0.041,0.07
117-2,0.02,0.035,1.00,0.02,0.035,0.000,1.00
119-1,1.00,0.614,0.65,1.00,0.616,0.039,0.67
120-1,1.00,0.634,0.90,1.00,0.651,0.037,0.91
120-2,1.00,0.498,0.76,1.00,0.503,0.049,0.75
120-3,0.98,0.350,0.64,0.98,0.369,0.041,0.61
121-1,0.76,0.661,0.60,0.76,0.658,0.055,0.60
121-2,0.02,1.000,0.61,0.02,1.000,0.000,0.61
121-3,0.83,0.639,0.01,0.83,0.638,0.052,0.01
122-1,0.55,0.647,0.69,0.55,0.647,0.069,0.71
124-1,1.00,0.442,0.15,1.00,0.454,0.038,0.14
124-2,1.00,0.459,0.12,1.00,0.458,0.046,0.13
124-3,1.00,0.442,0.15,1.00,0.448,0.040,0.16
125-1,0.93,0.687,0.89,0.93,0.689,0.043,0.87
125-2,0.90,0.632,0.31,0.90,0.632,0.049,0.31
125-3,0.95,0.469,0.33,0.95,0.480,0.056,0.35
126-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
127-1,0.76,0.486,0.28,0.76,0.506,0.058,0.29
127-2,0.90,0.447,0.59,0.90,0.460,0.048,0.58
127-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
128-1,0.55,0.276,0.01,0.55,0.271,0.080,0.02
129-1,0.98,0.450,0.49,0.98,0.459,0.042,0.49
129-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
129-3,0.98,0.450,0.49,0.98,0.459,0.042,0.49
130-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
130-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
130-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
131-1,0.55,0.576,0.50,0.55,0.572,0.062,0.68
131-2,0.52,0.585,1.00,0.52,0.582,0.062,1.00
131-3,0.64,0.545,0.03,0.64,0.545,0.063,0.10
132-1,1.00,0.412,0.43,1.00,0.422,0.044,0.49
132-2,1.00,0.406,0.43,1.00,0.412,0.043,0.45
65-1,1.00,0.374,0.09,1.00,0.384,0.034,0.11
65-2,1.00,0.335,0.12,1.00,0.350,0.030,0.10
65-3,1.00,0.352,0.09,1.00,0.366,0.032,0.10
68-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
68-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
69-1,1.00,0.628,0.06,1.00,0.636,0.041,0.12
69-2,1.00,0.638,0.15,1.00,0.643,0.038,0.18
70-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
70-2,1.00,0.446,0.30,1.00,0.454,0.035,0.29
70-3,1.00,0.349,0.12,1.00,0.350,0.024,0.13
72-1,0.71,0.671,0.01,0.71,0.669,0.059,0.01
72-2,0.71,0.664,0.01,0.71,0.661,0.063,0.01
73-1,1.00,0.507,0.63,1.00,0.511,0.043,0.69
73-2,1.00,0.506,0.63,1.00,0.511,0.043,0.70
73-3,0.95,0.375,0.94,0.95,0.371,0.041,0.93
74-1,0.74,0.652,0.06,0.74,0.651,0.057,0.09
74-2,0.95,0.565,0.02,0.95,0.569,0.049,0.09
75-1,1.00,0.623,0.06,1.00,0.629,0.041,0.16
75-2,1.00,0.643,0.15,1.00,0.651,0.040,0.22
79-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
79-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
79-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
80-1,0.76,0.627,0.08,0.76,0.629,0.055,0.27
80-2,0.95,0.567,0.70,0.95,0.570,0.049,0.45
81-1,0.95,0.452,0.50,0.95,0.449,0.060,0.50
81-2,0.95,0.452,0.50,0.95,0.449,0.060,0.50
82-1,0.50,0.467,0.50,0.50,0.467,0.076,0.52
83-1,1.00,0.542,0.12,1.00,0.551,0.050,0.14
83-2,1.00,0.602,0.10,1.00,0.612,0.050,0.09
84-1,1.00,0.501,0.10,1.00,0.513,0.045,0.15
85-1,0.57,0.510,0.10,0.57,0.523,0.066,0.10
85-2,0.57,0.510,0.10,0.57,0.523,0.066,0.10
86-1,0.36,0.299,0.31,0.36,0.290,0.066,0.31
86-2,0.36,0.299,0.31,0.36,0.290,0.066,0.31
86-3,0.12,0.141,0.32,0.12,0.126,0.060,0.40
87-1,0.67,0.604,0.17,0.67,0.604,0.066,0.18
87-2,0.67,0.604,0.09,0.67,0.604,0.066,0.10
87-3,0.64,0.588,0.19,0.64,0.585,0.065,0.20
88-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
89-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
89-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
89-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
91-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
91-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
91-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
93-1,0.88,0.144,1.00,0.88,0.143,0.038,1.00
93-2,0.90,0.108,1.00,0.91,0.107,0.016,1.00
94-1,1.00,0.569,0.12,1.00,0.572,0.044,0.16
95-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
95-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
96-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
96-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
96-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
97-1,1.00,0.515,0.13,1.00,0.517,0.055,0.48
97-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
97-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
98-1,1.00,0.539,0.50,1.00,0.552,0.053,0.49
99-1,0.93,0.488,0.29,0.93,0.497,0.050,0.27
