ID-model,Coverage,S2-min,Threshold,Coverage Avg(B),S2-min Avg(B),S2-min Std(B),Threshold Avg(B)
BLAST-S11,0.90,4.967,0.62,0.90,4.801,0.714,0.69
BLAST-S14,0.95,4.701,0.57,0.95,4.598,0.705,0.58
Naive-S11,1.00,4.565,0.44,1.00,4.546,0.639,0.41
Naive-S14,1.00,4.378,0.32,1.00,4.375,0.585,0.33
101-1,0.86,4.457,0.37,0.86,4.303,0.668,0.37
101-2,0.19,3.649,0.23,0.19,3.690,1.794,0.23
101-3,0.86,3.574,0.71,0.86,3.522,0.586,0.52
102-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
102-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
102-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-1,0.60,3.127,0.36,0.60,3.108,0.682,0.40
103-2,0.83,3.879,0.36,0.83,3.852,0.685,0.37
103-3,0.62,2.849,0.17,0.62,2.876,0.655,0.19
104-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
105-1,0.98,3.740,0.92,0.98,3.734,0.549,0.92
105-2,0.95,3.635,1.00,0.95,3.606,0.584,0.99
105-3,0.98,3.775,1.00,0.98,3.821,0.613,1.00
106-1,0.52,2.288,0.07,0.52,2.336,0.524,0.10
106-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
106-3,0.40,1.825,0.07,0.40,1.865,0.547,0.08
107-1,1.00,6.060,1.00,1.00,6.113,1.219,0.97
107-2,1.00,3.329,0.03,1.00,3.249,0.555,0.04
107-3,0.98,3.113,0.03,0.98,3.083,0.556,0.03
108-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
109-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
110-1,0.93,3.903,0.95,0.93,3.867,0.600,0.94
110-2,0.81,4.477,0.91,0.81,4.478,0.714,0.91
110-3,0.98,8.415,1.00,0.98,8.431,0.891,1.00
111-1,0.93,3.903,0.95,0.93,3.867,0.600,0.94
111-2,0.98,8.415,1.00,0.98,8.431,0.891,1.00
111-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
112-1,1.00,4.091,0.63,1.00,4.020,0.534,0.67
112-2,1.00,4.160,0.66,1.00,4.089,0.543,0.69
112-3,1.00,4.180,0.63,1.00,4.112,0.540,0.66
113-1,1.00,4.255,0.66,1.00,4.186,0.546,0.69
113-2,0.98,8.452,1.00,0.98,8.468,0.892,1.00
113-3,0.86,4.216,0.95,0.86,4.175,0.638,0.94
114-1,1.00,3.069,0.89,1.00,3.070,0.522,0.90
115-1,1.00,3.320,0.28,1.00,3.305,0.557,0.38
116-1,0.71,3.734,0.69,0.71,3.774,0.693,0.65
