ID-model,Coverage,S2-min,Threshold,Coverage Avg(B),S2-min Avg(B),S2-min Std(B),Threshold Avg(B)
BLAST-S11,1.00,4.101,0.51,1.00,4.146,0.856,0.52
BLAST-S14,1.00,4.211,0.57,1.00,4.240,0.848,0.58
Naive-S11,1.00,3.578,0.29,1.00,3.561,0.716,0.30
Naive-S14,1.00,3.866,0.48,1.00,3.847,0.746,0.44
101-1,0.73,4.399,0.61,0.73,4.268,0.925,0.51
101-2,0.07,4.236,0.10,0.07,4.236,0.000,0.10
101-3,0.73,2.640,0.18,0.73,2.642,0.801,0.19
102-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
102-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
102-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-3,0.47,2.867,0.33,0.47,2.881,0.930,0.32
104-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
105-1,1.00,3.979,0.93,1.00,4.002,0.776,0.93
105-2,1.00,6.099,1.00,1.00,6.302,2.718,0.99
105-3,1.00,13.034,1.00,1.00,13.149,4.576,1.00
106-1,0.40,3.222,0.21,0.40,3.402,1.155,0.43
106-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
106-3,0.27,2.498,0.20,0.27,2.522,1.654,0.36
107-1,1.00,13.670,1.00,1.00,13.787,4.718,1.00
107-2,1.00,3.840,0.05,1.00,3.765,0.768,0.04
107-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
108-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
109-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
110-1,1.00,4.196,0.99,1.00,4.278,0.959,0.98
110-2,0.87,5.043,0.99,0.87,5.172,0.755,0.96
110-3,1.00,6.602,1.00,1.00,6.647,1.342,0.83
111-1,1.00,4.196,0.99,1.00,4.278,0.959,0.98
111-2,1.00,6.602,1.00,1.00,6.647,1.342,0.83
111-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
112-1,1.00,4.083,0.94,1.00,3.999,0.779,0.84
112-2,1.00,4.083,0.92,1.00,3.992,0.784,0.85
112-3,1.00,4.075,0.88,1.00,4.001,0.776,0.80
113-1,1.00,4.075,0.86,1.00,4.000,0.778,0.81
113-2,0.87,7.233,1.00,0.87,7.253,1.506,1.00
113-3,1.00,4.487,1.00,1.00,4.561,0.899,0.98
114-1,1.00,2.896,0.99,1.00,2.975,0.742,0.99
115-1,1.00,2.925,0.40,1.00,3.004,0.742,0.40
116-1,0.60,2.923,0.49,0.60,2.849,0.903,0.70
116-2,0.33,4.326,0.70,0.33,4.259,1.301,0.80
117-1,1.00,3.309,0.16,1.00,3.268,0.673,0.15
117-2,0.13,13.931,1.00,0.13,13.974,1.169,1.00
119-1,1.00,3.563,0.95,1.00,3.408,0.837,0.90
120-1,1.00,2.896,0.99,1.00,2.979,0.743,0.99
120-2,1.00,3.955,0.76,1.00,3.977,0.713,0.73
120-3,1.00,3.734,0.56,1.00,3.576,0.579,0.63
121-1,0.47,2.564,0.60,0.46,2.656,1.118,0.61
121-2,0.20,2.321,0.85,0.20,2.333,2.135,0.85
121-3,0.73,3.053,0.12,0.73,3.137,0.846,0.10
122-1,1.00,3.261,0.79,1.00,3.243,0.766,0.77
