ID-model,Coverage,S2-min,Threshold,Coverage Avg(B),S2-min Avg(B),S2-min Std(B),Threshold Avg(B)
BLAST-S11,0.99,4.640,0.94,0.99,4.638,0.202,0.93
BLAST-S14,0.99,4.631,0.94,0.99,4.626,0.199,0.94
Naive-S11,1.00,4.232,0.32,1.00,4.234,0.197,0.32
Naive-S14,1.00,4.302,0.48,1.00,4.303,0.199,0.49
101-1,0.96,4.762,0.49,0.96,4.759,0.210,0.49
101-2,0.17,3.975,0.60,0.17,3.938,0.532,0.57
101-3,0.96,4.394,0.68,0.96,4.393,0.197,0.70
102-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
102-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
102-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-3,0.66,4.413,0.33,0.66,4.420,0.237,0.33
104-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
105-1,1.00,4.603,0.95,1.00,4.599,0.193,0.95
105-2,1.00,11.263,1.00,1.00,11.258,1.565,1.00
105-3,1.00,17.600,1.00,1.00,17.572,1.752,1.00
106-1,0.40,4.934,0.93,0.40,4.909,0.390,0.81
106-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
106-3,0.31,5.205,0.67,0.31,5.169,0.477,0.79
107-1,1.00,17.345,1.00,1.00,17.323,1.203,1.00
107-2,1.00,4.484,0.07,1.00,4.487,0.201,0.07
107-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
108-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
109-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
110-1,1.00,4.452,0.33,1.00,4.443,0.233,0.30
110-2,0.95,4.804,1.00,0.95,4.802,0.199,0.99
110-3,1.00,10.636,1.00,1.00,10.632,0.273,1.00
111-1,0.92,4.696,0.96,0.92,4.627,0.227,0.61
111-2,0.99,9.271,1.00,0.99,9.270,0.292,1.00
111-3,0.13,6.242,0.97,0.13,6.276,0.708,0.98
112-1,0.99,4.723,0.97,1.00,4.717,0.197,0.97
112-2,0.99,4.720,0.97,1.00,4.715,0.197,0.97
112-3,0.99,4.678,0.87,1.00,4.678,0.195,0.88
113-1,0.99,4.679,0.88,1.00,4.677,0.195,0.88
113-2,0.90,11.088,1.00,0.90,11.085,0.237,1.00
113-3,0.14,6.438,0.97,0.14,6.469,0.719,0.98
114-1,1.00,6.282,1.00,1.00,6.286,0.280,1.00
115-1,1.00,4.462,0.64,1.00,4.457,0.198,0.63
116-1,0.59,4.504,0.71,0.59,4.502,0.253,0.72
116-2,0.37,4.362,0.62,0.37,4.327,0.233,0.54
117-1,1.00,4.553,0.18,1.00,4.539,0.195,0.18
117-2,0.12,9.737,1.00,0.12,9.729,0.871,1.00
119-1,0.98,4.586,0.96,0.98,4.582,0.198,0.96
120-1,1.00,6.632,1.00,1.00,6.636,0.310,1.00
120-2,1.00,4.401,0.79,1.00,4.401,0.185,0.79
120-3,0.99,4.161,0.74,0.99,4.156,0.197,0.74
121-1,0.72,4.800,0.72,0.72,4.802,0.230,0.73
121-2,0.03,4.260,0.72,0.03,4.217,1.597,0.78
121-3,0.77,4.485,0.10,0.77,4.483,0.208,0.11
122-1,0.67,4.627,0.99,0.67,4.608,0.225,0.98
124-1,1.00,4.541,0.54,1.00,4.540,0.198,0.53
124-2,1.00,4.444,0.50,1.00,4.446,0.199,0.50
124-3,1.00,4.525,0.51,1.00,4.522,0.199,0.51
125-1,0.99,6.325,1.00,0.99,6.330,0.284,1.00
125-2,0.99,4.731,0.95,0.99,4.702,0.201,0.88
125-3,1.00,4.655,0.88,1.00,4.639,0.200,0.86
126-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
127-1,0.99,4.539,0.73,0.99,4.535,0.194,0.75
127-2,0.98,4.435,0.85,0.98,4.430,0.190,0.85
127-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
128-1,0.52,6.530,1.00,0.52,6.556,0.449,1.00
