ID-model,Coverage,S2-min,Threshold,Coverage Avg(B),S2-min Avg(B),S2-min Std(B),Threshold Avg(B)
BLAST-S11,0.99,0.632,0.45,0.99,0.632,0.006,0.46
BLAST-S14,0.99,0.629,0.53,0.99,0.628,0.006,0.52
Naive-S11,1.00,0.590,0.28,1.00,0.591,0.005,0.28
Naive-S14,1.00,0.590,0.29,1.00,0.591,0.005,0.29
101-1,0.96,0.632,0.37,0.96,0.631,0.008,0.37
101-2,0.17,0.546,0.10,0.17,0.545,0.023,0.11
101-3,0.96,0.562,0.13,0.96,0.561,0.009,0.15
102-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
102-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
102-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-3,0.66,0.557,0.17,0.66,0.557,0.011,0.17
104-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
105-1,1.00,0.614,0.92,1.00,0.614,0.009,0.92
105-2,1.00,0.587,0.98,1.00,0.586,0.009,0.98
105-3,1.00,0.611,1.00,1.00,0.611,0.010,1.00
106-1,0.40,0.561,0.03,0.40,0.562,0.016,0.03
106-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
106-3,0.31,0.550,0.03,0.31,0.551,0.018,0.03
107-1,1.00,0.640,1.00,1.00,0.641,0.006,0.98
107-2,1.00,0.580,0.03,1.00,0.580,0.010,0.03
107-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
108-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
109-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
110-1,1.00,0.706,0.22,1.00,0.706,0.009,0.22
