ID-model,Coverage,S2-min,Threshold,Coverage Avg(B),S2-min Avg(B),S2-min Std(B),Threshold Avg(B)
BLAST-S11,0.99,0.655,0.45,0.99,0.654,0.006,0.45
BLAST-S14,1.00,0.661,0.48,1.00,0.659,0.005,0.49
Naive-S11,1.00,0.632,0.15,1.00,0.632,0.002,0.15
Naive-S14,1.00,0.631,0.18,1.00,0.630,0.002,0.18
101-1,0.89,0.660,0.36,0.89,0.659,0.006,0.36
101-2,0.86,0.622,0.21,0.86,0.621,0.006,0.21
101-3,0.89,0.637,0.51,0.89,0.638,0.006,0.52
102-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
102-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
102-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-3,0.52,0.571,0.17,0.52,0.572,0.012,0.17
104-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
105-1,1.00,0.616,0.95,1.00,0.616,0.007,0.95
105-2,0.97,0.617,0.97,0.97,0.616,0.007,0.98
105-3,0.98,0.615,1.00,0.98,0.616,0.008,1.00
106-1,0.39,0.564,0.07,0.39,0.563,0.015,0.10
106-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
106-3,0.26,0.564,0.14,0.26,0.564,0.019,0.14
107-1,1.00,0.640,0.78,1.00,0.640,0.006,0.78
107-2,1.00,0.616,0.02,1.00,0.616,0.007,0.02
107-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
108-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
109-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
110-1,0.98,0.658,0.38,0.98,0.658,0.004,0.35
110-2,0.93,0.615,0.53,0.93,0.615,0.006,0.52
110-3,1.00,0.659,0.83,1.00,0.658,0.004,0.88
111-1,0.94,0.655,0.40,0.94,0.656,0.005,0.40
111-2,0.99,0.662,0.62,0.99,0.662,0.004,0.64
111-3,0.09,0.643,0.49,0.09,0.643,0.013,0.48
112-1,0.99,0.608,0.53,0.99,0.608,0.006,0.54
112-2,0.99,0.610,0.54,0.99,0.610,0.006,0.53
112-3,0.99,0.611,0.49,0.99,0.610,0.006,0.50
113-1,0.99,0.612,0.50,0.99,0.612,0.006,0.50
113-2,0.81,0.659,1.00,0.81,0.659,0.006,1.00
113-3,0.63,0.647,0.87,0.63,0.646,0.007,0.84
114-1,1.00,0.596,0.96,1.00,0.596,0.008,0.96
115-1,1.00,0.584,0.36,1.00,0.584,0.008,0.35
116-1,0.66,0.580,0.05,0.66,0.581,0.012,0.05
