ID-model,Coverage,F1-max,Threshold,Coverage Avg(B),F1-max Avg(B),F1-max Std(B),Threshold Avg(B)
BLAST-S11,0.97,0.422,0.33,0.97,0.427,0.034,0.34
BLAST-S14,0.96,0.457,0.37,0.95,0.464,0.034,0.37
Naive-S11,1.00,0.222,0.05,1.00,0.224,0.015,0.06
Naive-S14,1.00,0.212,0.13,1.00,0.217,0.016,0.12
101-1,0.93,0.527,0.36,0.93,0.533,0.027,0.23
101-2,0.90,0.638,0.18,0.90,0.646,0.029,0.16
101-3,0.93,0.625,0.24,0.93,0.628,0.031,0.24
102-1,0.99,0.530,0.23,0.99,0.546,0.026,0.43
102-2,0.90,0.522,0.70,0.90,0.531,0.030,0.69
102-3,0.13,0.665,0.87,0.13,0.691,0.042,0.84
103-1,0.79,0.519,0.33,0.79,0.523,0.028,0.29
103-2,0.90,0.652,0.36,0.90,0.653,0.033,0.36
103-3,0.85,0.662,0.17,0.85,0.662,0.031,0.17
104-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
105-1,0.97,0.501,0.92,0.97,0.501,0.028,0.90
105-2,0.94,0.537,1.00,0.94,0.538,0.030,1.00
105-3,0.97,0.505,1.00,0.97,0.506,0.029,1.00
106-1,0.89,0.432,0.10,0.89,0.431,0.036,0.12
106-2,0.63,0.395,0.99,0.63,0.394,0.056,0.97
106-3,0.46,0.611,0.07,0.46,0.610,0.043,0.08
107-1,1.00,0.491,0.73,1.00,0.496,0.027,0.75
107-2,1.00,0.496,0.04,1.00,0.501,0.031,0.05
107-3,0.99,0.451,0.05,0.99,0.460,0.031,0.05
108-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
109-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
110-1,0.97,0.533,0.63,0.97,0.533,0.037,0.65
110-2,0.93,0.515,0.91,0.93,0.519,0.042,0.81
110-3,1.00,0.222,1.00,1.00,0.223,0.027,0.97
111-1,0.97,0.533,0.63,0.97,0.533,0.037,0.65
111-2,1.00,0.222,1.00,1.00,0.223,0.027,0.97
111-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
112-1,1.00,0.506,0.68,1.00,0.512,0.036,0.56
112-2,1.00,0.504,0.70,1.00,0.518,0.036,0.52
112-3,1.00,0.477,0.32,1.00,0.482,0.035,0.32
113-1,1.00,0.497,0.32,1.00,0.498,0.035,0.32
113-2,1.00,0.144,0.90,1.00,0.152,0.020,0.77
113-3,0.90,0.496,0.63,0.90,0.496,0.039,0.59
114-1,1.00,0.610,1.00,1.00,0.614,0.027,0.97
115-1,1.00,0.588,0.40,1.00,0.591,0.030,0.47
116-1,0.89,0.624,0.36,0.89,0.625,0.032,0.43
116-2,0.78,0.557,0.42,0.78,0.557,0.044,0.45
117-1,1.00,0.499,0.12,1.00,0.504,0.033,0.12
117-2,0.30,0.704,1.00,0.30,0.703,0.062,1.00
119-1,0.99,0.547,0.78,0.99,0.556,0.029,0.80
120-1,1.00,0.608,1.00,1.00,0.609,0.027,0.99
120-2,0.99,0.213,0.30,0.99,0.216,0.021,0.32
120-3,0.85,0.235,0.44,0.85,0.238,0.024,0.51
121-1,0.84,0.668,0.60,0.84,0.667,0.031,0.60
121-2,0.03,0.078,0.52,0.03,0.080,0.035,0.55
121-3,0.90,0.667,0.22,0.90,0.667,0.032,0.25
122-1,0.78,0.641,0.71,0.78,0.641,0.037,0.71
124-1,1.00,0.322,0.18,1.00,0.325,0.029,0.18
124-2,1.00,0.307,0.14,1.00,0.307,0.028,0.14
