ID-model,Coverage,S2-min,Threshold,Coverage Avg(B),S2-min Avg(B),S2-min Std(B),Threshold Avg(B)
BLAST-S11,0.99,0.580,0.33,0.99,0.575,0.022,0.34
BLAST-S14,0.94,0.549,0.37,0.94,0.549,0.026,0.37
Naive-S11,1.00,0.620,0.08,1.00,0.621,0.008,0.08
Naive-S14,1.00,0.621,0.12,1.00,0.622,0.008,0.12
101-1,0.91,0.504,0.37,0.91,0.502,0.028,0.37
101-2,0.90,0.436,0.18,0.90,0.433,0.029,0.18
101-3,0.91,0.404,0.57,0.91,0.404,0.030,0.51
102-1,0.94,0.497,0.61,0.94,0.492,0.029,0.61
102-2,0.85,0.507,0.70,0.85,0.501,0.028,0.73
102-3,0.13,0.448,0.73,0.13,0.431,0.061,0.76
103-1,0.76,0.441,0.19,0.76,0.441,0.026,0.20
103-2,0.84,0.408,0.50,0.84,0.403,0.033,0.44
103-3,0.78,0.390,0.17,0.78,0.392,0.035,0.17
104-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
105-1,0.97,0.520,0.92,0.97,0.522,0.026,0.90
105-2,0.97,0.476,0.99,0.97,0.475,0.029,0.99
105-3,0.97,0.526,0.99,0.97,0.526,0.031,0.99
106-1,0.85,0.463,0.13,0.85,0.464,0.032,0.16
106-2,0.50,0.524,0.78,0.50,0.520,0.040,0.76
106-3,0.50,0.369,0.13,0.50,0.369,0.048,0.13
107-1,1.00,0.504,0.74,1.00,0.500,0.026,0.78
107-2,1.00,0.513,0.05,1.00,0.506,0.026,0.06
107-3,0.99,0.517,0.08,0.99,0.510,0.028,0.07
108-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
109-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
110-1,0.93,0.544,0.49,0.93,0.545,0.026,0.51
110-2,0.94,0.514,0.23,0.94,0.508,0.024,0.29
