ID-model,Coverage,F1-max,Threshold,Coverage Avg(B),F1-max Avg(B),F1-max Std(B),Threshold Avg(B)
BLAST-S11,0.91,0.310,0.31,0.91,0.329,0.044,0.33
BLAST-S14,0.96,0.383,0.35,0.96,0.382,0.053,0.35
Naive-S11,1.00,0.410,0.17,1.00,0.409,0.023,0.17
Naive-S14,1.00,0.412,0.18,1.00,0.411,0.024,0.18
101-1,0.87,0.545,0.01,0.87,0.545,0.048,0.05
101-2,0.17,0.647,0.23,0.17,0.644,0.111,0.26
101-3,0.87,0.555,0.03,0.87,0.564,0.048,0.05
102-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
102-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
102-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-1,0.61,0.526,0.04,0.61,0.531,0.048,0.07
103-2,0.85,0.531,0.04,0.85,0.531,0.045,0.04
103-3,0.65,0.585,0.17,0.65,0.583,0.062,0.17
104-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
105-1,0.98,0.498,0.92,0.98,0.515,0.044,0.77
105-2,0.96,0.553,0.98,0.96,0.554,0.047,0.98
105-3,0.98,0.545,1.00,0.98,0.548,0.048,1.00
106-1,0.52,0.648,0.07,0.52,0.646,0.061,0.07
106-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
106-3,0.41,0.669,0.07,0.41,0.667,0.074,0.07
107-1,1.00,0.458,0.72,1.00,0.470,0.040,0.75
107-2,1.00,0.545,0.03,1.00,0.544,0.050,0.03
107-3,0.98,0.546,0.02,0.98,0.552,0.048,0.03
108-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
109-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
110-1,0.91,0.450,0.45,0.91,0.451,0.045,0.45
110-2,0.83,0.383,0.46,0.83,0.384,0.043,0.50
110-3,0.98,0.329,1.00,0.98,0.329,0.056,0.92
111-1,0.91,0.450,0.45,0.91,0.451,0.045,0.45
111-2,0.98,0.329,1.00,0.98,0.329,0.056,0.92
111-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
112-1,1.00,0.390,0.36,1.00,0.399,0.043,0.46
112-2,1.00,0.380,0.32,1.00,0.394,0.043,0.45
112-3,1.00,0.355,0.36,1.00,0.360,0.042,0.42
113-1,1.00,0.349,0.32,1.00,0.356,0.042,0.38
113-2,0.98,0.317,1.00,0.98,0.317,0.056,0.91
113-3,0.85,0.388,0.39,0.85,0.393,0.051,0.40
114-1,1.00,0.614,0.89,1.00,0.620,0.044,0.86
115-1,1.00,0.590,0.24,1.00,0.602,0.041,0.18
116-1,0.72,0.562,0.40,0.72,0.561,0.053,0.52
116-2,0.33,0.542,0.72,0.33,0.537,0.085,0.72
117-1,1.00,0.498,0.07,1.00,0.508,0.042,0.07
117-2,0.07,0.338,1.00,0.07,0.340,0.279,1.00
119-1,1.00,0.599,0.65,1.00,0.602,0.039,0.64
120-1,1.00,0.616,0.94,1.00,0.633,0.037,0.92
120-2,1.00,0.475,0.76,1.00,0.479,0.047,0.75
120-3,0.98,0.328,0.64,0.98,0.346,0.040,0.61
121-1,0.78,0.626,0.60,0.78,0.625,0.056,0.60
121-2,0.02,1.000,0.61,0.02,1.000,0.000,0.61
121-3,0.85,0.610,0.01,0.85,0.609,0.053,0.01
122-1,0.59,0.659,0.69,0.59,0.659,0.058,0.70
124-1,1.00,0.424,0.11,1.00,0.431,0.036,0.13
124-2,1.00,0.441,0.11,1.00,0.442,0.044,0.11
124-3,1.00,0.412,0.15,1.00,0.417,0.039,0.16
125-1,0.93,0.648,0.89,0.93,0.650,0.046,0.88
125-2,0.91,0.600,0.31,0.91,0.601,0.049,0.31
125-3,0.96,0.477,0.33,0.96,0.490,0.053,0.35
126-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
127-1,0.78,0.460,0.28,0.78,0.473,0.055,0.29
127-2,0.91,0.428,0.59,0.91,0.436,0.046,0.59
127-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
128-1,0.57,0.256,0.01,0.57,0.252,0.070,0.02
129-1,0.96,0.430,0.49,0.96,0.439,0.040,0.49
129-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
129-3,0.96,0.430,0.49,0.96,0.439,0.040,0.49
130-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
130-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
130-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
131-1,0.57,0.550,0.50,0.57,0.547,0.064,0.68
131-2,0.57,0.547,1.00,0.57,0.545,0.064,1.00
131-3,0.67,0.517,0.03,0.67,0.516,0.062,0.09
132-1,1.00,0.437,0.43,1.00,0.447,0.043,0.49
132-2,1.00,0.409,0.43,1.00,0.417,0.041,0.44
65-1,1.00,0.373,0.09,1.00,0.379,0.033,0.10
65-2,1.00,0.318,0.12,1.00,0.333,0.029,0.10
65-3,1.00,0.339,0.08,1.00,0.355,0.031,0.10
68-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
68-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
69-1,1.00,0.620,0.06,1.00,0.630,0.039,0.13
