ID-model,Coverage,S2-min,Threshold,Coverage Avg(B),S2-min Avg(B),S2-min Std(B),Threshold Avg(B)
BLAST-S11,0.99,0.657,0.46,0.99,0.656,0.009,0.46
BLAST-S14,1.00,0.659,0.52,1.00,0.658,0.008,0.50
Naive-S11,1.00,0.624,0.15,1.00,0.624,0.002,0.15
Naive-S14,1.00,0.623,0.17,1.00,0.622,0.002,0.17
101-1,0.89,0.657,0.37,0.89,0.654,0.010,0.37
101-2,0.85,0.628,0.20,0.85,0.626,0.009,0.20
101-3,0.89,0.642,0.50,0.89,0.641,0.007,0.45
102-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
102-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
102-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-3,0.53,0.620,0.17,0.53,0.622,0.015,0.17
104-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
105-1,1.00,0.615,0.95,1.00,0.612,0.011,0.95
105-2,0.99,0.608,0.96,0.99,0.607,0.012,0.96
105-3,0.99,0.609,1.00,0.99,0.610,0.013,1.00
106-1,0.35,0.569,0.08,0.35,0.570,0.018,0.10
106-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
106-3,0.21,0.605,0.13,0.21,0.605,0.020,0.15
107-1,0.99,0.644,0.79,0.99,0.640,0.010,0.78
107-2,0.99,0.630,0.02,0.99,0.631,0.011,0.02
107-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
108-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
109-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
110-1,1.00,0.807,0.21,1.00,0.807,0.009,0.21
110-2,0.96,0.619,0.51,0.95,0.619,0.008,0.52
110-3,1.00,0.654,1.00,1.00,0.654,0.007,0.95
111-1,0.90,0.744,0.01,0.90,0.744,0.014,0.01
111-2,1.00,0.658,0.62,1.00,0.656,0.007,0.69
111-3,0.14,0.639,0.55,0.14,0.639,0.018,0.54
112-1,0.99,0.611,0.53,0.99,0.611,0.008,0.52
112-2,0.99,0.615,0.50,0.99,0.614,0.008,0.51
112-3,0.99,0.618,0.53,0.99,0.617,0.008,0.51
113-1,0.99,0.619,0.49,0.99,0.619,0.008,0.49
113-2,0.88,0.658,1.00,0.88,0.659,0.008,0.99
113-3,0.15,0.642,0.55,0.15,0.642,0.017,0.55
114-1,1.00,0.595,0.96,1.00,0.595,0.013,0.95
115-1,1.00,0.605,0.36,1.00,0.605,0.010,0.36
116-1,0.69,0.609,0.13,0.69,0.610,0.013,0.15
116-2,0.31,0.654,0.21,0.32,0.655,0.020,0.23
117-1,1.00,0.613,0.11,1.00,0.613,0.008,0.11
117-2,0.14,0.659,1.00,0.14,0.663,0.033,1.00
119-1,0.97,0.605,0.71,0.97,0.605,0.012,0.70
120-1,1.00,0.598,0.97,1.00,0.599,0.012,0.96
120-2,1.00,0.610,0.56,1.00,0.610,0.007,0.56
120-3,0.98,0.638,0.45,0.98,0.638,0.006,0.45
121-1,0.54,0.580,0.51,0.54,0.581,0.017,0.55
121-2,0.02,0.000,0.85,0.02,0.000,0.000,0.85
121-3,0.67,0.595,0.03,0.67,0.596,0.013,0.03
122-1,0.67,0.577,0.71,0.67,0.577,0.015,0.72
124-1,1.00,0.615,0.31,1.00,0.614,0.008,0.31
124-2,1.00,0.646,0.24,1.00,0.644,0.004,0.22
