ID-model,Coverage,F1-max,Threshold,Coverage Avg(B),F1-max Avg(B),F1-max Std(B),Threshold Avg(B)
BLAST-S11,1.00,0.220,0.53,1.00,0.223,0.012,0.53
BLAST-S14,1.00,0.269,0.62,1.00,0.271,0.012,0.60
Naive-S11,1.00,0.222,0.15,1.00,0.223,0.005,0.15
Naive-S14,1.00,0.227,0.17,1.00,0.227,0.005,0.17
101-1,0.92,0.237,0.36,0.92,0.236,0.011,0.36
101-2,0.90,0.256,0.15,0.90,0.256,0.010,0.16
101-3,0.92,0.255,0.26,0.92,0.258,0.011,0.37
102-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
102-2,0.00,0.002,0.00,0.00,0.002,0.000,0.00
102-3,0.00,0.002,0.00,0.00,0.002,0.000,0.00
103-1,0.03,0.021,0.01,0.03,0.021,0.007,0.01
103-2,0.03,0.024,0.01,0.03,0.024,0.008,0.01
103-3,0.48,0.207,0.17,0.49,0.207,0.015,0.17
104-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
104-2,0.00,0.002,0.00,0.00,0.002,0.000,0.00
104-3,0.00,0.002,0.00,0.00,0.002,0.000,0.00
105-1,1.00,0.272,0.95,1.00,0.274,0.012,0.95
105-2,1.00,0.268,0.96,1.00,0.269,0.012,0.95
105-3,1.00,0.267,0.99,1.00,0.267,0.013,0.99
106-1,0.45,0.179,0.09,0.45,0.179,0.015,0.09
106-2,0.00,0.002,0.00,0.00,0.002,0.000,0.22
106-3,0.32,0.158,0.09,0.32,0.158,0.016,0.09
107-1,1.00,0.222,1.00,1.00,0.223,0.011,0.92
107-2,1.00,0.220,0.02,1.00,0.221,0.013,0.02
107-3,0.03,0.029,0.01,0.03,0.028,0.008,0.01
108-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
109-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
110-1,0.99,0.338,0.28,0.99,0.338,0.010,0.28
110-2,0.98,0.277,0.38,0.98,0.278,0.012,0.37
110-3,0.99,0.245,0.25,0.99,0.247,0.009,0.26
111-1,0.97,0.310,0.28,0.97,0.311,0.011,0.32
111-2,0.98,0.235,0.25,0.98,0.237,0.010,0.26
111-3,0.15,0.098,0.01,0.15,0.098,0.012,0.01
112-1,1.00,0.295,0.46,1.00,0.297,0.012,0.49
112-2,1.00,0.296,0.51,1.00,0.298,0.012,0.48
112-3,1.00,0.289,0.46,1.00,0.289,0.012,0.45
113-1,1.00,0.290,0.42,1.00,0.291,0.012,0.44
113-2,0.74,0.141,0.32,0.74,0.142,0.008,0.33
113-3,0.74,0.221,0.38,0.74,0.223,0.012,0.42
114-1,1.00,0.294,0.96,1.00,0.296,0.013,0.96
115-1,1.00,0.292,0.28,1.00,0.294,0.013,0.27
116-1,0.77,0.219,0.01,0.77,0.219,0.014,0.04
116-2,0.38,0.107,0.01,0.38,0.107,0.013,0.02
117-1,1.00,0.336,0.12,1.00,0.336,0.011,0.12
117-2,0.34,0.164,1.00,0.34,0.163,0.014,1.00
119-1,0.99,0.286,0.66,0.99,0.288,0.011,0.68
120-1,1.00,0.293,0.97,1.00,0.295,0.013,0.95
120-2,1.00,0.249,0.54,1.00,0.250,0.009,0.51
120-3,1.00,0.205,0.46,1.00,0.205,0.008,0.46
121-1,0.55,0.210,0.38,0.55,0.210,0.015,0.42
121-2,0.07,0.034,0.72,0.07,0.034,0.009,0.72
121-3,0.63,0.251,0.01,0.63,0.251,0.014,0.01
122-1,0.83,0.280,0.69,0.83,0.280,0.013,0.71
124-1,1.00,0.217,0.22,1.00,0.219,0.007,0.21
124-2,1.00,0.205,0.15,1.00,0.207,0.006,0.14
124-3,1.00,0.220,0.22,1.00,0.221,0.007,0.21
125-1,1.00,0.295,0.96,1.00,0.296,0.013,0.96
125-2,0.99,0.249,0.31,0.99,0.254,0.012,0.27
125-3,0.99,0.277,0.31,0.99,0.279,0.012,0.32
126-1,0.93,0.286,0.20,0.93,0.286,0.012,0.23
127-1,0.97,0.311,0.40,0.97,0.314,0.011,0.42
127-2,0.97,0.318,0.49,0.97,0.320,0.012,0.50
127-3,0.31,0.089,0.01,0.30,0.089,0.007,0.04
128-1,0.63,0.161,0.25,0.63,0.167,0.011,0.24
129-1,1.00,0.314,0.57,1.00,0.315,0.010,0.57
129-2,0.22,0.139,0.46,0.22,0.139,0.010,0.47
129-3,1.00,0.315,0.57,1.00,0.316,0.010,0.57
130-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
130-2,0.00,0.002,0.00,0.00,0.002,0.000,0.00
130-3,0.00,0.002,0.00,0.00,0.002,0.000,0.00
131-1,0.87,0.268,0.04,0.87,0.269,0.013,0.05
131-2,0.85,0.273,0.04,0.85,0.274,0.013,0.04
131-3,1.00,0.257,0.06,1.00,0.259,0.012,0.06
132-1,1.00,0.301,0.48,1.00,0.303,0.011,0.51
132-2,1.00,0.296,0.48,1.00,0.298,0.011,0.48
65-1,0.90,0.232,0.22,0.90,0.232,0.009,0.22
65-2,0.87,0.242,0.19,0.87,0.243,0.010,0.20
65-3,0.90,0.249,0.21,0.90,0.250,0.010,0.22
68-1,1.00,0.204,0.98,1.00,0.207,0.011,0.98
68-2,1.00,0.201,0.95,1.00,0.205,0.011,0.97
69-1,0.17,0.097,0.05,0.17,0.098,0.010,0.06
69-2,1.00,0.281,0.31,1.00,0.282,0.013,0.28
70-1,1.00,0.250,0.20,1.00,0.250,0.009,0.20
70-2,1.00,0.227,0.15,1.00,0.228,0.006,0.14
70-3,1.00,0.225,0.08,1.00,0.225,0.006,0.08
72-1,0.92,0.293,0.01,0.92,0.292,0.013,0.01
72-2,0.78,0.202,0.01,0.78,0.202,0.014,0.01
73-1,1.00,0.205,0.99,1.00,0.207,0.011,0.91
73-2,1.00,0.206,0.99,1.00,0.208,0.011,0.92
73-3,0.99,0.172,0.95,0.99,0.172,0.012,0.95
74-1,0.55,0.206,0.02,0.55,0.208,0.012,0.05
74-2,0.99,0.251,0.09,0.99,0.251,0.012,0.09
75-1,0.17,0.102,0.05,0.17,0.103,0.011,0.07
75-2,1.00,0.298,0.30,1.00,0.299,0.013,0.37
79-1,0.89,0.286,0.10,0.89,0.287,0.011,0.11
79-2,0.72,0.263,0.10,0.72,0.263,0.012,0.10
79-3,0.94,0.304,0.09,0.94,0.305,0.012,0.09
80-1,0.64,0.224,0.19,0.64,0.228,0.013,0.11
80-2,0.99,0.279,0.23,0.99,0.282,0.013,0.21
81-1,0.86,0.259,0.48,0.86,0.259,0.014,0.37
81-2,0.86,0.258,0.05,0.86,0.258,0.014,0.21
82-1,0.97,0.212,0.54,0.97,0.213,0.011,0.55
83-1,0.95,0.269,0.22,0.95,0.270,0.010,0.22
83-2,0.95,0.280,0.22,0.95,0.281,0.010,0.20
84-1,0.85,0.166,0.05,0.85,0.167,0.009,0.05
85-1,0.98,0.328,0.46,0.98,0.329,0.013,0.39
85-2,0.98,0.330,0.53,0.98,0.331,0.013,0.51
86-1,0.96,0.271,0.34,0.96,0.273,0.012,0.44
86-2,0.96,0.271,0.34,0.96,0.273,0.012,0.44
86-3,0.80,0.244,0.30,0.80,0.244,0.013,0.30
87-1,0.95,0.256,0.45,0.95,0.257,0.012,0.44
87-2,0.95,0.251,0.20,0.95,0.253,0.012,0.20
87-3,0.81,0.260,0.40,0.81,0.261,0.012,0.39
88-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
89-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
89-2,0.00,0.002,0.00,0.00,0.002,0.000,0.00
89-3,0.00,0.002,0.00,0.00,0.002,0.000,0.00
91-1,0.13,0.046,0.03,0.13,0.046,0.006,0.03
91-2,0.13,0.047,1.00,0.13,0.047,0.006,1.00
91-3,0.13,0.014,0.45,0.13,0.014,0.002,0.46
93-1,0.03,0.028,1.00,0.03,0.027,0.007,1.00
93-2,0.03,0.028,1.00,0.03,0.027,0.007,1.00
94-1,1.00,0.302,0.31,1.00,0.303,0.013,0.38
95-1,1.00,0.220,0.98,1.00,0.223,0.012,0.96
95-2,1.00,0.192,0.99,1.00,0.196,0.011,0.97
96-1,0.34,0.049,1.00,0.35,0.049,0.003,1.00
96-2,0.34,0.052,1.00,0.35,0.052,0.003,1.00
96-3,0.34,0.053,1.00,0.35,0.053,0.003,1.00
97-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
97-2,0.00,0.002,0.00,0.00,0.002,0.000,0.00
97-3,0.00,0.002,0.00,0.00,0.002,0.000,0.00
98-1,0.45,0.081,0.49,0.45,0.081,0.005,0.49
99-1,0.99,0.261,0.14,0.99,0.264,0.011,0.16
