ID-model,Coverage,S2-min,Threshold,Coverage Avg(B),S2-min Avg(B),S2-min Std(B),Threshold Avg(B)
BLAST-S11,0.96,7.417,0.45,0.96,7.302,0.602,0.46
BLAST-S14,0.95,6.563,0.50,0.95,6.491,0.571,0.48
Naive-S11,1.00,8.284,0.30,1.00,8.241,0.490,0.24
Naive-S14,1.00,8.279,0.43,1.00,8.224,0.487,0.33
101-1,1.00,5.795,0.45,1.00,5.723,0.556,0.44
101-2,0.96,4.558,0.40,0.96,4.553,0.574,0.39
101-3,1.00,5.304,0.60,1.00,5.216,0.592,0.64
102-1,1.00,6.258,0.78,1.00,6.062,0.524,0.81
102-2,0.93,7.064,0.90,0.93,7.028,0.551,0.90
102-3,0.20,8.007,0.87,0.20,7.957,0.613,0.84
103-1,0.84,5.889,0.32,0.84,5.880,0.415,0.32
103-2,0.98,3.957,0.36,0.98,3.829,0.507,0.59
103-3,0.93,5.119,0.17,0.93,4.924,0.554,0.23
104-1,0.00,9.085,1.00,0.00,9.089,0.555,1.00
104-2,0.00,9.085,1.00,0.00,9.089,0.555,1.00
104-3,0.00,9.085,1.00,0.00,9.089,0.555,1.00
105-1,1.00,8.322,0.93,1.00,8.353,0.566,0.93
105-2,1.00,11.187,1.00,1.00,11.206,1.763,1.00
105-3,1.00,14.472,1.00,1.00,14.488,1.992,1.00
106-1,0.95,7.407,1.00,0.95,7.426,0.676,1.00
106-2,0.71,6.880,1.00,0.71,6.903,0.616,1.00
106-3,0.51,6.543,0.07,0.51,6.574,0.568,0.07
107-1,1.00,11.161,1.00,1.00,11.220,1.966,1.00
107-2,1.00,7.250,0.19,1.00,7.128,0.642,0.17
107-3,1.00,7.802,0.09,1.00,7.619,0.646,0.13
108-1,0.00,9.085,1.00,0.00,9.089,0.555,1.00
109-1,0.00,9.085,1.00,0.00,9.089,0.555,1.00
110-1,0.98,5.531,1.00,0.98,5.480,0.698,0.97
110-2,0.96,5.128,0.88,0.96,5.061,0.689,0.89
110-3,1.00,11.141,1.00,1.00,11.158,0.851,1.00
111-1,0.98,5.531,1.00,0.98,5.480,0.698,0.97
111-2,1.00,11.141,1.00,1.00,11.158,0.851,1.00
