ID-model,Coverage,S2-min,Threshold,Coverage Avg(B),S2-min Avg(B),S2-min Std(B),Threshold Avg(B)
BLAST-S11,0.96,7.393,0.45,0.96,7.268,0.620,0.46
BLAST-S14,0.95,6.448,0.50,0.95,6.388,0.599,0.48
Naive-S11,1.00,8.284,0.30,1.00,8.241,0.490,0.24
Naive-S14,1.00,8.279,0.43,1.00,8.224,0.487,0.33
101-1,1.00,5.795,0.45,1.00,5.723,0.556,0.44
101-2,0.96,4.518,0.40,0.96,4.514,0.589,0.40
101-3,1.00,5.304,0.60,1.00,5.216,0.592,0.64
102-1,1.00,6.258,0.78,1.00,6.062,0.524,0.81
102-2,0.93,7.125,0.90,0.93,7.054,0.590,0.90
102-3,0.20,5.553,0.90,0.20,5.414,0.955,0.91
103-1,0.84,5.689,0.37,0.84,5.685,0.486,0.34
103-2,0.98,3.961,0.36,0.98,3.809,0.517,0.61
103-3,0.93,5.331,0.17,0.93,4.998,0.598,0.25
104-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
105-1,1.00,8.322,0.93,1.00,8.353,0.566,0.93
105-2,1.00,11.187,1.00,1.00,11.206,1.763,1.00
105-3,1.00,14.472,1.00,1.00,14.488,1.992,1.00
106-1,0.95,7.453,1.00,0.95,7.474,0.711,1.00
106-2,0.71,6.742,1.00,0.71,6.788,0.795,1.00
106-3,0.51,5.785,0.07,0.51,5.774,0.718,0.11
107-1,1.00,11.161,1.00,1.00,11.220,1.966,1.00
107-2,1.00,7.250,0.19,1.00,7.128,0.642,0.17
107-3,1.00,7.802,0.09,1.00,7.619,0.646,0.13
108-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
109-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
110-1,0.98,5.380,1.00,0.98,5.335,0.694,0.97
110-2,0.96,5.124,0.88,0.96,5.054,0.715,0.89
110-3,1.00,11.141,1.00,1.00,11.158,0.851,1.00
111-1,0.98,5.380,1.00,0.98,5.335,0.694,0.97
111-2,1.00,11.141,1.00,1.00,11.158,0.851,1.00
111-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
112-1,1.00,5.029,0.68,1.00,4.999,0.660,0.72
112-2,1.00,5.021,0.70,1.00,4.977,0.655,0.73
112-3,1.00,6.282,0.68,1.00,6.203,0.604,0.63
113-1,1.00,6.224,0.61,1.00,6.156,0.595,0.62
113-2,1.00,11.581,1.00,1.00,11.598,0.791,1.00
113-3,0.93,7.032,0.92,0.93,6.905,0.722,0.94
114-1,1.00,6.695,1.00,1.00,6.709,0.744,1.00
115-1,1.00,5.901,0.79,1.00,5.732,0.595,0.73
