ID-model,Coverage,S2-min,Threshold,Coverage Avg(B),S2-min Avg(B),S2-min Std(B),Threshold Avg(B)
BLAST-S11,0.99,0.608,0.42,0.99,0.607,0.010,0.42
BLAST-S14,1.00,0.582,0.50,1.00,0.581,0.013,0.50
Naive-S11,1.00,0.599,0.28,1.00,0.599,0.007,0.28
Naive-S14,1.00,0.594,0.22,1.00,0.593,0.006,0.24
101-1,0.95,0.588,0.36,0.95,0.588,0.015,0.35
101-2,0.31,0.794,0.06,0.31,0.794,0.022,0.07
101-3,0.95,0.530,0.27,0.95,0.528,0.016,0.33
102-1,0.00,0.999,0.00,0.00,0.999,0.000,0.00
102-2,0.00,0.999,0.00,0.00,0.999,0.000,0.00
102-3,0.00,0.999,0.00,0.00,0.999,0.000,0.00
103-1,0.00,0.999,0.00,0.00,0.999,0.000,0.00
103-2,0.00,0.999,0.00,0.00,0.999,0.000,0.00
103-3,0.56,0.653,0.17,0.56,0.653,0.023,0.17
104-1,0.00,0.999,0.00,0.00,0.999,0.000,0.00
104-2,0.00,0.999,0.00,0.00,0.999,0.000,0.00
104-3,0.00,0.999,0.00,0.00,0.999,0.000,0.00
105-1,1.00,0.594,0.92,1.00,0.595,0.014,0.92
105-2,0.99,0.554,1.00,0.99,0.553,0.013,1.00
105-3,0.99,0.598,1.00,0.99,0.599,0.016,1.00
106-1,0.42,0.749,0.03,0.42,0.750,0.023,0.03
106-2,0.00,0.999,0.00,0.00,0.999,0.000,0.00
106-3,0.28,0.808,0.03,0.28,0.808,0.023,0.03
107-1,1.00,0.587,0.78,1.00,0.584,0.013,0.88
107-2,1.00,0.546,0.03,1.00,0.547,0.013,0.03
107-3,0.00,0.999,0.00,0.00,0.999,0.000,0.00
108-1,0.00,0.999,0.00,0.00,0.999,0.000,0.00
109-1,0.00,0.999,0.00,0.00,0.999,0.000,0.00
110-1,0.98,0.606,0.63,0.98,0.602,0.012,0.64
110-2,0.96,0.588,0.48,0.96,0.587,0.013,0.53
110-3,1.00,0.634,0.39,1.00,0.633,0.009,0.49
111-1,0.97,0.604,0.56,0.97,0.601,0.012,0.60
111-2,0.97,0.634,0.46,0.97,0.630,0.010,0.57
111-3,0.15,0.879,0.02,0.15,0.879,0.021,0.02
112-1,0.99,0.558,0.57,0.99,0.559,0.013,0.57
112-2,0.99,0.561,0.56,0.99,0.561,0.013,0.56
112-3,0.99,0.564,0.57,0.99,0.564,0.013,0.56
113-1,0.99,0.566,0.54,0.99,0.565,0.013,0.55
113-2,0.69,0.648,0.80,0.69,0.649,0.009,0.83
113-3,0.96,0.612,0.56,0.96,0.609,0.011,0.56
114-1,1.00,0.502,0.97,1.00,0.502,0.017,0.97
115-1,1.00,0.515,0.36,1.00,0.513,0.015,0.35
116-1,0.69,0.617,0.04,0.69,0.618,0.019,0.08
116-2,0.46,0.760,0.01,0.46,0.760,0.022,0.03
117-1,1.00,0.556,0.12,1.00,0.557,0.011,0.12
117-2,0.18,0.869,1.00,0.18,0.869,0.021,1.00
119-1,0.99,0.537,0.68,0.99,0.534,0.015,0.73
120-1,1.00,0.504,0.97,1.00,0.503,0.017,0.98
120-2,1.00,0.542,0.73,1.00,0.542,0.012,0.72
120-3,0.99,0.539,0.60,0.99,0.539,0.014,0.61
121-1,0.69,0.580,0.43,0.69,0.581,0.022,0.49
121-2,0.04,0.969,0.72,0.04,0.969,0.012,0.72
121-3,0.72,0.574,0.01,0.72,0.575,0.019,0.01
122-1,0.70,0.614,0.69,0.70,0.615,0.020,0.69
124-1,1.00,0.613,0.32,1.00,0.613,0.008,0.32
124-2,1.00,0.625,0.29,1.00,0.623,0.008,0.29
124-3,1.00,0.623,0.27,1.00,0.622,0.007,0.26
125-1,1.00,0.501,0.96,1.00,0.502,0.017,0.96
125-2,0.96,0.546,0.34,0.96,0.545,0.015,0.34
125-3,1.00,0.600,0.44,1.00,0.597,0.012,0.45
126-1,0.00,0.999,0.00,0.00,0.999,0.000,0.00
127-1,0.95,0.534,0.56,0.95,0.532,0.013,0.57
127-2,0.94,0.540,0.67,0.94,0.538,0.012,0.67
127-3,0.00,0.999,0.00,0.00,0.999,0.000,0.00
128-1,0.55,0.669,0.01,0.55,0.668,0.008,0.02
129-1,1.00,0.535,0.57,1.00,0.533,0.014,0.57
129-2,0.00,0.999,0.00,0.00,0.999,0.000,0.00
129-3,1.00,0.535,0.57,1.00,0.533,0.014,0.57
130-1,0.00,0.999,0.00,0.00,0.999,0.000,0.00
130-2,0.00,0.999,0.00,0.00,0.999,0.000,0.00
130-3,0.00,0.999,0.00,0.00,0.999,0.000,0.00
131-1,0.92,0.517,0.07,0.92,0.517,0.015,0.07
131-2,0.93,0.510,0.05,0.93,0.511,0.016,0.05
131-3,1.00,0.561,0.07,1.00,0.557,0.013,0.09
132-1,0.99,0.560,0.62,0.99,0.559,0.013,0.62
132-2,0.99,0.565,0.62,0.99,0.562,0.013,0.60
65-1,0.88,0.620,0.14,0.88,0.621,0.009,0.14
65-2,0.84,0.637,0.08,0.84,0.637,0.007,0.08
65-3,0.88,0.631,0.09,0.88,0.632,0.007,0.09
68-1,0.00,0.999,0.00,0.00,0.999,0.000,0.00
68-2,0.00,0.999,0.00,0.00,0.999,0.000,0.00
69-1,0.00,0.999,0.00,0.00,0.999,0.000,0.00
69-2,1.00,0.551,0.49,1.00,0.547,0.014,0.39
70-1,0.00,0.999,0.00,0.00,0.999,0.000,0.00
70-2,1.00,0.554,0.27,1.00,0.553,0.010,0.26
70-3,1.00,0.550,0.25,1.00,0.550,0.012,0.24
72-1,0.92,0.534,0.01,0.92,0.535,0.015,0.01
72-2,0.92,0.547,0.01,0.92,0.548,0.019,0.01
73-1,1.00,0.612,0.96,1.00,0.608,0.012,0.92
73-2,1.00,0.612,0.96,1.00,0.608,0.012,0.91
73-3,0.99,0.760,1.00,0.99,0.761,0.018,1.00
74-1,0.54,0.638,0.03,0.54,0.637,0.017,0.03
74-2,0.99,0.549,0.16,0.99,0.548,0.013,0.17
75-1,0.00,0.999,0.00,0.00,0.999,0.000,0.00
75-2,1.00,0.519,0.70,1.00,0.520,0.015,0.70
79-1,0.00,0.999,0.00,0.00,0.999,0.000,0.00
79-2,0.00,0.999,0.00,0.00,0.999,0.000,0.00
79-3,0.00,0.999,0.00,0.00,0.999,0.000,0.00
80-1,0.56,0.629,0.04,0.56,0.628,0.017,0.06
80-2,0.99,0.518,0.56,0.99,0.518,0.015,0.53
81-1,0.99,0.560,0.50,0.99,0.561,0.014,0.50
81-2,0.99,0.560,0.37,0.99,0.561,0.014,0.41
82-1,0.94,0.559,0.50,0.94,0.560,0.013,0.50
83-1,0.93,0.529,0.33,0.93,0.527,0.014,0.29
83-2,0.93,0.529,0.33,0.93,0.527,0.014,0.28
84-1,0.89,0.643,0.04,0.89,0.642,0.006,0.04
85-1,0.98,0.523,0.43,0.98,0.523,0.014,0.43
85-2,0.98,0.523,0.43,0.98,0.523,0.014,0.43
86-1,0.94,0.543,0.37,0.94,0.541,0.014,0.40
86-2,0.94,0.543,0.37,0.94,0.541,0.014,0.40
86-3,0.86,0.561,0.36,0.86,0.561,0.016,0.34
87-1,0.96,0.564,0.38,0.96,0.563,0.015,0.36
87-2,0.96,0.556,0.18,0.96,0.556,0.014,0.18
87-3,0.79,0.560,0.20,0.79,0.560,0.013,0.22
88-1,0.00,0.999,0.00,0.00,0.999,0.000,0.00
89-1,0.00,0.999,0.00,0.00,0.999,0.000,0.00
89-2,0.00,0.999,0.00,0.00,0.999,0.000,0.00
89-3,0.00,0.999,0.00,0.00,0.999,0.000,0.00
91-1,0.00,0.999,0.00,0.00,0.999,0.000,0.00
91-2,0.00,0.999,0.00,0.00,0.999,0.000,0.00
91-3,0.00,0.999,0.00,0.00,0.999,0.000,0.00
93-1,0.00,0.999,0.00,0.00,0.999,0.000,0.00
93-2,0.00,0.999,0.00,0.00,0.999,0.000,0.00
94-1,1.00,0.522,1.00,1.00,0.522,0.015,0.90
95-1,0.00,0.999,0.00,0.00,0.999,0.000,0.00
95-2,0.00,0.999,0.00,0.00,0.999,0.000,0.00
96-1,0.00,0.999,0.00,0.00,0.999,0.000,0.00
96-2,0.00,0.999,0.00,0.00,0.999,0.000,0.00
96-3,0.00,0.999,0.00,0.00,0.999,0.000,0.00
97-1,1.00,0.547,0.05,1.00,0.548,0.015,0.05
97-2,0.00,0.999,0.00,0.00,0.999,0.000,0.00
97-3,0.00,0.999,0.00,0.00,0.999,0.000,0.00
98-1,1.00,0.628,0.50,1.00,0.628,0.009,0.50
99-1,0.99,0.527,0.28,0.99,0.525,0.015,0.28
