ID-model,Coverage,S2-min,Threshold,Coverage Avg(B),S2-min Avg(B),S2-min Std(B),Threshold Avg(B)
BLAST-S11,0.99,5.957,0.82,0.99,5.930,0.353,0.81
BLAST-S14,1.00,5.714,0.87,1.00,5.687,0.344,0.88
Naive-S11,1.00,5.678,0.28,1.00,5.674,0.328,0.29
Naive-S14,1.00,5.596,0.32,1.00,5.602,0.329,0.32
101-1,0.95,6.007,0.40,0.95,6.013,0.380,0.40
101-2,0.31,4.314,0.50,0.31,4.266,0.437,0.46
101-3,0.95,5.237,0.71,0.95,5.238,0.344,0.70
102-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
102-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
102-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-3,0.56,5.586,0.33,0.56,5.595,0.458,0.35
104-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
105-1,1.00,5.921,0.94,1.00,5.902,0.357,0.94
105-2,0.99,10.108,1.00,0.99,10.173,1.747,1.00
105-3,0.99,15.428,1.00,0.99,15.466,2.011,1.00
106-1,0.42,5.217,0.27,0.42,5.238,0.502,0.27
106-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
106-3,0.28,5.010,0.27,0.28,5.033,0.632,0.28
107-1,1.00,14.118,1.00,1.00,14.147,1.506,1.00
107-2,1.00,5.438,0.07,1.00,5.420,0.342,0.07
107-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
108-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
109-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
110-1,0.98,5.406,0.99,0.98,5.420,0.341,0.99
110-2,0.96,5.837,1.00,0.96,5.840,0.361,0.98
110-3,1.00,8.302,1.00,1.00,8.320,0.393,1.00
111-1,0.97,5.429,0.99,0.97,5.438,0.343,0.98
111-2,0.97,7.641,1.00,0.97,7.660,0.391,1.00
111-3,0.15,4.945,1.00,0.15,4.969,0.558,1.00
112-1,0.99,5.450,0.88,0.99,5.454,0.355,0.88
112-2,0.99,5.426,0.87,0.99,5.435,0.355,0.87
112-3,0.99,5.636,0.88,0.99,5.590,0.353,0.80
113-1,0.99,5.615,0.87,0.99,5.571,0.353,0.79
113-2,0.69,10.499,1.00,0.69,10.519,0.397,1.00
113-3,0.96,5.512,0.99,0.96,5.515,0.355,0.97
114-1,1.00,6.660,1.00,1.00,6.679,0.433,1.00
115-1,1.00,5.316,0.81,1.00,5.269,0.339,0.74
116-1,0.69,5.390,0.81,0.69,5.344,0.386,0.75
116-2,0.46,5.340,0.62,0.46,5.286,0.428,0.62
117-1,1.00,5.283,0.14,1.00,5.285,0.344,0.14
117-2,0.18,8.428,1.00,0.18,8.486,0.832,1.00
119-1,0.99,5.513,0.94,0.99,5.487,0.321,0.94
120-1,1.00,6.812,1.00,1.00,6.832,0.446,1.00
120-2,1.00,5.256,0.77,1.00,5.259,0.348,0.77
120-3,0.99,5.219,0.71,0.99,5.198,0.356,0.68
121-1,0.69,5.990,0.43,0.69,5.995,0.392,0.52
121-2,0.04,2.326,0.72,0.04,2.399,1.133,0.73
121-3,0.72,5.765,0.07,0.72,5.697,0.396,0.08
