ID-model,Coverage,F1-max,Threshold,Coverage Avg(B),F1-max Avg(B),F1-max Std(B),Threshold Avg(B)
BLAST-S11,1.00,0.385,0.47,1.00,0.402,0.023,0.52
BLAST-S14,1.00,0.450,0.51,1.00,0.459,0.025,0.59
Naive-S11,1.00,0.557,0.77,1.00,0.561,0.022,0.68
Naive-S14,1.00,0.557,0.76,1.00,0.561,0.022,0.68
101-1,0.95,0.465,0.36,0.95,0.464,0.027,0.35
101-2,0.17,0.218,0.10,0.17,0.218,0.036,0.15
101-3,0.95,0.557,0.85,0.95,0.562,0.024,0.70
102-1,0.00,0.005,0.00,0.00,0.005,0.000,0.00
102-2,0.00,0.005,0.00,0.00,0.005,0.000,0.00
102-3,0.00,0.005,0.00,0.00,0.005,0.000,0.00
103-1,0.00,0.005,0.00,0.00,0.005,0.000,0.00
103-2,0.00,0.005,0.00,0.00,0.005,0.000,0.00
103-3,0.58,0.414,0.17,0.57,0.412,0.031,0.17
104-1,0.00,0.005,0.00,0.00,0.005,0.000,0.00
104-2,0.00,0.005,0.00,0.00,0.005,0.000,0.00
104-3,0.00,0.005,0.00,0.00,0.005,0.000,0.00
105-1,1.00,0.439,0.93,1.00,0.442,0.025,0.91
105-2,0.99,0.468,1.00,0.99,0.468,0.029,1.00
105-3,0.99,0.434,1.00,0.99,0.437,0.028,1.00
106-1,0.48,0.288,0.07,0.48,0.288,0.034,0.12
106-2,0.00,0.005,0.00,0.00,0.005,0.000,0.00
106-3,0.33,0.286,0.07,0.33,0.285,0.034,0.09
107-1,1.00,0.415,1.00,1.00,0.414,0.029,0.98
107-2,1.00,0.484,0.03,1.00,0.484,0.026,0.03
107-3,0.00,0.005,0.00,0.00,0.005,0.000,0.00
108-1,0.00,0.005,0.00,0.00,0.005,0.000,0.00
109-1,0.00,0.005,0.00,0.00,0.005,0.000,0.00
110-1,0.98,0.448,0.65,0.98,0.449,0.026,0.63
110-2,0.97,0.481,0.48,0.97,0.488,0.023,0.59
110-3,0.98,0.437,0.48,0.98,0.436,0.024,0.48
111-1,0.98,0.430,0.65,0.98,0.436,0.025,0.59
111-2,0.96,0.421,0.48,0.96,0.421,0.023,0.50
111-3,0.11,0.125,0.02,0.11,0.125,0.031,0.13
112-1,1.00,0.521,0.69,1.00,0.529,0.022,0.64
112-2,1.00,0.518,0.56,1.00,0.527,0.022,0.61
112-3,1.00,0.517,0.65,1.00,0.528,0.022,0.61
113-1,1.00,0.520,0.55,1.00,0.527,0.022,0.58
113-2,0.76,0.339,0.81,0.76,0.342,0.022,0.78
113-3,0.98,0.414,0.65,0.98,0.423,0.025,0.55
114-1,1.00,0.495,0.94,1.00,0.499,0.027,0.92
115-1,1.00,0.541,0.28,1.00,0.544,0.025,0.27
116-1,0.58,0.339,0.13,0.58,0.339,0.033,0.28
116-2,0.28,0.234,0.04,0.28,0.232,0.037,0.22
117-1,1.00,0.541,0.15,1.00,0.549,0.021,0.14
117-2,0.18,0.164,1.00,0.18,0.162,0.031,1.00
119-1,0.95,0.479,0.95,0.95,0.483,0.025,0.91
120-1,1.00,0.500,0.98,1.00,0.506,0.026,0.96
120-2,1.00,0.527,0.74,1.00,0.532,0.023,0.73
120-3,0.99,0.457,0.60,0.99,0.464,0.023,0.56
121-1,0.70,0.461,0.60,0.70,0.460,0.031,0.60
121-2,0.08,0.080,0.61,0.08,0.079,0.026,0.70
121-3,0.70,0.459,0.03,0.70,0.459,0.031,0.03
122-1,0.83,0.461,0.69,0.83,0.460,0.026,0.70
124-1,1.00,0.450,0.39,1.00,0.453,0.020,0.38
124-2,1.00,0.440,0.38,1.00,0.439,0.022,0.38
