ID-model,Coverage,F1-max,Threshold,Coverage Avg(B),F1-max Avg(B),F1-max Std(B),Threshold Avg(B)
BLAST-S11,0.99,0.505,0.47,0.99,0.507,0.016,0.46
BLAST-S14,0.98,0.474,0.46,0.98,0.477,0.018,0.46
Naive-S11,1.00,0.354,0.30,1.00,0.354,0.011,0.30
Naive-S14,1.00,0.329,0.17,1.00,0.329,0.009,0.17
101-1,0.95,0.484,0.37,0.95,0.485,0.013,0.37
101-2,0.92,0.566,0.20,0.92,0.568,0.014,0.17
101-3,0.95,0.532,0.12,0.95,0.532,0.014,0.13
102-1,1.00,0.567,0.61,1.00,0.570,0.015,0.57
102-2,0.95,0.552,0.50,0.95,0.556,0.015,0.56
102-3,0.02,0.031,0.01,0.02,0.030,0.012,0.07
103-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
103-2,0.00,0.002,0.00,0.00,0.002,0.000,0.00
103-3,0.49,0.393,0.17,0.49,0.393,0.019,0.17
104-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
104-2,0.00,0.002,0.00,0.00,0.002,0.000,0.00
104-3,0.00,0.002,0.00,0.00,0.002,0.000,0.00
105-1,0.99,0.468,0.92,0.99,0.468,0.015,0.92
105-2,0.97,0.492,0.99,0.97,0.495,0.015,0.99
105-3,0.97,0.478,1.00,0.97,0.478,0.015,1.00
106-1,0.80,0.380,0.07,0.80,0.379,0.017,0.07
106-2,0.49,0.167,0.74,0.49,0.168,0.016,0.74
106-3,0.26,0.237,0.07,0.26,0.236,0.020,0.07
107-1,1.00,0.421,0.79,1.00,0.426,0.014,0.79
107-2,1.00,0.475,0.04,1.00,0.475,0.017,0.04
107-3,0.00,0.002,0.00,0.00,0.002,0.000,0.00
108-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
109-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
110-1,0.99,0.491,0.15,0.99,0.491,0.015,0.16
110-2,0.95,0.468,0.29,0.95,0.469,0.014,0.29
110-3,0.99,0.294,0.23,0.99,0.294,0.014,0.21
111-1,0.93,0.465,0.15,0.93,0.466,0.015,0.17
111-2,0.98,0.285,0.23,0.98,0.285,0.014,0.23
111-3,0.09,0.090,0.02,0.09,0.089,0.016,0.02
112-1,1.00,0.495,0.39,1.00,0.495,0.015,0.39
112-2,1.00,0.495,0.38,1.00,0.496,0.015,0.38
112-3,0.99,0.481,0.39,0.99,0.481,0.015,0.38
113-1,0.99,0.483,0.37,0.99,0.485,0.014,0.36
113-2,0.77,0.199,0.37,0.77,0.201,0.012,0.34
113-3,0.54,0.363,0.31,0.54,0.366,0.016,0.33
114-1,1.00,0.542,0.62,1.00,0.544,0.015,0.68
115-1,1.00,0.532,0.39,1.00,0.534,0.015,0.39
116-1,0.82,0.472,0.12,0.82,0.472,0.017,0.14
116-2,0.76,0.430,0.12,0.77,0.429,0.019,0.15
117-1,1.00,0.537,0.11,1.00,0.537,0.013,0.11
117-2,0.34,0.323,1.00,0.34,0.323,0.023,1.00
119-1,0.96,0.561,0.77,0.96,0.563,0.016,0.80
120-1,1.00,0.542,0.91,1.00,0.544,0.015,0.93
120-2,1.00,0.400,0.49,1.00,0.401,0.014,0.47
120-3,0.76,0.271,0.46,0.77,0.271,0.014,0.46
121-1,0.57,0.431,0.51,0.57,0.431,0.018,0.54
121-2,0.04,0.048,0.27,0.04,0.048,0.014,0.45
121-3,0.64,0.476,0.01,0.64,0.475,0.017,0.01
122-1,0.84,0.509,0.70,0.84,0.509,0.016,0.72
124-1,1.00,0.359,0.34,1.00,0.361,0.015,0.35
124-2,1.00,0.297,0.29,1.00,0.298,0.014,0.28
124-3,1.00,0.327,0.38,1.00,0.330,0.016,0.37
125-1,0.97,0.542,0.62,0.97,0.544,0.015,0.67
125-2,0.92,0.469,0.29,0.92,0.470,0.016,0.29
125-3,0.99,0.504,0.60,0.99,0.506,0.016,0.59
126-1,0.98,0.512,0.25,0.98,0.513,0.017,0.29
127-1,0.96,0.569,0.55,0.96,0.571,0.017,0.55
127-2,0.95,0.578,0.19,0.95,0.580,0.017,0.18
127-3,0.00,0.002,0.00,0.00,0.002,0.000,0.00
128-1,0.65,0.358,0.43,0.65,0.363,0.017,0.29
129-1,0.99,0.625,0.52,0.99,0.626,0.014,0.52
129-2,0.26,0.247,0.40,0.26,0.248,0.019,0.41
129-3,0.99,0.625,0.52,0.99,0.625,0.014,0.52
130-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
130-2,0.00,0.002,0.00,0.00,0.002,0.000,0.00
130-3,0.00,0.002,0.00,0.00,0.002,0.000,0.00
131-1,0.81,0.495,0.09,0.81,0.496,0.017,0.09
131-2,0.80,0.492,0.05,0.80,0.494,0.017,0.06
131-3,0.98,0.468,0.23,0.98,0.470,0.017,0.19
132-1,1.00,0.505,0.48,1.00,0.506,0.015,0.48
132-2,0.99,0.493,0.48,0.99,0.494,0.015,0.47
65-1,0.91,0.449,0.15,0.91,0.449,0.015,0.15
65-2,0.86,0.441,0.12,0.86,0.442,0.015,0.13
65-3,0.90,0.443,0.15,0.90,0.444,0.015,0.15
68-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
68-2,0.00,0.002,0.00,0.00,0.002,0.000,0.00
69-1,0.18,0.205,0.07,0.18,0.206,0.019,0.09
69-2,1.00,0.532,0.68,1.00,0.533,0.015,0.64
70-1,1.00,0.605,0.23,1.00,0.607,0.012,0.26
70-2,1.00,0.330,0.10,1.00,0.330,0.010,0.10
70-3,1.00,0.379,0.09,1.00,0.380,0.012,0.10
72-1,0.99,0.610,0.01,0.99,0.609,0.013,0.01
72-2,0.92,0.446,0.01,0.91,0.446,0.018,0.01
73-1,1.00,0.433,0.99,1.00,0.433,0.017,0.99
73-2,1.00,0.436,0.99,1.00,0.436,0.017,0.99
73-3,0.99,0.391,0.99,0.99,0.392,0.015,0.97
74-1,0.51,0.361,0.05,0.51,0.363,0.019,0.08
74-2,0.99,0.507,0.21,0.99,0.509,0.016,0.23
75-1,0.18,0.209,0.07,0.18,0.209,0.019,0.10
75-2,1.00,0.566,0.68,1.00,0.566,0.014,0.67
79-1,0.92,0.537,0.10,0.92,0.538,0.015,0.12
79-2,0.58,0.419,0.14,0.58,0.421,0.019,0.13
79-3,0.98,0.546,0.10,0.98,0.547,0.014,0.11
80-1,0.56,0.394,0.10,0.56,0.395,0.019,0.10
80-2,0.99,0.513,0.27,0.99,0.515,0.015,0.28
81-1,0.78,0.468,0.01,0.78,0.467,0.018,0.02
81-2,0.78,0.468,0.01,0.78,0.467,0.018,0.02
82-1,0.92,0.434,0.57,0.91,0.437,0.015,0.61
83-1,0.98,0.513,0.24,0.98,0.515,0.013,0.25
83-2,0.98,0.521,0.24,0.98,0.522,0.013,0.25
84-1,0.81,0.202,0.12,0.81,0.205,0.016,0.11
85-1,0.97,0.611,0.40,0.97,0.611,0.015,0.38
85-2,0.99,0.592,0.40,0.99,0.592,0.014,0.41
86-1,0.92,0.498,0.43,0.92,0.500,0.017,0.38
86-2,0.92,0.498,0.43,0.92,0.500,0.017,0.38
86-3,0.90,0.489,0.30,0.90,0.489,0.018,0.30
87-1,0.86,0.492,0.45,0.86,0.498,0.017,0.40
87-2,0.86,0.455,0.16,0.86,0.456,0.014,0.17
87-3,0.69,0.470,0.25,0.69,0.471,0.016,0.26
88-1,0.95,0.501,0.02,0.95,0.502,0.019,0.08
89-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
89-2,0.00,0.002,0.00,0.00,0.002,0.000,0.00
89-3,0.00,0.002,0.00,0.00,0.002,0.000,0.00
91-1,0.12,0.058,0.03,0.12,0.058,0.011,0.03
91-2,0.12,0.058,1.00,0.12,0.058,0.011,1.00
91-3,0.12,0.020,0.48,0.12,0.019,0.005,0.48
93-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
93-2,0.00,0.002,0.00,0.00,0.002,0.000,0.00
94-1,0.99,0.522,0.97,0.99,0.523,0.016,0.80
95-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
95-2,0.00,0.002,0.00,0.00,0.002,0.000,0.00
96-1,0.46,0.091,1.00,0.46,0.091,0.009,1.00
96-2,0.41,0.097,1.00,0.41,0.096,0.011,1.00
96-3,0.40,0.084,1.00,0.40,0.084,0.009,1.00
97-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
97-2,0.00,0.002,0.00,0.00,0.002,0.000,0.00
97-3,0.00,0.002,0.00,0.00,0.002,0.000,0.00
98-1,0.55,0.132,0.48,0.55,0.133,0.012,0.48
99-1,0.97,0.541,0.09,0.97,0.544,0.018,0.10
