ID-model,Coverage,F1-max,Threshold,Coverage Avg(B),F1-max Avg(B),F1-max Std(B),Threshold Avg(B)
BLAST-S11,0.99,0.440,0.47,0.99,0.441,0.018,0.47
BLAST-S14,0.98,0.427,0.47,0.98,0.430,0.019,0.47
Naive-S11,1.00,0.204,0.09,1.00,0.204,0.009,0.09
Naive-S14,1.00,0.205,0.13,1.00,0.205,0.009,0.13
101-1,0.95,0.417,0.37,0.95,0.418,0.015,0.36
101-2,0.92,0.507,0.20,0.92,0.509,0.017,0.16
101-3,0.95,0.467,0.12,0.95,0.470,0.017,0.21
102-1,1.00,0.489,0.60,1.00,0.491,0.018,0.57
102-2,0.95,0.482,0.49,0.95,0.488,0.018,0.58
102-3,0.02,0.625,0.48,0.02,0.627,0.107,0.48
103-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-3,0.49,0.567,0.17,0.49,0.567,0.022,0.17
104-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
105-1,0.99,0.451,0.92,0.99,0.450,0.017,0.92
105-2,0.97,0.473,1.00,0.97,0.476,0.017,0.99
105-3,0.97,0.463,1.00,0.97,0.463,0.017,1.00
106-1,0.80,0.375,0.07,0.80,0.375,0.020,0.07
106-2,0.49,0.214,0.90,0.49,0.223,0.028,0.88
106-3,0.26,0.515,0.07,0.26,0.514,0.032,0.07
107-1,1.00,0.387,0.80,1.00,0.389,0.016,0.85
107-2,1.00,0.447,0.04,1.00,0.447,0.019,0.04
107-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
108-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
109-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
110-1,0.99,0.425,0.08,0.99,0.426,0.013,0.12
110-2,0.95,0.424,0.50,0.95,0.426,0.018,0.45
110-3,0.99,0.239,0.04,0.99,0.241,0.015,0.06
111-1,0.93,0.417,0.15,0.93,0.419,0.014,0.17
111-2,0.98,0.219,0.23,0.98,0.222,0.014,0.15
111-3,0.09,0.379,0.02,0.09,0.375,0.053,0.02
112-1,1.00,0.429,0.39,1.00,0.432,0.018,0.44
112-2,1.00,0.431,0.40,1.00,0.434,0.018,0.45
112-3,0.99,0.423,0.39,0.99,0.424,0.018,0.40
113-1,0.99,0.424,0.40,0.99,0.425,0.018,0.41
113-2,0.77,0.144,0.23,0.77,0.147,0.013,0.36
113-3,0.54,0.392,0.51,0.54,0.399,0.022,0.48
114-1,1.00,0.497,0.96,1.00,0.500,0.018,0.94
115-1,1.00,0.471,0.38,1.00,0.473,0.017,0.40
116-1,0.82,0.477,0.12,0.82,0.477,0.020,0.15
116-2,0.76,0.454,0.12,0.77,0.454,0.022,0.18
117-1,1.00,0.479,0.11,1.00,0.479,0.016,0.11
117-2,0.34,0.594,1.00,0.34,0.594,0.033,1.00
119-1,0.96,0.522,0.87,0.96,0.524,0.019,0.86
120-1,1.00,0.503,0.97,1.00,0.504,0.017,0.96
120-2,1.00,0.320,0.50,1.00,0.323,0.015,0.51
120-3,0.76,0.273,0.50,0.77,0.274,0.017,0.49
121-1,0.57,0.563,0.51,0.57,0.563,0.021,0.54
121-2,0.04,0.550,0.27,0.04,0.558,0.098,0.52
121-3,0.64,0.557,0.01,0.64,0.558,0.019,0.02
122-1,0.84,0.496,0.71,0.84,0.497,0.019,0.73
124-1,1.00,0.240,0.34,1.00,0.240,0.016,0.34
124-2,1.00,0.168,0.13,1.00,0.172,0.010,0.17
124-3,1.00,0.193,0.34,1.00,0.195,0.013,0.31
125-1,0.97,0.504,0.96,0.97,0.506,0.018,0.94
125-2,0.92,0.457,0.29,0.92,0.458,0.017,0.31
125-3,0.99,0.443,0.60,0.99,0.444,0.018,0.60
126-1,0.98,0.467,0.38,0.98,0.468,0.019,0.34
127-1,0.96,0.528,0.57,0.96,0.531,0.019,0.58
127-2,0.95,0.554,0.21,0.95,0.555,0.020,0.21
127-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
128-1,0.65,0.366,0.43,0.65,0.366,0.022,0.42
129-1,0.99,0.536,0.52,0.99,0.538,0.017,0.51
129-2,0.26,0.470,0.51,0.26,0.475,0.035,0.49
129-3,0.99,0.535,0.52,0.99,0.537,0.017,0.51
130-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
130-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
130-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
131-1,0.81,0.528,0.45,0.81,0.530,0.019,0.28
131-2,0.80,0.529,0.11,0.80,0.531,0.019,0.10
131-3,0.98,0.455,0.23,0.98,0.455,0.019,0.23
132-1,1.00,0.447,0.48,1.00,0.448,0.017,0.49
132-2,0.99,0.442,0.48,0.99,0.443,0.017,0.47
65-1,0.91,0.401,0.15,0.91,0.402,0.017,0.15
65-2,0.86,0.404,0.12,0.86,0.407,0.017,0.13
65-3,0.90,0.394,0.15,0.90,0.397,0.017,0.15
68-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
68-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
69-1,0.18,0.586,0.81,0.18,0.590,0.040,0.84
69-2,1.00,0.442,0.68,1.00,0.446,0.017,0.55
70-1,1.00,0.498,0.21,1.00,0.500,0.016,0.19
70-2,1.00,0.289,0.12,1.00,0.291,0.013,0.11
70-3,1.00,0.304,0.16,1.00,0.306,0.016,0.15
72-1,0.99,0.521,0.01,0.99,0.521,0.017,0.01
72-2,0.92,0.326,0.01,0.91,0.326,0.020,0.01
73-1,1.00,0.385,1.00,1.00,0.389,0.018,0.99
73-2,1.00,0.386,0.99,1.00,0.389,0.018,0.99
73-3,0.99,0.332,0.95,0.99,0.332,0.016,0.95
74-1,0.51,0.481,0.17,0.51,0.484,0.025,0.16
74-2,0.99,0.456,0.27,0.99,0.457,0.017,0.27
75-1,0.18,0.592,0.97,0.18,0.601,0.038,0.86
75-2,1.00,0.494,0.68,1.00,0.494,0.017,0.68
79-1,0.92,0.493,0.10,0.92,0.497,0.018,0.17
79-2,0.58,0.517,0.24,0.58,0.521,0.024,0.23
79-3,0.98,0.481,0.12,0.98,0.484,0.017,0.15
80-1,0.56,0.493,0.25,0.56,0.497,0.024,0.21
80-2,0.99,0.471,0.40,0.99,0.473,0.016,0.39
81-1,0.78,0.486,0.01,0.78,0.486,0.021,0.04
81-2,0.78,0.486,0.01,0.78,0.486,0.021,0.04
82-1,0.92,0.409,0.66,0.91,0.410,0.018,0.66
83-1,0.98,0.435,0.20,0.98,0.438,0.015,0.23
83-2,0.98,0.445,0.20,0.98,0.448,0.015,0.23
