ID-model,Coverage,F1-max,Threshold,Coverage Avg(B),F1-max Avg(B),F1-max Std(B),Threshold Avg(B)
BLAST-S11,1.00,0.418,0.42,1.00,0.429,0.039,0.43
BLAST-S14,0.93,0.475,0.42,0.93,0.477,0.041,0.43
Naive-S11,1.00,0.228,0.09,1.00,0.228,0.022,0.09
Naive-S14,1.00,0.229,0.13,1.00,0.229,0.023,0.14
101-1,0.97,0.437,0.38,0.97,0.442,0.035,0.38
101-2,0.88,0.561,0.10,0.88,0.565,0.042,0.13
101-3,0.97,0.493,0.46,0.97,0.502,0.039,0.46
102-1,1.00,0.507,0.56,1.00,0.510,0.046,0.48
102-2,0.95,0.498,0.53,0.95,0.506,0.045,0.48
102-3,0.03,0.667,0.94,0.03,0.586,0.366,0.93
103-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-3,0.69,0.487,0.17,0.69,0.492,0.046,0.21
104-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
105-1,0.97,0.417,0.92,0.97,0.418,0.042,0.89
105-2,0.93,0.466,0.98,0.93,0.471,0.042,0.98
105-3,0.97,0.429,0.98,0.97,0.435,0.041,0.99
106-1,0.76,0.363,0.11,0.76,0.368,0.050,0.19
106-2,0.51,0.162,0.84,0.51,0.168,0.061,0.89
106-3,0.27,0.517,0.25,0.27,0.548,0.068,0.25
107-1,1.00,0.438,1.00,1.00,0.441,0.040,0.90
107-2,1.00,0.411,0.02,1.00,0.420,0.038,0.03
107-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
108-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
109-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
110-1,0.95,0.420,0.83,0.95,0.427,0.040,0.75
110-2,0.95,0.491,0.52,0.95,0.497,0.041,0.59
110-3,0.98,0.271,0.65,0.98,0.274,0.038,0.71
111-1,0.95,0.416,0.83,0.95,0.426,0.040,0.74
111-2,0.98,0.300,0.65,0.98,0.301,0.040,0.69
111-3,0.05,0.242,0.14,0.05,0.244,0.191,0.34
112-1,1.00,0.517,0.61,1.00,0.521,0.042,0.57
112-2,1.00,0.508,0.57,1.00,0.515,0.042,0.57
112-3,1.00,0.472,0.52,1.00,0.489,0.042,0.49
113-1,1.00,0.472,0.57,1.00,0.484,0.041,0.50
113-2,0.98,0.237,0.65,0.98,0.241,0.038,0.63
113-3,0.93,0.366,0.71,0.93,0.385,0.039,0.60
114-1,1.00,0.564,0.98,1.00,0.565,0.039,0.97
115-1,1.00,0.479,0.45,1.00,0.487,0.037,0.40
116-1,0.54,0.467,0.10,0.54,0.469,0.059,0.27
116-2,0.47,0.572,0.10,0.47,0.572,0.064,0.27
117-1,1.00,0.439,0.13,1.00,0.451,0.033,0.11
117-2,0.34,0.721,1.00,0.34,0.719,0.060,1.00
119-1,0.93,0.493,0.69,0.93,0.509,0.038,0.78
120-1,1.00,0.550,1.00,1.00,0.551,0.038,0.99
120-2,1.00,0.185,0.57,1.00,0.188,0.030,0.56
120-3,0.78,0.247,0.49,0.78,0.248,0.039,0.55
121-1,0.53,0.530,0.60,0.53,0.529,0.053,0.60
121-2,0.42,0.644,0.44,0.42,0.652,0.073,0.48
121-3,0.61,0.518,0.05,0.61,0.524,0.044,0.11
122-1,0.93,0.613,0.78,0.93,0.615,0.039,0.75
124-1,1.00,0.273,0.23,1.00,0.272,0.033,0.23
124-2,1.00,0.206,0.19,1.00,0.210,0.027,0.19
124-3,1.00,0.234,0.24,1.00,0.240,0.029,0.23
125-1,0.97,0.572,0.96,0.97,0.573,0.039,0.97
125-2,0.95,0.505,0.29,0.95,0.519,0.040,0.38
125-3,0.97,0.575,0.62,0.97,0.574,0.046,0.62
126-1,0.10,0.691,1.00,0.10,0.678,0.176,0.86
127-1,0.90,0.619,0.57,0.90,0.628,0.043,0.62
127-2,0.90,0.628,0.14,0.90,0.638,0.043,0.18
127-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
128-1,0.41,0.508,0.33,0.41,0.523,0.067,0.32
129-1,0.95,0.568,0.48,0.95,0.576,0.041,0.48
129-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
129-3,0.95,0.568,0.48,0.95,0.576,0.041,0.48
130-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
130-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
130-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
131-1,0.83,0.580,0.50,0.83,0.582,0.046,0.42
131-2,0.85,0.580,0.33,0.85,0.582,0.045,0.40
131-3,1.00,0.437,0.24,1.00,0.443,0.040,0.21
132-1,1.00,0.522,0.51,1.00,0.527,0.036,0.52
132-2,1.00,0.498,0.51,1.00,0.506,0.036,0.50
65-1,1.00,0.277,0.37,1.00,0.290,0.027,0.45
65-2,0.98,0.295,0.36,0.98,0.306,0.027,0.41
65-3,1.00,0.292,0.36,1.00,0.301,0.027,0.43
68-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
68-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
69-1,1.00,0.445,0.45,1.00,0.460,0.037,0.46
69-2,1.00,0.438,0.39,1.00,0.456,0.037,0.41
70-1,1.00,0.498,0.17,1.00,0.503,0.041,0.18
