ID-model,Coverage,S2-min,Threshold,Coverage Avg(B),S2-min Avg(B),S2-min Std(B),Threshold Avg(B)
BLAST-S11,1.00,0.656,0.55,1.00,0.656,0.018,0.58
BLAST-S14,1.00,0.676,0.67,1.00,0.676,0.010,0.66
Naive-S11,1.00,0.605,0.16,1.00,0.602,0.014,0.16
Naive-S14,1.00,0.606,0.19,1.00,0.605,0.012,0.19
101-1,0.76,0.686,0.37,0.76,0.686,0.007,0.37
101-2,0.76,0.654,0.26,0.76,0.651,0.017,0.22
101-3,0.76,0.664,0.52,0.76,0.666,0.016,0.61
102-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
102-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
102-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-3,0.29,0.672,0.17,0.29,0.680,0.018,0.18
104-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
105-1,1.00,0.668,0.96,1.00,0.668,0.012,0.95
105-2,0.95,0.661,0.96,0.95,0.660,0.022,0.98
105-3,0.95,0.666,0.99,0.95,0.671,0.028,0.99
106-1,0.33,0.686,0.16,0.33,0.689,0.014,0.19
106-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
106-3,0.29,0.692,0.16,0.29,0.695,0.016,0.19
107-1,1.00,0.663,0.80,1.00,0.663,0.020,0.88
107-2,1.00,0.668,0.02,1.00,0.672,0.018,0.02
107-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
108-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
109-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
110-1,0.95,0.648,0.87,0.95,0.644,0.025,0.88
110-2,1.00,0.664,0.38,1.00,0.661,0.013,0.43
110-3,0.95,0.668,0.02,0.95,0.673,0.016,0.10
111-1,0.95,0.641,0.87,0.95,0.641,0.022,0.85
111-2,0.90,0.673,0.21,0.90,0.677,0.016,0.15
111-3,0.29,0.641,0.76,0.29,0.642,0.037,0.70
112-1,0.95,0.633,0.52,0.95,0.631,0.022,0.52
112-2,0.95,0.630,0.54,0.95,0.630,0.022,0.53
112-3,0.95,0.635,0.52,0.95,0.633,0.022,0.50
113-1,0.95,0.632,0.54,0.95,0.631,0.023,0.51
113-2,0.43,0.699,1.00,0.43,0.703,0.019,0.96
113-3,0.95,0.641,0.87,0.95,0.641,0.022,0.85
114-1,1.00,0.671,0.99,1.00,0.673,0.012,0.97
115-1,1.00,0.651,0.36,1.00,0.652,0.017,0.40
116-1,0.81,0.681,0.31,0.81,0.686,0.014,0.35
116-2,0.29,0.689,0.48,0.28,0.704,0.027,0.58
117-1,1.00,0.623,0.12,1.00,0.624,0.016,0.12
117-2,0.57,0.688,1.00,0.57,0.693,0.026,1.00
119-1,0.95,0.639,0.83,0.95,0.637,0.023,0.82
120-1,1.00,0.671,0.99,1.00,0.671,0.013,0.98
120-2,1.00,0.666,0.55,1.00,0.662,0.012,0.54
120-3,1.00,0.674,0.46,1.00,0.674,0.006,0.46
121-1,0.38,0.657,0.60,0.38,0.663,0.022,0.60
121-2,0.05,0.866,1.00,0.05,0.866,0.000,1.00
121-3,0.43,0.679,0.02,0.43,0.670,0.018,0.06
122-1,0.71,0.644,0.87,0.71,0.648,0.017,0.85
124-1,1.00,0.663,0.15,1.00,0.663,0.009,0.15
124-2,1.00,0.639,0.08,1.00,0.634,0.011,0.08
124-3,1.00,0.663,0.15,1.00,0.663,0.009,0.14
125-1,1.00,0.667,0.99,1.00,0.671,0.013,0.97
125-2,0.86,0.666,0.30,0.86,0.655,0.020,0.27
125-3,0.90,0.655,0.37,0.90,0.657,0.022,0.37
126-1,0.48,0.646,0.24,0.48,0.651,0.042,0.25
127-1,0.90,0.635,0.39,0.90,0.632,0.015,0.39
127-2,0.90,0.623,0.43,0.90,0.619,0.022,0.44
127-3,0.05,0.611,0.39,0.05,0.611,0.000,0.39
128-1,0.05,0.692,0.14,0.05,0.692,0.000,0.14
129-1,0.95,0.624,0.56,0.95,0.620,0.014,0.57
129-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
129-3,0.95,0.624,0.56,0.95,0.620,0.014,0.57
130-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
130-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
130-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
131-1,0.81,0.660,0.23,0.81,0.658,0.014,0.16
131-2,0.81,0.652,0.11,0.81,0.656,0.014,0.10
131-3,0.95,0.672,0.07,0.95,0.669,0.011,0.09
132-1,0.95,0.623,0.56,0.95,0.622,0.024,0.55
132-2,0.95,0.626,0.55,0.95,0.624,0.024,0.54
65-1,0.57,0.633,0.31,0.57,0.626,0.019,0.29
65-2,0.57,0.633,0.31,0.57,0.625,0.019,0.29
65-3,0.57,0.632,0.33,0.57,0.625,0.019,0.32
68-1,1.00,0.684,0.97,1.00,0.687,0.008,0.96
68-2,1.00,0.689,0.97,1.00,0.690,0.006,0.97
69-1,1.00,0.672,0.52,1.00,0.671,0.015,0.49
69-2,1.00,0.668,0.57,1.00,0.667,0.016,0.51
70-1,1.00,0.645,0.30,1.00,0.639,0.011,0.27
70-2,1.00,0.604,0.14,1.00,0.602,0.015,0.16
70-3,1.00,0.610,0.10,1.00,0.611,0.012,0.11
72-1,0.81,0.653,0.07,0.81,0.651,0.017,0.14
72-2,0.67,0.641,0.01,0.67,0.646,0.025,0.01
73-1,1.00,0.679,1.00,1.00,0.685,0.012,1.00
73-2,1.00,0.686,1.00,1.00,0.687,0.010,1.00
73-3,1.00,0.829,1.00,1.00,0.831,0.049,1.00
74-1,0.76,0.660,0.11,0.76,0.662,0.016,0.14
74-2,1.00,0.670,0.12,1.00,0.669,0.013,0.16
75-1,1.00,0.657,0.59,1.00,0.657,0.015,0.59
75-2,1.00,0.652,0.60,1.00,0.653,0.016,0.60
79-1,0.81,0.619,0.10,0.81,0.615,0.025,0.12
79-2,0.48,0.629,0.10,0.47,0.622,0.017,0.10
79-3,0.86,0.623,0.10,0.86,0.625,0.024,0.11
80-1,0.90,0.650,0.11,0.90,0.650,0.018,0.12
80-2,1.00,0.666,0.23,1.00,0.664,0.012,0.23
81-1,0.71,0.668,0.53,0.71,0.667,0.014,0.55
81-2,0.71,0.668,0.53,0.71,0.667,0.014,0.55
82-1,0.90,0.694,0.81,0.90,0.691,0.006,0.80
83-1,1.00,0.657,1.00,1.00,0.660,0.012,0.96
83-2,1.00,0.646,0.13,1.00,0.643,0.012,0.16
84-1,0.86,0.666,0.05,0.86,0.669,0.014,0.05
85-1,1.00,0.631,0.49,1.00,0.633,0.020,0.48
85-2,1.00,0.631,0.49,1.00,0.633,0.020,0.48
86-1,0.95,0.653,0.53,0.95,0.653,0.014,0.53
86-2,0.95,0.653,0.53,0.95,0.653,0.014,0.53
86-3,0.81,0.674,0.31,0.81,0.677,0.010,0.32
87-1,0.86,0.661,0.48,0.86,0.663,0.015,0.48
87-2,0.86,0.662,0.26,0.86,0.662,0.015,0.25
87-3,0.76,0.671,0.63,0.76,0.673,0.014,0.62
88-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
89-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
89-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
89-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
91-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
91-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
91-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
93-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
93-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
94-1,1.00,0.655,0.90,1.00,0.656,0.016,0.89
95-1,1.00,0.683,0.97,1.00,0.685,0.009,0.96
95-2,1.00,0.686,0.98,1.00,0.690,0.009,0.98
96-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
96-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
96-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
97-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
97-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
97-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
98-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
99-1,0.95,0.630,0.20,0.95,0.628,0.021,0.22
