ID-model,Coverage,F1-max,Threshold,Coverage Avg(B),F1-max Avg(B),F1-max Std(B),Threshold Avg(B)
BLAST-S11,1.00,0.222,0.52,1.00,0.232,0.049,0.56
BLAST-S14,1.00,0.181,0.52,1.00,0.209,0.044,0.57
Naive-S11,1.00,0.296,0.19,1.00,0.296,0.029,0.20
Naive-S14,1.00,0.281,0.21,1.00,0.284,0.027,0.23
101-1,0.76,0.114,0.37,0.76,0.113,0.025,0.36
101-2,0.76,0.157,0.17,0.76,0.160,0.032,0.19
101-3,0.76,0.205,0.64,0.76,0.198,0.035,0.52
102-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
102-2,0.00,0.002,0.00,0.00,0.002,0.000,0.00
102-3,0.00,0.002,0.00,0.00,0.002,0.000,0.00
103-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
103-2,0.00,0.002,0.00,0.00,0.002,0.000,0.00
103-3,0.29,0.035,0.17,0.29,0.035,0.019,0.16
104-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
104-2,0.00,0.002,0.00,0.00,0.002,0.000,0.00
104-3,0.00,0.002,0.00,0.00,0.002,0.000,0.00
105-1,1.00,0.184,0.97,1.00,0.184,0.039,0.91
105-2,0.95,0.174,0.92,0.95,0.175,0.042,0.92
105-3,0.95,0.176,0.99,0.95,0.172,0.043,0.99
106-1,0.33,0.038,0.16,0.33,0.038,0.016,0.27
106-2,0.00,0.002,0.00,0.00,0.002,0.000,0.00
106-3,0.29,0.031,0.16,0.29,0.030,0.016,0.24
107-1,1.00,0.188,1.00,1.00,0.186,0.046,0.92
107-2,1.00,0.111,0.03,1.00,0.116,0.042,0.06
107-3,0.00,0.002,0.00,0.00,0.002,0.000,0.00
108-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
109-1,0.00,0.002,0.00,0.00,0.002,0.000,0.00
110-1,0.95,0.215,1.00,0.95,0.217,0.049,0.90
110-2,1.00,0.189,0.30,1.00,0.193,0.039,0.35
110-3,0.95,0.206,0.01,0.95,0.204,0.039,0.11
111-1,0.95,0.208,1.00,0.95,0.215,0.051,0.89
111-2,0.90,0.199,0.01,0.90,0.201,0.043,0.15
111-3,0.29,0.071,0.14,0.29,0.080,0.032,0.51
112-1,0.95,0.201,0.61,0.95,0.204,0.045,0.57
112-2,0.95,0.200,0.64,0.95,0.205,0.045,0.57
112-3,0.95,0.195,0.61,0.95,0.199,0.045,0.56
113-1,0.95,0.193,0.64,0.95,0.200,0.046,0.56
113-2,0.43,0.086,0.33,0.43,0.085,0.030,0.33
113-3,0.95,0.208,1.00,0.95,0.215,0.051,0.88
114-1,1.00,0.151,0.75,1.00,0.165,0.029,0.75
115-1,1.00,0.174,0.15,1.00,0.183,0.033,0.23
116-1,0.81,0.100,0.46,0.81,0.099,0.026,0.53
116-2,0.29,0.029,0.48,0.28,0.027,0.015,0.54
117-1,1.00,0.284,0.12,1.00,0.289,0.035,0.12
117-2,0.57,0.082,1.00,0.57,0.080,0.019,1.00
119-1,0.95,0.224,0.77,0.95,0.237,0.048,0.79
