ID-model,Coverage,S2-min,Threshold,Coverage Avg(B),S2-min Avg(B),S2-min Std(B),Threshold Avg(B)
BLAST-S11,1.00,0.656,0.55,1.00,0.656,0.018,0.58
BLAST-S14,1.00,0.676,0.67,1.00,0.676,0.010,0.66
Naive-S11,1.00,0.605,0.16,1.00,0.602,0.014,0.16
Naive-S14,1.00,0.606,0.19,1.00,0.605,0.012,0.19
101-1,0.76,0.688,0.36,0.76,0.687,0.006,0.36
101-2,0.76,0.676,0.08,0.76,0.672,0.012,0.11
101-3,0.76,0.664,0.21,0.76,0.666,0.010,0.28
102-1,0.00,0.999,0.00,0.00,0.999,0.000,0.00
102-2,0.00,0.999,0.00,0.00,0.999,0.000,0.00
102-3,0.00,0.999,0.00,0.00,0.999,0.000,0.00
103-1,0.00,0.999,0.00,0.00,0.999,0.000,0.00
103-2,0.00,0.999,0.00,0.00,0.999,0.000,0.00
103-3,0.29,0.867,0.17,0.29,0.868,0.044,0.17
104-1,0.00,0.999,0.00,0.00,0.999,0.000,0.00
104-2,0.00,0.999,0.00,0.00,0.999,0.000,0.00
104-3,0.00,0.999,0.00,0.00,0.999,0.000,0.00
105-1,1.00,0.668,0.96,1.00,0.668,0.012,0.95
105-2,0.95,0.657,0.96,0.95,0.659,0.021,0.97
105-3,0.95,0.661,0.99,0.95,0.667,0.024,0.99
106-1,0.33,0.863,0.16,0.33,0.865,0.040,0.19
106-2,0.00,0.999,0.00,0.00,0.999,0.000,0.00
106-3,0.29,0.886,0.16,0.29,0.887,0.038,0.19
107-1,1.00,0.663,0.80,1.00,0.663,0.020,0.88
107-2,1.00,0.668,0.02,1.00,0.672,0.018,0.02
107-3,0.00,0.999,0.00,0.00,0.999,0.000,0.00
108-1,0.00,0.999,0.00,0.00,0.999,0.000,0.00
109-1,0.00,0.999,0.00,0.00,0.999,0.000,0.00
110-1,0.95,0.651,0.87,0.95,0.648,0.023,0.85
110-2,1.00,0.664,0.38,1.00,0.661,0.013,0.43
110-3,0.95,0.672,0.01,0.95,0.679,0.019,0.08
111-1,0.95,0.646,0.87,0.95,0.645,0.021,0.82
111-2,0.90,0.681,0.01,0.90,0.688,0.022,0.10
111-3,0.29,0.821,0.06,0.29,0.825,0.054,0.08
112-1,0.95,0.637,0.52,0.95,0.635,0.021,0.50
112-2,0.95,0.635,0.54,0.95,0.633,0.022,0.51
112-3,0.95,0.638,0.46,0.95,0.636,0.022,0.48
113-1,0.95,0.638,0.44,0.95,0.634,0.022,0.49
113-2,0.43,0.716,0.01,0.43,0.727,0.039,0.04
113-3,0.95,0.645,0.81,0.95,0.645,0.021,0.82
114-1,1.00,0.671,0.99,1.00,0.673,0.012,0.97
115-1,1.00,0.651,0.36,1.00,0.652,0.017,0.40
116-1,0.81,0.718,0.31,0.81,0.721,0.027,0.34
116-2,0.29,0.881,0.48,0.28,0.884,0.043,0.57
117-1,1.00,0.623,0.12,1.00,0.624,0.016,0.12
117-2,0.57,0.722,1.00,0.57,0.729,0.034,1.00
119-1,0.95,0.641,0.83,0.95,0.638,0.022,0.80
120-1,1.00,0.671,0.99,1.00,0.671,0.013,0.98
120-2,1.00,0.666,0.55,1.00,0.662,0.012,0.54
120-3,1.00,0.674,0.46,1.00,0.674,0.006,0.46
121-1,0.38,0.811,0.60,0.38,0.814,0.048,0.60
121-2,0.05,0.994,1.00,0.05,0.993,0.006,0.65
121-3,0.43,0.768,0.01,0.43,0.774,0.046,0.02
122-1,0.71,0.666,0.73,0.71,0.672,0.021,0.76
124-1,1.00,0.663,0.15,1.00,0.663,0.009,0.15
124-2,1.00,0.639,0.08,1.00,0.634,0.011,0.08
124-3,1.00,0.663,0.15,1.00,0.663,0.009,0.14
125-1,1.00,0.667,0.99,1.00,0.671,0.013,0.97
125-2,0.86,0.654,0.21,0.86,0.657,0.020,0.23
125-3,0.90,0.653,0.32,0.90,0.657,0.020,0.31
126-1,0.48,0.777,0.24,0.48,0.781,0.049,0.25
127-1,0.90,0.640,0.36,0.90,0.639,0.014,0.37
127-2,0.90,0.624,0.39,0.90,0.625,0.020,0.40
127-3,0.05,0.956,0.01,0.05,0.956,0.041,0.01
128-1,0.05,0.956,0.01,0.05,0.958,0.040,0.01
129-1,0.95,0.627,0.56,0.95,0.622,0.014,0.56
129-2,0.00,0.999,0.00,0.00,0.999,0.000,0.00
129-3,0.95,0.627,0.56,0.95,0.622,0.014,0.56
130-1,0.00,0.999,0.00,0.00,0.999,0.000,0.00
130-2,0.00,0.999,0.00,0.00,0.999,0.000,0.00
130-3,0.00,0.999,0.00,0.00,0.999,0.000,0.00
131-1,0.81,0.668,0.03,0.81,0.673,0.015,0.07
131-2,0.81,0.669,0.03,0.81,0.674,0.020,0.06
131-3,0.95,0.669,0.07,0.95,0.669,0.011,0.08
132-1,0.95,0.629,0.55,0.95,0.627,0.023,0.54
132-2,0.95,0.631,0.50,0.95,0.628,0.024,0.53
65-1,0.57,0.688,0.11,0.57,0.686,0.019,0.11
65-2,0.57,0.688,0.11,0.57,0.690,0.025,0.13
65-3,0.57,0.685,0.06,0.57,0.684,0.019,0.12
68-1,1.00,0.684,0.97,1.00,0.687,0.008,0.96
68-2,1.00,0.689,0.97,1.00,0.690,0.006,0.97
69-1,1.00,0.672,0.52,1.00,0.671,0.015,0.49
69-2,1.00,0.668,0.57,1.00,0.667,0.016,0.51
70-1,1.00,0.645,0.30,1.00,0.639,0.011,0.27
70-2,1.00,0.604,0.14,1.00,0.602,0.015,0.16
70-3,1.00,0.610,0.10,1.00,0.611,0.012,0.11
72-1,0.81,0.653,0.01,0.81,0.658,0.019,0.04
72-2,0.67,0.714,0.01,0.67,0.719,0.041,0.01
73-1,1.00,0.679,1.00,1.00,0.685,0.012,1.00
73-2,1.00,0.686,1.00,1.00,0.687,0.010,1.00
73-3,1.00,0.829,1.00,1.00,0.831,0.049,1.00
74-1,0.76,0.672,0.03,0.76,0.673,0.013,0.05
74-2,1.00,0.670,0.12,1.00,0.669,0.013,0.16
75-1,1.00,0.657,0.59,1.00,0.657,0.015,0.59
75-2,1.00,0.652,0.60,1.00,0.653,0.016,0.60
79-1,0.81,0.638,0.08,0.81,0.637,0.021,0.08
79-2,0.48,0.697,0.01,0.47,0.705,0.035,0.02
79-3,0.86,0.641,0.09,0.86,0.640,0.022,0.08
80-1,0.90,0.657,0.06,0.90,0.656,0.016,0.08
80-2,1.00,0.666,0.23,1.00,0.664,0.012,0.23
81-1,0.71,0.683,0.50,0.71,0.689,0.021,0.51
81-2,0.71,0.683,0.50,0.71,0.689,0.021,0.51
82-1,0.90,0.691,0.79,0.90,0.689,0.006,0.75
83-1,1.00,0.657,1.00,1.00,0.660,0.012,0.96
83-2,1.00,0.646,0.13,1.00,0.643,0.012,0.16
84-1,0.86,0.679,0.04,0.86,0.677,0.011,0.04
85-1,1.00,0.631,0.49,1.00,0.633,0.020,0.48
85-2,1.00,0.631,0.49,1.00,0.633,0.020,0.48
86-1,0.95,0.656,0.48,0.95,0.656,0.013,0.49
86-2,0.95,0.656,0.48,0.95,0.656,0.013,0.49
86-3,0.81,0.687,0.31,0.81,0.692,0.019,0.31
87-1,0.86,0.670,0.46,0.86,0.669,0.012,0.46
87-2,0.86,0.672,0.21,0.86,0.669,0.012,0.23
87-3,0.76,0.677,0.44,0.76,0.679,0.012,0.48
88-1,0.00,0.999,0.00,0.00,0.999,0.000,0.00
89-1,0.00,0.999,0.00,0.00,0.999,0.000,0.00
89-2,0.00,0.999,0.00,0.00,0.999,0.000,0.00
89-3,0.00,0.999,0.00,0.00,0.999,0.000,0.00
91-1,0.00,0.999,0.00,0.00,0.999,0.000,0.00
91-2,0.00,0.999,0.00,0.00,0.999,0.000,0.00
91-3,0.00,0.999,0.00,0.00,0.999,0.000,0.00
93-1,0.00,0.999,0.00,0.00,0.999,0.000,0.00
93-2,0.00,0.999,0.00,0.00,0.999,0.000,0.00
94-1,1.00,0.655,0.90,1.00,0.656,0.016,0.89
95-1,1.00,0.683,0.97,1.00,0.685,0.009,0.96
95-2,1.00,0.686,0.98,1.00,0.690,0.009,0.98
96-1,0.00,0.999,0.00,0.00,0.999,0.000,0.00
96-2,0.00,0.999,0.00,0.00,0.999,0.000,0.00
96-3,0.00,0.999,0.00,0.00,0.999,0.000,0.00
97-1,0.00,0.999,0.00,0.00,0.999,0.000,0.00
97-2,0.00,0.999,0.00,0.00,0.999,0.000,0.00
97-3,0.00,0.999,0.00,0.00,0.999,0.000,0.00
98-1,0.00,0.999,0.00,0.00,0.999,0.000,0.00
99-1,0.95,0.631,0.20,0.95,0.632,0.020,0.21
