ID-model,Coverage,F1-max,Threshold,Coverage Avg(B),F1-max Avg(B),F1-max Std(B),Threshold Avg(B)
BLAST-S11,0.98,0.468,0.42,0.98,0.477,0.029,0.45
BLAST-S14,0.97,0.453,0.46,0.97,0.456,0.034,0.47
Naive-S11,1.00,0.178,0.09,1.00,0.179,0.013,0.11
Naive-S14,1.00,0.178,0.16,1.00,0.178,0.014,0.16
101-1,0.95,0.414,0.38,0.95,0.419,0.027,0.37
101-2,0.91,0.513,0.20,0.91,0.520,0.031,0.16
101-3,0.95,0.501,0.34,0.95,0.504,0.031,0.41
102-1,1.00,0.461,0.63,1.00,0.470,0.033,0.56
102-2,0.96,0.454,0.66,0.96,0.462,0.032,0.58
102-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-3,0.50,0.546,0.17,0.50,0.546,0.041,0.17
104-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
105-1,0.99,0.413,0.92,0.99,0.412,0.031,0.92
105-2,0.96,0.447,0.99,0.96,0.451,0.031,0.99
105-3,0.97,0.432,1.00,0.97,0.431,0.031,1.00
106-1,0.73,0.436,0.07,0.73,0.436,0.036,0.09
106-2,0.44,0.344,0.74,0.44,0.351,0.047,0.78
106-3,0.28,0.526,0.07,0.28,0.531,0.054,0.11
107-1,1.00,0.408,0.80,1.00,0.407,0.029,0.87
107-2,1.00,0.434,0.04,1.00,0.435,0.033,0.04
107-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
108-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
109-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
110-1,0.96,0.354,0.45,0.96,0.370,0.027,0.48
110-2,0.91,0.422,0.63,0.91,0.426,0.034,0.58
110-3,0.98,0.264,0.02,0.98,0.263,0.025,0.05
111-1,0.96,0.355,0.51,0.96,0.370,0.027,0.48
111-2,0.97,0.256,0.02,0.97,0.257,0.026,0.07
111-3,0.09,0.366,0.02,0.09,0.352,0.089,0.07
112-1,0.99,0.444,0.48,0.99,0.446,0.033,0.49
112-2,0.99,0.441,0.49,0.99,0.445,0.033,0.50
112-3,0.99,0.435,0.48,0.99,0.437,0.033,0.48
113-1,0.99,0.433,0.48,0.99,0.436,0.033,0.48
113-2,0.75,0.146,0.23,0.75,0.152,0.021,0.35
113-3,0.94,0.348,0.31,0.94,0.362,0.027,0.45
114-1,1.00,0.479,0.96,1.00,0.482,0.031,0.92
115-1,1.00,0.484,0.43,1.00,0.485,0.031,0.44
116-1,0.83,0.462,0.12,0.83,0.463,0.035,0.21
116-2,0.73,0.454,0.12,0.73,0.458,0.039,0.27
