ID-model,Coverage,F1-max,Threshold,Coverage Avg(B),F1-max Avg(B),F1-max Std(B),Threshold Avg(B)
BLAST-S11,0.98,0.535,0.42,0.98,0.544,0.026,0.45
BLAST-S14,0.97,0.489,0.46,0.97,0.494,0.031,0.46
Naive-S11,1.00,0.360,0.30,1.00,0.360,0.020,0.30
Naive-S14,1.00,0.317,0.17,1.00,0.317,0.016,0.17
101-1,0.95,0.491,0.38,0.95,0.494,0.024,0.38
101-2,0.91,0.601,0.20,0.91,0.609,0.024,0.17
101-3,0.95,0.574,0.33,0.95,0.577,0.026,0.33
102-1,1.00,0.555,0.53,1.00,0.562,0.028,0.56
102-2,0.96,0.555,0.60,0.96,0.561,0.028,0.61
102-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-3,0.50,0.582,0.17,0.50,0.581,0.035,0.17
104-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
105-1,0.99,0.427,0.92,0.99,0.428,0.028,0.91
105-2,0.96,0.478,0.99,0.96,0.481,0.028,0.99
105-3,0.97,0.448,1.00,0.97,0.451,0.028,0.99
106-1,0.73,0.474,0.07,0.73,0.474,0.032,0.09
106-2,0.44,0.360,0.74,0.44,0.367,0.041,0.76
106-3,0.28,0.547,0.07,0.28,0.547,0.047,0.10
107-1,1.00,0.449,0.80,1.00,0.448,0.026,0.86
107-2,1.00,0.461,0.04,1.00,0.462,0.029,0.04
107-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
108-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
109-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
110-1,0.96,0.426,0.42,0.96,0.442,0.025,0.50
110-2,0.91,0.457,0.29,0.91,0.462,0.026,0.33
110-3,0.98,0.313,0.04,0.98,0.319,0.026,0.12
111-1,0.96,0.435,0.42,0.96,0.448,0.025,0.44
111-2,0.97,0.314,0.23,0.97,0.319,0.025,0.15
111-3,0.09,0.478,0.02,0.09,0.473,0.076,0.12
112-1,0.99,0.493,0.39,0.99,0.498,0.026,0.42
112-2,0.99,0.497,0.37,0.99,0.501,0.025,0.41
112-3,0.99,0.492,0.38,0.99,0.495,0.026,0.40
113-1,0.99,0.496,0.37,0.99,0.498,0.025,0.39
113-2,0.75,0.243,0.43,0.75,0.245,0.024,0.45
113-3,0.94,0.429,0.31,0.94,0.442,0.025,0.43
114-1,1.00,0.526,0.64,1.00,0.528,0.025,0.69
115-1,1.00,0.546,0.46,1.00,0.549,0.025,0.43
116-1,0.83,0.516,0.12,0.83,0.517,0.030,0.20
116-2,0.73,0.516,0.12,0.73,0.518,0.033,0.25
117-1,1.00,0.569,0.11,1.00,0.573,0.023,0.12
117-2,0.32,0.599,1.00,0.32,0.598,0.056,1.00
119-1,0.97,0.539,0.87,0.97,0.544,0.028,0.81
120-1,1.00,0.514,0.97,1.00,0.521,0.027,0.92
120-2,1.00,0.358,0.31,1.00,0.363,0.022,0.39
120-3,0.74,0.303,0.49,0.74,0.306,0.026,0.51
121-1,0.62,0.585,0.60,0.62,0.584,0.031,0.60
121-2,0.03,0.329,0.85,0.03,0.284,0.180,0.77
121-3,0.61,0.606,0.01,0.61,0.611,0.030,0.03
122-1,0.79,0.574,0.79,0.80,0.576,0.027,0.79
124-1,1.00,0.370,0.29,1.00,0.370,0.025,0.29
124-2,1.00,0.338,0.29,1.00,0.339,0.029,0.29
124-3,1.00,0.340,0.29,1.00,0.340,0.025,0.29
125-1,0.97,0.533,0.66,0.97,0.535,0.025,0.70
