ID-model,Coverage,F1-max,Threshold,Coverage Avg(B),F1-max Avg(B),F1-max Std(B),Threshold Avg(B)
BLAST-S11,0.93,0.408,0.38,0.93,0.407,0.050,0.38
BLAST-S14,1.00,0.360,0.38,1.00,0.382,0.042,0.39
Naive-S11,1.00,0.623,0.92,1.00,0.634,0.036,0.83
Naive-S14,1.00,0.623,0.92,1.00,0.634,0.036,0.83
101-1,0.82,0.444,0.36,0.82,0.447,0.054,0.36
101-2,0.18,0.182,0.10,0.18,0.176,0.071,0.21
101-3,0.82,0.512,1.00,0.82,0.520,0.055,0.85
102-1,0.00,0.004,0.00,0.00,0.004,0.001,0.00
102-2,0.00,0.004,0.00,0.00,0.004,0.001,0.00
102-3,0.00,0.004,0.00,0.00,0.004,0.001,0.00
103-1,0.00,0.004,0.00,0.00,0.004,0.001,0.00
103-2,0.00,0.004,0.00,0.00,0.004,0.001,0.00
103-3,0.46,0.259,0.17,0.46,0.250,0.073,0.18
104-1,0.00,0.004,0.00,0.00,0.004,0.001,0.00
104-2,0.00,0.004,0.00,0.00,0.004,0.001,0.00
104-3,0.00,0.004,0.00,0.00,0.004,0.001,0.00
105-1,1.00,0.401,0.75,1.00,0.411,0.055,0.82
105-2,1.00,0.434,0.98,1.00,0.440,0.057,0.98
105-3,1.00,0.417,0.99,1.00,0.416,0.057,0.99
106-1,0.39,0.275,0.18,0.39,0.269,0.055,0.23
106-2,0.00,0.004,0.00,0.00,0.004,0.001,0.00
106-3,0.14,0.159,0.18,0.14,0.150,0.058,0.23
107-1,1.00,0.409,0.75,1.00,0.406,0.063,0.76
107-2,1.00,0.422,0.04,1.00,0.424,0.053,0.05
107-3,0.00,0.004,0.00,0.00,0.004,0.001,0.00
108-1,0.00,0.004,0.00,0.00,0.004,0.001,0.00
109-1,0.00,0.004,0.00,0.00,0.004,0.001,0.00
110-1,0.89,0.392,0.68,0.89,0.398,0.055,0.65
110-2,0.93,0.478,1.00,0.93,0.495,0.059,0.77
110-3,0.93,0.566,0.44,0.93,0.560,0.045,0.45
111-1,0.89,0.398,0.67,0.89,0.404,0.056,0.62
111-2,0.93,0.566,0.44,0.93,0.561,0.045,0.45
111-3,0.07,0.102,0.21,0.07,0.099,0.065,0.37
112-1,0.96,0.507,0.80,0.96,0.507,0.056,0.75
112-2,0.96,0.495,0.79,0.96,0.505,0.057,0.72
112-3,0.96,0.502,0.80,0.96,0.506,0.055,0.74
113-1,0.96,0.487,0.79,0.96,0.504,0.055,0.72
