ID-model,Coverage,S2-min,Threshold,Coverage Avg(B),S2-min Avg(B),S2-min Std(B),Threshold Avg(B)
BLAST-S11,1.00,17.563,0.61,1.00,17.544,3.041,0.66
BLAST-S14,1.00,17.802,0.61,1.00,17.645,3.042,0.64
Naive-S11,1.00,16.532,0.23,1.00,16.493,2.752,0.23
Naive-S14,1.00,16.539,0.25,1.00,16.503,2.759,0.24
101-1,0.84,18.881,0.46,0.84,18.897,3.413,0.57
101-2,0.79,19.683,0.70,0.79,19.484,3.413,0.60
101-3,0.84,26.337,1.00,0.84,26.868,6.080,0.90
102-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
102-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
102-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-3,0.68,15.521,0.17,0.68,15.658,3.804,0.18
104-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
105-1,1.00,16.919,0.97,1.00,16.892,2.991,0.97
105-2,0.95,22.281,1.00,0.95,22.982,5.304,1.00
105-3,0.95,37.664,1.00,0.95,38.227,10.166,1.00
106-1,0.58,15.118,0.34,0.58,15.166,4.978,0.49
106-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
106-3,0.21,5.895,1.00,0.21,6.284,2.350,1.00
107-1,1.00,51.141,1.00,1.00,51.691,17.182,1.00
107-2,1.00,17.269,0.04,1.00,17.000,2.930,0.13
107-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
108-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
109-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
110-1,0.95,21.832,1.00,0.95,22.151,2.818,0.99
110-2,1.00,16.188,1.00,1.00,16.246,2.816,0.99
110-3,1.00,23.268,1.00,1.00,23.670,4.111,1.00
111-1,0.95,20.597,1.00,0.95,20.906,2.646,0.99
111-2,1.00,21.741,1.00,1.00,22.166,3.843,1.00
111-3,0.11,12.063,1.00,0.10,12.089,4.972,0.77
112-1,0.95,16.657,0.84,0.95,16.616,2.855,0.85
112-2,1.00,16.365,0.83,1.00,16.306,2.725,0.85
112-3,0.95,17.047,0.78,0.95,16.966,2.958,0.78
113-1,1.00,16.694,0.77,1.00,16.641,2.823,0.78
113-2,0.68,27.913,1.00,0.68,28.384,5.636,1.00
113-3,0.95,20.062,0.98,0.95,20.359,2.606,0.99
114-1,1.00,16.637,1.00,1.00,16.765,3.064,1.00
115-1,1.00,15.451,0.50,1.00,15.424,2.792,0.56
116-1,0.79,16.732,0.54,0.79,16.649,3.477,0.63
116-2,0.32,16.863,0.72,0.31,16.799,5.935,0.83
117-1,1.00,15.402,0.16,1.00,15.353,3.117,0.16
117-2,0.47,23.152,1.00,0.48,23.582,5.459,1.00
119-1,0.95,17.056,0.87,0.95,17.090,3.053,0.87
120-1,1.00,16.448,1.00,1.00,16.533,3.003,1.00
120-2,1.00,17.777,0.69,1.00,17.665,3.025,0.66
120-3,1.00,17.695,0.57,1.00,17.598,2.980,0.59
121-1,0.47,19.202,0.60,0.47,18.977,4.710,0.56
121-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
121-3,0.84,14.037,0.20,0.84,14.027,3.451,0.31
122-1,0.79,17.126,0.79,0.79,17.209,3.621,0.80
124-1,0.95,14.674,0.36,0.95,14.655,2.849,0.37
124-2,0.95,16.601,0.28,0.95,16.386,2.767,0.28
124-3,0.95,14.568,0.36,0.95,14.492,2.835,0.35
125-1,1.00,16.261,1.00,1.00,16.346,3.043,1.00
125-2,0.84,16.609,0.42,0.84,16.685,3.421,0.48
125-3,1.00,16.717,0.90,1.00,16.767,2.801,0.85
126-1,1.00,16.113,0.31,1.00,15.620,2.927,0.30
127-1,0.95,16.764,0.62,0.95,16.736,3.115,0.62
127-2,0.89,17.688,0.66,0.90,17.684,3.241,0.68
127-3,0.16,22.461,0.80,0.16,22.488,9.701,0.83
128-1,0.95,35.591,1.00,0.95,36.516,13.401,1.00
129-1,1.00,15.859,0.73,1.00,15.829,3.014,0.73
129-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
129-3,1.00,15.859,0.73,1.00,15.829,3.014,0.73
130-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
130-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
130-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
131-1,0.63,21.389,0.50,0.63,21.423,4.043,0.55
131-2,0.63,19.943,0.50,0.63,20.003,4.186,0.56
131-3,1.00,15.365,0.39,1.00,15.331,3.027,0.37
132-1,1.00,16.282,0.80,1.00,16.243,2.714,0.79
132-2,1.00,16.661,0.80,1.00,16.397,2.766,0.72
65-1,0.68,18.787,0.81,0.68,18.571,3.651,0.78
65-2,0.68,18.779,0.81,0.68,18.575,3.655,0.78
65-3,0.68,18.753,0.83,0.68,18.530,3.644,0.78
68-1,1.00,23.211,1.00,1.00,23.856,5.395,1.00
68-2,1.00,25.835,1.00,1.00,26.351,6.440,1.00
69-1,1.00,15.846,1.00,1.00,15.861,2.941,0.98
69-2,1.00,15.972,1.00,1.00,16.004,3.018,0.99
70-1,1.00,16.997,0.45,1.00,16.894,2.888,0.45
70-2,1.00,16.617,0.19,1.00,16.542,2.753,0.22
70-3,1.00,16.765,0.22,1.00,16.750,2.818,0.20
72-1,0.89,16.271,0.45,0.89,16.101,3.534,0.41
72-2,0.84,18.361,0.03,0.84,18.243,3.540,0.04
73-1,1.00,16.471,1.00,1.00,16.796,3.471,1.00
73-2,1.00,16.249,1.00,1.00,16.586,3.467,1.00
73-3,0.95,206.522,1.00,0.95,205.252,64.768,1.00
74-1,0.42,14.792,0.34,0.42,14.839,5.155,0.67
74-2,1.00,15.990,0.27,1.00,15.739,2.813,0.43
75-1,1.00,15.846,1.00,1.00,15.761,2.892,0.95
75-2,1.00,15.972,1.00,1.00,15.951,2.985,0.97
79-1,0.79,18.747,0.27,0.79,18.445,3.208,0.30
79-2,0.42,20.143,0.18,0.42,20.029,5.433,0.29
79-3,0.95,16.556,0.16,0.95,16.137,2.956,0.47
80-1,0.53,15.455,0.70,0.52,15.430,5.146,0.62
80-2,1.00,15.084,0.61,1.00,15.084,2.899,0.61
81-1,0.84,16.166,0.39,0.84,16.047,3.386,0.46
81-2,0.84,16.166,0.39,0.84,16.047,3.386,0.46
82-1,0.95,18.542,0.94,0.95,18.510,3.135,0.92
83-1,1.00,16.696,0.67,1.00,16.727,2.921,0.80
83-2,1.00,15.033,0.61,1.00,14.980,2.547,0.62
84-1,0.95,17.066,0.08,0.95,16.897,3.277,0.09
85-1,1.00,15.505,0.63,1.00,15.311,2.839,0.63
85-2,1.00,15.505,0.63,1.00,15.311,2.839,0.63
86-1,1.00,17.794,0.99,1.00,18.045,2.503,0.97
86-2,1.00,17.794,0.99,1.00,18.045,2.503,0.97
86-3,0.84,19.114,0.99,0.84,19.448,3.149,0.89
87-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
87-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
