ID-model,Coverage,F1-max,Threshold,Coverage Avg(B),F1-max Avg(B),F1-max Std(B),Threshold Avg(B)
BLAST-S11,1.00,0.198,0.33,1.00,0.228,0.049,0.39
BLAST-S14,1.00,0.202,0.58,1.00,0.211,0.055,0.50
Naive-S11,1.00,0.254,0.23,1.00,0.259,0.039,0.20
Naive-S14,1.00,0.261,0.20,1.00,0.265,0.034,0.21
101-1,0.84,0.296,0.36,0.84,0.288,0.060,0.35
101-2,0.79,0.262,0.03,0.79,0.259,0.058,0.09
101-3,0.84,0.285,0.61,0.84,0.288,0.066,0.49
102-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
102-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
102-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-3,0.68,0.331,0.17,0.68,0.328,0.088,0.17
104-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
105-1,1.00,0.253,0.59,1.00,0.282,0.059,0.73
105-2,0.95,0.250,0.98,0.95,0.259,0.056,0.97
105-3,0.95,0.231,0.98,0.95,0.242,0.055,0.98
106-1,0.58,0.370,0.23,0.58,0.360,0.117,0.33
106-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
106-3,0.21,0.046,0.23,0.21,0.042,0.020,0.40
107-1,1.00,0.256,0.79,1.00,0.252,0.070,0.85
107-2,1.00,0.255,0.03,1.00,0.253,0.063,0.03
107-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
108-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
109-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
110-1,0.95,0.212,0.95,0.95,0.218,0.053,0.88
110-2,1.00,0.333,0.25,1.00,0.329,0.065,0.28
110-3,1.00,0.325,0.33,1.00,0.326,0.043,0.32
111-1,0.95,0.212,0.95,0.95,0.219,0.052,0.81
111-2,1.00,0.292,0.28,1.00,0.302,0.044,0.30
111-3,0.11,0.328,0.12,0.10,0.322,0.246,0.09
112-1,0.95,0.309,0.46,0.95,0.320,0.068,0.48
112-2,1.00,0.310,0.31,1.00,0.321,0.067,0.41
112-3,0.95,0.323,0.46,0.95,0.326,0.064,0.45
113-1,1.00,0.325,0.42,1.00,0.329,0.064,0.40
113-2,0.68,0.248,0.45,0.68,0.268,0.063,0.59
113-3,0.95,0.204,0.95,0.95,0.219,0.043,0.68
114-1,1.00,0.306,0.94,1.00,0.308,0.069,0.89
115-1,1.00,0.364,0.50,1.00,0.371,0.081,0.44
116-1,0.79,0.214,0.54,0.79,0.217,0.088,0.51
116-2,0.32,0.156,0.72,0.31,0.151,0.141,0.77
117-1,1.00,0.332,0.12,1.00,0.349,0.060,0.14
117-2,0.47,0.371,1.00,0.48,0.364,0.127,1.00
119-1,0.95,0.360,0.69,0.95,0.367,0.068,0.65
120-1,1.00,0.312,0.94,1.00,0.321,0.063,0.88
120-2,1.00,0.200,0.33,1.00,0.209,0.029,0.42
