ID-model,Coverage,S2-min,Threshold,Coverage Avg(B),S2-min Avg(B),S2-min Std(B),Threshold Avg(B)
BLAST-S11,0.88,13.410,0.57,0.88,13.439,2.099,0.58
BLAST-S14,0.91,12.317,0.51,0.91,12.330,2.147,0.52
Naive-S11,1.00,13.089,0.31,1.00,13.144,1.991,0.31
Naive-S14,1.00,13.089,0.33,1.00,13.144,1.991,0.33
101-1,0.97,11.963,0.40,0.97,11.825,1.953,0.39
101-2,0.97,10.897,0.40,0.97,10.657,1.671,0.36
101-3,0.97,27.342,1.00,0.97,27.520,4.697,0.97
102-1,0.00,14.113,1.00,0.00,14.163,2.084,1.00
102-2,0.00,14.113,1.00,0.00,14.163,2.084,1.00
102-3,0.00,14.113,1.00,0.00,14.163,2.084,1.00
103-1,0.79,11.382,0.25,0.79,11.410,1.778,0.28
103-2,0.94,10.228,0.17,0.94,9.839,1.669,0.28
103-3,0.76,9.809,0.17,0.76,9.922,1.880,0.18
104-1,0.00,14.113,1.00,0.00,14.163,2.084,1.00
104-2,0.00,14.113,1.00,0.00,14.163,2.084,1.00
104-3,0.00,14.113,1.00,0.00,14.163,2.084,1.00
105-1,1.00,8.787,0.98,1.00,8.473,1.634,0.97
105-2,1.00,21.819,1.00,1.00,21.913,5.403,1.00
105-3,1.00,23.138,1.00,1.00,23.186,5.831,1.00
106-1,0.55,10.975,0.03,0.55,11.048,2.125,0.08
106-2,0.00,14.113,1.00,0.00,14.163,2.084,1.00
106-3,0.52,11.077,0.03,0.52,11.150,2.119,0.08
107-1,1.00,37.096,1.00,1.00,37.053,10.532,1.00
107-2,1.00,8.606,0.11,1.00,8.633,2.000,0.11
107-3,1.00,10.165,0.09,1.00,10.171,1.739,0.09
108-1,0.00,14.113,1.00,0.00,14.163,2.084,1.00
109-1,0.00,14.113,1.00,0.00,14.163,2.084,1.00
110-1,0.94,15.484,1.00,0.94,15.907,3.363,1.00
110-2,1.00,11.250,0.70,1.00,11.152,1.971,0.74
110-3,0.97,12.159,1.00,0.97,12.304,1.783,1.00
111-1,0.94,15.484,1.00,0.94,15.907,3.363,1.00
111-2,1.00,12.159,1.00,1.00,12.304,1.783,1.00
111-3,0.00,14.113,1.00,0.00,14.163,2.084,1.00
112-1,1.00,10.265,0.57,1.00,10.257,1.798,0.58
112-2,1.00,10.330,0.59,1.00,10.339,1.807,0.60
112-3,0.97,10.713,0.57,0.97,10.566,1.701,0.52
113-1,0.97,10.820,0.52,0.97,10.675,1.694,0.52
113-2,0.97,12.527,1.00,0.97,12.652,1.817,1.00
113-3,0.88,15.720,1.00,0.88,16.162,3.234,1.00
114-1,1.00,7.836,0.99,1.00,7.956,1.381,0.99
115-1,1.00,8.664,0.48,1.00,8.580,1.768,0.53
116-1,0.94,9.333,0.48,0.94,9.330,2.101,0.57
116-2,0.58,10.862,0.68,0.58,10.911,2.190,0.70
117-1,1.00,8.811,0.11,1.00,8.780,1.929,0.11
117-2,0.15,13.491,1.00,0.15,13.547,2.131,1.00
119-1,0.97,9.519,0.79,0.97,9.315,1.747,0.77
120-1,1.00,7.809,1.00,1.00,7.936,1.383,1.00
120-2,1.00,12.799,0.63,1.00,12.815,1.799,0.63
120-3,1.00,12.769,0.62,1.00,12.806,1.890,0.61
121-1,0.88,8.044,0.60,0.88,8.142,1.540,0.60
121-2,0.00,14.113,1.00,0.00,14.163,2.084,1.00
121-3,0.94,8.797,0.02,0.94,8.877,1.647,0.11
122-1,0.64,10.075,0.69,0.64,10.194,1.860,0.70
124-1,1.00,13.064,0.45,1.00,13.088,1.890,0.45
124-2,1.00,12.614,0.28,1.00,12.636,1.809,0.27
124-3,1.00,13.494,0.43,1.00,13.485,2.031,0.43
125-1,1.00,7.836,0.99,1.00,7.956,1.381,0.99
125-2,1.00,9.339,0.39,1.00,9.159,1.541,0.37
125-3,0.91,10.138,0.33,0.91,9.983,2.100,0.32
126-1,0.03,13.504,0.37,0.03,13.552,1.819,0.59
127-1,0.97,9.492,0.44,0.97,9.468,1.704,0.43
127-2,0.97,9.895,0.52,0.97,9.884,1.663,0.52
127-3,0.06,13.764,0.40,0.06,13.832,2.068,0.49
128-1,0.82,13.798,1.00,0.82,13.897,1.941,0.91
129-1,0.94,11.094,0.65,0.94,11.081,1.802,0.64
129-2,0.00,14.113,1.00,0.00,14.163,2.084,1.00
129-3,0.94,11.094,0.65,0.94,11.081,1.802,0.64
130-1,0.00,14.113,1.00,0.00,14.163,2.084,1.00
130-2,0.00,14.113,1.00,0.00,14.163,2.084,1.00
130-3,0.00,14.113,1.00,0.00,14.163,2.084,1.00
131-1,0.76,8.817,0.12,0.76,8.930,1.842,0.34
131-2,0.88,7.805,0.05,0.88,7.898,1.601,0.10
131-3,0.94,9.195,0.26,0.94,9.184,1.762,0.20
132-1,1.00,10.087,0.61,1.00,10.083,1.793,0.63
132-2,0.97,10.066,0.60,0.97,10.095,1.770,0.60
65-1,0.94,12.967,0.46,0.94,12.900,1.805,0.48
65-2,0.91,13.007,0.46,0.91,12.948,1.806,0.47
65-3,0.94,12.939,0.50,0.94,12.931,1.805,0.49
68-1,0.97,19.582,1.00,0.97,19.726,3.370,1.00
68-2,0.97,19.670,1.00,0.97,19.823,3.541,1.00
69-1,1.00,9.850,0.81,1.00,9.713,1.866,0.83
69-2,1.00,11.104,1.00,1.00,10.895,1.891,0.86
70-1,1.00,12.578,0.49,1.00,12.426,1.838,0.52
70-2,1.00,13.906,0.37,1.00,13.940,2.021,0.39
70-3,1.00,13.831,0.25,1.00,13.821,1.922,0.26
72-1,1.00,8.453,0.02,1.00,8.477,1.584,0.05
72-2,0.85,12.694,0.01,0.85,12.754,2.020,0.01
73-1,1.00,44.394,1.00,1.00,44.997,24.913,1.00
73-2,1.00,44.394,1.00,1.00,44.997,24.913,1.00
73-3,0.97,49.366,1.00,0.97,49.289,11.681,1.00
74-1,0.48,10.525,0.45,0.48,10.633,2.093,0.48
74-2,1.00,9.462,0.42,1.00,9.286,1.918,0.33
75-1,1.00,9.850,0.81,1.00,9.654,1.790,0.84
75-2,1.00,11.104,1.00,1.00,10.777,1.723,0.87
79-1,0.67,13.446,0.75,0.67,12.629,2.146,0.65
79-2,0.52,11.712,0.23,0.51,11.659,1.852,0.24
79-3,0.94,9.643,0.81,0.94,9.271,1.968,0.61
80-1,0.52,10.711,0.70,0.51,10.820,2.075,0.68
80-2,1.00,8.088,0.65,1.00,8.180,1.456,0.67
81-1,0.88,10.165,0.60,0.88,10.263,1.586,0.63
81-2,0.88,10.165,0.60,0.88,10.111,1.624,0.71
82-1,0.85,11.665,0.80,0.85,11.523,1.602,0.78
83-1,1.00,10.039,0.46,1.00,9.916,1.584,0.50
83-2,1.00,8.052,0.28,1.00,8.029,1.482,0.30
84-1,0.85,12.181,0.21,0.85,12.071,1.603,0.24
85-1,0.94,9.672,0.46,0.94,9.516,2.109,0.47
85-2,0.94,9.672,0.46,0.94,9.516,2.109,0.47
86-1,0.79,13.106,0.51,0.79,13.165,2.106,0.60
86-2,0.79,13.106,0.51,0.79,13.165,2.106,0.60
86-3,0.24,13.669,1.00,0.24,13.725,2.120,0.91
87-1,0.94,10.236,0.48,0.94,10.114,1.805,0.49
87-2,0.94,9.951,0.27,0.94,9.910,1.813,0.27
87-3,0.94,9.773,0.64,0.94,9.681,1.828,0.63
88-1,0.00,14.113,1.00,0.00,14.163,2.084,1.00
89-1,0.00,14.113,1.00,0.00,14.163,2.084,1.00
89-2,0.00,14.113,1.00,0.00,14.163,2.084,1.00
