ID-model,Coverage,S2-min,Threshold,Coverage Avg(B),S2-min Avg(B),S2-min Std(B),Threshold Avg(B)
BLAST-S11,0.94,0.678,0.34,0.94,0.672,0.012,0.34
BLAST-S14,0.94,0.650,0.35,0.94,0.648,0.017,0.35
Naive-S11,1.00,0.653,0.22,1.00,0.653,0.005,0.22
Naive-S14,1.00,0.654,0.25,1.00,0.654,0.005,0.25
101-1,0.69,0.604,0.29,0.69,0.606,0.022,0.30
101-2,0.67,0.602,0.09,0.67,0.604,0.031,0.10
101-3,0.69,0.590,0.07,0.69,0.592,0.026,0.13
102-1,0.00,1.000,0.00,0.00,1.000,0.000,0.00
102-2,0.00,1.000,0.00,0.00,1.000,0.000,0.00
102-3,0.00,1.000,0.00,0.00,1.000,0.000,0.00
103-1,0.57,0.639,0.03,0.57,0.638,0.031,0.05
103-2,0.69,0.623,0.06,0.69,0.619,0.032,0.07
103-3,0.63,0.638,0.17,0.63,0.640,0.045,0.17
104-1,0.00,1.000,0.00,0.00,1.000,0.000,0.00
104-2,0.00,1.000,0.00,0.00,1.000,0.000,0.00
104-3,0.00,1.000,0.00,0.00,1.000,0.000,0.00
105-1,1.00,0.589,0.81,1.00,0.589,0.024,0.85
105-2,0.76,0.548,0.98,0.76,0.549,0.031,0.98
105-3,0.84,0.569,0.99,0.84,0.571,0.026,0.99
106-1,0.53,0.661,0.07,0.53,0.662,0.048,0.08
106-2,0.00,1.000,0.00,0.00,1.000,0.000,0.00
106-3,0.31,0.775,0.07,0.31,0.776,0.047,0.08
107-1,0.98,0.597,0.73,0.98,0.591,0.029,0.73
107-2,0.98,0.587,0.04,0.98,0.584,0.024,0.04
107-3,0.94,0.589,0.05,0.94,0.585,0.026,0.04
108-1,0.00,1.000,0.00,0.00,1.000,0.000,0.00
109-1,0.00,1.000,0.00,0.00,1.000,0.000,0.00
110-1,0.92,0.634,0.49,0.92,0.632,0.018,0.60
110-2,0.88,0.573,0.22,0.88,0.572,0.027,0.26
110-3,1.00,0.689,0.97,1.00,0.687,0.014,0.96
111-1,0.92,0.634,0.49,0.92,0.632,0.018,0.60
111-2,1.00,0.689,0.97,1.00,0.687,0.014,0.96
111-3,0.00,1.000,0.00,0.00,1.000,0.000,0.00
112-1,1.00,0.554,0.51,1.00,0.552,0.026,0.49
112-2,1.00,0.556,0.54,1.00,0.552,0.026,0.48
112-3,1.00,0.554,0.51,1.00,0.552,0.026,0.49
113-1,1.00,0.556,0.54,1.00,0.552,0.026,0.48
113-2,1.00,0.689,0.97,1.00,0.687,0.014,0.96
113-3,0.76,0.634,0.49,0.76,0.633,0.019,0.61
114-1,1.00,0.550,0.77,1.00,0.547,0.026,0.78
115-1,1.00,0.536,0.46,1.00,0.535,0.031,0.45
116-1,0.76,0.579,0.01,0.76,0.582,0.035,0.05
116-2,0.43,0.807,0.01,0.43,0.808,0.034,0.06
117-1,1.00,0.601,0.07,1.00,0.595,0.021,0.07
117-2,0.06,0.956,1.00,0.06,0.956,0.025,0.95
119-1,1.00,0.603,0.57,1.00,0.598,0.026,0.57
120-1,1.00,0.570,0.86,1.00,0.567,0.027,0.87
120-2,1.00,0.638,0.56,1.00,0.634,0.010,0.58
120-3,1.00,0.640,0.51,1.00,0.640,0.008,0.51
121-1,0.63,0.640,0.60,0.63,0.641,0.046,0.60
