ID-model,Coverage,F1-max,Threshold,Coverage Avg(B),F1-max Avg(B),F1-max Std(B),Threshold Avg(B)
BLAST-S11,0.94,0.179,0.31,0.94,0.190,0.034,0.32
BLAST-S14,0.94,0.219,0.33,0.94,0.237,0.041,0.36
Naive-S11,1.00,0.262,0.33,1.00,0.261,0.017,0.33
Naive-S14,1.00,0.254,0.33,1.00,0.254,0.017,0.34
101-1,0.69,0.346,0.29,0.69,0.359,0.047,0.33
101-2,0.67,0.438,0.20,0.67,0.442,0.048,0.23
101-3,0.69,0.444,0.48,0.69,0.442,0.048,0.58
102-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
102-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
102-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-1,0.57,0.488,0.22,0.57,0.487,0.060,0.22
103-2,0.69,0.464,0.22,0.69,0.463,0.057,0.21
103-3,0.63,0.483,0.17,0.63,0.480,0.057,0.17
104-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
105-1,1.00,0.375,0.81,1.00,0.383,0.044,0.87
105-2,0.76,0.478,0.98,0.76,0.485,0.053,0.99
105-3,0.84,0.431,0.99,0.84,0.437,0.050,0.99
106-1,0.53,0.526,0.07,0.53,0.524,0.068,0.09
106-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
106-3,0.31,0.495,0.07,0.31,0.493,0.085,0.11
107-1,0.98,0.392,0.75,0.98,0.397,0.046,0.74
107-2,0.98,0.344,0.02,0.98,0.356,0.045,0.05
107-3,0.94,0.351,0.08,0.94,0.358,0.052,0.07
108-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
109-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
110-1,0.92,0.304,0.40,0.92,0.309,0.039,0.49
110-2,0.88,0.420,0.45,0.88,0.428,0.048,0.39
110-3,1.00,0.220,0.84,1.00,0.221,0.034,0.82
111-1,0.92,0.304,0.40,0.92,0.309,0.039,0.49
111-2,1.00,0.220,0.84,1.00,0.221,0.034,0.82
111-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
112-1,1.00,0.410,0.42,1.00,0.412,0.043,0.45
112-2,1.00,0.399,0.40,1.00,0.409,0.043,0.46
112-3,1.00,0.410,0.42,1.00,0.412,0.043,0.45
113-1,1.00,0.399,0.40,1.00,0.409,0.043,0.46
113-2,1.00,0.216,0.84,1.00,0.217,0.034,0.81
113-3,0.76,0.295,0.84,0.76,0.310,0.042,0.74
114-1,1.00,0.397,1.00,1.00,0.408,0.046,0.89
115-1,1.00,0.414,0.61,1.00,0.417,0.050,0.57
116-1,0.76,0.439,0.61,0.76,0.443,0.056,0.50
116-2,0.43,0.285,0.02,0.43,0.283,0.059,0.13
117-1,1.00,0.390,0.09,1.00,0.394,0.038,0.08
117-2,0.06,0.533,1.00,0.06,0.538,0.243,0.92
119-1,1.00,0.375,0.66,1.00,0.378,0.047,0.67
120-1,1.00,0.397,1.00,1.00,0.401,0.051,0.98
120-2,1.00,0.300,0.61,1.00,0.301,0.033,0.60
120-3,1.00,0.264,0.51,1.00,0.266,0.030,0.52
121-1,0.63,0.492,0.60,0.63,0.489,0.055,0.60
121-2,0.02,0.653,0.61,0.02,0.653,0.000,0.61
121-3,0.69,0.468,0.08,0.69,0.474,0.055,0.13
122-1,0.43,0.484,0.70,0.43,0.488,0.081,0.76
124-1,1.00,0.257,0.27,1.00,0.263,0.032,0.31
124-2,1.00,0.170,0.19,1.00,0.173,0.027,0.25
124-3,1.00,0.257,0.27,1.00,0.263,0.032,0.31
125-1,1.00,0.397,1.00,1.00,0.410,0.045,0.88
125-2,0.78,0.421,0.17,0.79,0.440,0.048,0.20
125-3,0.86,0.329,0.14,0.86,0.332,0.042,0.14
126-1,0.92,0.400,0.22,0.92,0.401,0.046,0.23
127-1,0.80,0.416,0.32,0.80,0.419,0.039,0.32
127-2,0.84,0.424,0.43,0.84,0.425,0.040,0.45
127-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
128-1,0.63,0.331,0.13,0.63,0.341,0.052,0.22
129-1,0.94,0.359,0.50,0.94,0.372,0.039,0.55
129-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
129-3,0.94,0.359,0.50,0.94,0.372,0.039,0.55
130-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
130-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
130-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
131-1,0.47,0.481,1.00,0.47,0.479,0.079,1.00
131-2,0.43,0.486,1.00,0.43,0.484,0.084,1.00
131-3,0.71,0.468,0.01,0.71,0.471,0.058,0.08
132-1,1.00,0.363,0.61,1.00,0.370,0.041,0.55
132-2,1.00,0.364,0.61,1.00,0.371,0.041,0.55
65-1,0.84,0.365,0.20,0.84,0.378,0.043,0.19
65-2,0.76,0.383,0.23,0.76,0.387,0.046,0.22
65-3,0.84,0.364,0.20,0.84,0.374,0.043,0.22
68-1,1.00,0.272,0.95,1.00,0.288,0.040,0.88
68-2,1.00,0.270,0.99,1.00,0.286,0.036,0.94
69-1,1.00,0.366,0.54,1.00,0.373,0.047,0.46
69-2,1.00,0.374,0.36,1.00,0.380,0.048,0.25
70-1,1.00,0.271,0.34,1.00,0.277,0.033,0.33
70-2,0.90,0.156,0.12,0.90,0.161,0.014,0.14
70-3,0.90,0.179,0.10,0.90,0.179,0.023,0.10
72-1,0.86,0.405,0.01,0.86,0.406,0.047,0.01
72-2,0.76,0.286,0.01,0.76,0.285,0.048,0.01
73-1,1.00,0.331,0.99,1.00,0.350,0.046,0.89
73-2,1.00,0.346,0.95,1.00,0.359,0.044,0.91
73-3,0.84,0.336,0.99,0.84,0.334,0.045,0.97
74-1,0.71,0.472,0.31,0.71,0.473,0.058,0.35
74-2,0.92,0.369,0.28,0.92,0.376,0.054,0.45
75-1,1.00,0.369,0.67,1.00,0.373,0.046,0.61
75-2,1.00,0.359,0.36,1.00,0.361,0.047,0.36
79-1,0.75,0.393,0.32,0.75,0.403,0.046,0.25
79-2,0.25,0.565,0.32,0.26,0.567,0.079,0.33
79-3,0.92,0.408,0.06,0.92,0.415,0.044,0.21
80-1,0.73,0.452,0.44,0.73,0.454,0.053,0.51
80-2,0.92,0.428,0.70,0.92,0.426,0.051,0.70
81-1,0.59,0.529,0.83,0.59,0.535,0.058,0.76
81-2,0.59,0.532,1.00,0.59,0.539,0.058,0.81
