ID-model,Coverage,F1-max,Threshold,Coverage Avg(B),F1-max Avg(B),F1-max Std(B),Threshold Avg(B)
BLAST-S11,1.00,0.252,0.41,1.00,0.275,0.039,0.40
BLAST-S14,1.00,0.259,0.55,1.00,0.284,0.045,0.45
Naive-S11,1.00,0.217,0.14,1.00,0.217,0.019,0.14
Naive-S14,1.00,0.220,0.15,1.00,0.221,0.020,0.16
101-1,0.92,0.283,0.36,0.92,0.290,0.049,0.37
101-2,0.88,0.303,0.20,0.88,0.303,0.052,0.19
101-3,0.92,0.278,0.25,0.92,0.282,0.048,0.26
102-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
102-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
102-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-3,0.42,0.215,0.17,0.42,0.213,0.088,0.18
104-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
105-1,1.00,0.352,0.94,1.00,0.354,0.053,0.94
105-2,1.00,0.335,1.00,1.00,0.340,0.060,0.99
105-3,1.00,0.332,1.00,1.00,0.330,0.054,1.00
106-1,0.54,0.307,0.26,0.54,0.300,0.082,0.30
106-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
106-3,0.46,0.294,0.26,0.46,0.286,0.094,0.30
107-1,1.00,0.278,0.79,1.00,0.277,0.063,0.79
107-2,1.00,0.300,0.05,1.00,0.305,0.070,0.05
107-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
108-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
109-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
110-1,1.00,0.212,0.89,1.00,0.235,0.036,0.81
