ID-model,Coverage,S2-min,Threshold,Coverage Avg(B),S2-min Avg(B),S2-min Std(B),Threshold Avg(B)
BLAST-S11,0.97,4.688,0.92,0.97,4.683,0.171,0.89
BLAST-S14,0.98,4.683,0.91,0.98,4.681,0.170,0.89
Naive-S11,1.00,4.239,0.32,1.00,4.239,0.159,0.32
Naive-S14,1.00,4.275,0.48,1.00,4.275,0.161,0.48
101-1,0.84,4.619,0.44,0.84,4.616,0.180,0.45
101-2,0.19,4.267,0.45,0.19,4.235,0.351,0.47
101-3,0.84,4.176,0.83,0.84,4.168,0.160,0.76
102-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
102-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
102-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-1,0.02,2.161,0.18,0.02,2.188,0.550,0.19
103-2,0.02,2.139,0.18,0.02,2.133,0.383,0.18
103-3,0.47,4.033,0.33,0.47,4.034,0.219,0.33
104-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
105-1,0.98,4.524,0.95,0.98,4.512,0.163,0.94
105-2,0.96,8.763,1.00,0.96,8.776,0.898,1.00
105-3,0.96,13.368,1.00,0.96,13.370,1.062,1.00
106-1,0.29,4.599,0.36,0.29,4.565,0.277,0.38
106-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
106-3,0.17,4.272,0.37,0.17,4.225,0.300,0.35
107-1,0.99,12.507,1.00,0.99,12.506,0.828,1.00
107-2,0.99,4.292,0.09,0.99,4.292,0.153,0.09
107-3,0.03,3.416,0.05,0.03,3.405,1.073,0.05
108-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
109-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
110-1,0.98,4.554,0.91,0.98,4.552,0.166,0.91
110-2,0.92,4.393,0.97,0.92,4.391,0.165,0.98
110-3,1.00,8.594,1.00,1.00,8.599,0.197,1.00
111-1,0.93,4.538,0.91,0.93,4.532,0.164,0.93
111-2,0.99,8.183,1.00,0.99,8.189,0.201,1.00
111-3,0.05,5.815,1.00,0.05,5.839,0.694,0.99
112-1,0.98,4.610,0.95,0.98,4.606,0.156,0.96
112-2,0.98,4.616,0.94,0.98,4.608,0.156,0.96
112-3,0.94,4.646,0.95,0.94,4.642,0.160,0.96
113-1,0.94,4.650,0.94,0.94,4.645,0.160,0.95
113-2,0.77,10.540,1.00,0.77,10.545,0.178,1.00
113-3,0.23,4.619,0.99,0.23,4.618,0.331,0.99
114-1,1.00,4.322,1.00,1.00,4.326,0.144,1.00
115-1,1.00,4.320,0.65,1.00,4.296,0.148,0.70
