ID-model,Coverage,S2-min,Threshold,Coverage Avg(B),S2-min Avg(B),S2-min Std(B),Threshold Avg(B)
BLAST-S11,0.98,5.057,0.95,0.98,5.053,0.127,0.94
BLAST-S14,0.99,4.999,0.92,0.99,4.992,0.124,0.93
Naive-S11,1.00,4.569,0.32,1.00,4.569,0.121,0.32
Naive-S14,1.00,4.631,0.48,1.00,4.631,0.123,0.48
101-1,0.90,5.026,0.44,0.90,5.027,0.132,0.44
101-2,0.21,4.559,0.48,0.21,4.542,0.294,0.51
101-3,0.90,4.688,1.00,0.90,4.679,0.123,0.94
102-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
102-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
102-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-3,0.52,4.618,0.33,0.52,4.620,0.147,0.33
104-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
105-1,0.99,4.944,0.95,0.99,4.942,0.125,0.95
105-2,0.98,10.313,1.00,0.98,10.313,0.660,1.00
105-3,0.98,15.813,1.00,0.98,15.812,0.779,1.00
106-1,0.35,5.226,0.56,0.35,5.208,0.192,0.56
106-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
106-3,0.23,5.326,0.56,0.23,5.276,0.225,0.46
107-1,1.00,15.080,1.00,1.00,15.079,0.668,1.00
107-2,1.00,4.780,0.10,1.00,4.779,0.118,0.10
107-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
108-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
109-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
110-1,0.99,4.880,0.92,0.99,4.876,0.123,0.93
110-2,0.94,4.896,1.00,0.94,4.897,0.123,1.00
110-3,1.00,9.110,1.00,1.00,9.110,0.152,1.00
111-1,0.95,4.858,0.99,0.95,4.856,0.122,0.97
111-2,0.99,8.337,1.00,0.99,8.336,0.152,1.00
111-3,0.12,5.574,1.00,0.12,5.583,0.284,1.00
112-1,0.99,4.973,0.95,0.99,4.968,0.118,0.97
112-2,0.99,4.976,0.99,0.99,4.969,0.118,0.97
112-3,0.96,4.994,0.93,0.96,4.989,0.122,0.93
113-1,0.96,4.993,0.93,0.96,4.989,0.121,0.92
113-2,0.78,10.825,1.00,0.78,10.826,0.136,1.00
113-3,0.32,5.457,0.99,0.32,5.458,0.248,0.99
114-1,1.00,5.846,1.00,1.00,5.849,0.151,1.00
115-1,1.00,4.727,0.81,1.00,4.708,0.115,0.75
116-1,0.69,4.824,0.80,0.69,4.816,0.138,0.79
116-2,0.50,4.783,0.63,0.50,4.774,0.162,0.68
117-1,1.00,4.705,0.16,1.00,4.702,0.117,0.16
117-2,0.13,10.793,1.00,0.13,10.804,0.547,1.00
119-1,0.94,4.925,0.96,0.94,4.914,0.124,0.96
120-1,1.00,6.089,1.00,1.00,6.093,0.163,1.00
120-2,1.00,4.656,0.79,1.00,4.656,0.113,0.79
120-3,1.00,4.574,0.73,1.00,4.573,0.119,0.73
121-1,0.65,5.189,0.61,0.65,5.180,0.145,0.61
121-2,0.04,4.669,0.61,0.04,4.669,0.630,0.69
121-3,0.68,4.861,0.15,0.68,4.850,0.138,0.16
122-1,0.59,5.035,0.99,0.59,5.034,0.160,0.99
124-1,1.00,4.709,0.51,1.00,4.709,0.121,0.51
124-2,1.00,4.731,0.46,1.00,4.730,0.123,0.46
124-3,1.00,4.781,0.51,1.00,4.780,0.124,0.49
125-1,1.00,5.861,1.00,1.00,5.864,0.152,1.00
125-2,0.94,5.026,0.85,0.94,5.010,0.128,0.82
125-3,1.00,4.941,0.93,1.00,4.942,0.126,0.93
126-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
127-1,0.91,4.772,0.83,0.91,4.760,0.124,0.81
127-2,0.90,4.698,0.88,0.90,4.688,0.121,0.89
127-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
128-1,0.47,6.567,1.00,0.47,6.575,0.295,1.00
129-1,0.98,4.501,0.67,0.98,4.498,0.116,0.68
129-2,0.38,4.351,0.68,0.38,4.351,0.181,0.68
129-3,0.98,4.495,0.68,0.98,4.492,0.116,0.68
130-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
130-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
130-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
131-1,0.81,4.975,0.93,0.81,4.964,0.119,0.87
131-2,0.84,4.924,0.83,0.84,4.919,0.125,0.82
131-3,0.98,4.824,0.52,0.98,4.817,0.121,0.46
132-1,0.99,4.960,1.00,0.99,4.960,0.119,1.00
132-2,0.96,4.987,0.94,0.96,4.982,0.121,0.96
65-1,0.82,4.853,0.34,0.82,4.853,0.131,0.34
65-2,0.79,4.931,0.20,0.79,4.930,0.133,0.20
65-3,0.82,4.902,0.21,0.82,4.900,0.130,0.22
68-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
68-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
69-1,0.10,4.863,0.74,0.10,4.819,0.535,0.82
69-2,1.00,4.680,1.00,1.00,4.679,0.120,1.00
70-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
70-2,0.99,4.415,0.32,0.99,4.414,0.115,0.32
70-3,0.99,4.421,0.34,0.99,4.416,0.117,0.36
72-1,0.98,4.976,0.54,0.98,4.967,0.125,0.49
72-2,0.98,4.730,0.05,0.98,4.725,0.125,0.07
73-1,1.00,7.125,1.00,1.00,7.145,0.605,1.00
73-2,1.00,6.774,1.00,1.00,6.797,0.572,1.00
73-3,0.99,43.420,1.00,0.99,43.418,1.171,1.00
74-1,0.54,4.871,0.51,0.54,4.866,0.159,0.52
74-2,0.99,4.790,0.73,0.99,4.785,0.117,0.73
75-1,0.10,4.863,0.74,0.10,4.836,0.541,0.85
75-2,1.00,4.680,1.00,1.00,4.679,0.120,1.00
79-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
79-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
79-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
80-1,0.57,5.000,0.71,0.57,4.997,0.166,0.71
80-2,0.99,4.786,0.73,0.99,4.784,0.117,0.74
81-1,0.98,4.898,0.71,0.98,4.892,0.123,0.70
81-2,0.98,4.901,0.71,0.98,4.893,0.123,0.70
82-1,0.87,4.950,0.71,0.87,4.945,0.129,0.71
83-1,0.94,4.762,1.00,0.94,4.763,0.119,1.00
83-2,0.94,4.683,1.00,0.94,4.684,0.118,1.00
84-1,0.80,4.869,0.09,0.80,4.867,0.128,0.09
85-1,0.95,4.637,0.84,0.95,4.634,0.121,0.84
85-2,0.99,4.627,0.88,0.99,4.622,0.118,0.87
86-1,0.96,4.641,1.00,0.96,4.643,0.119,1.00
86-2,0.96,4.641,1.00,0.96,4.643,0.119,1.00
86-3,0.88,4.673,0.88,0.88,4.667,0.128,0.87
87-1,0.87,5.029,0.55,0.87,5.019,0.131,0.54
87-2,0.87,4.993,0.28,0.87,4.994,0.132,0.28
