ID-model,Coverage,F1-max,Threshold,Coverage Avg(B),F1-max Avg(B),F1-max Std(B),Threshold Avg(B)
BLAST-S11,1.00,0.275,0.47,1.00,0.280,0.012,0.49
BLAST-S14,0.99,0.294,0.53,0.99,0.295,0.012,0.52
Naive-S11,1.00,0.335,0.32,1.00,0.335,0.012,0.32
Naive-S14,1.00,0.317,0.29,1.00,0.318,0.008,0.34
101-1,0.95,0.341,0.36,0.95,0.341,0.012,0.36
101-2,0.17,0.424,0.19,0.17,0.428,0.029,0.16
101-3,0.95,0.405,0.17,0.95,0.406,0.013,0.18
102-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
102-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
102-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-3,0.62,0.398,0.17,0.62,0.398,0.017,0.17
104-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
105-1,1.00,0.333,0.92,1.00,0.333,0.013,0.92
105-2,0.99,0.365,0.99,0.99,0.367,0.013,0.98
105-3,1.00,0.347,1.00,1.00,0.347,0.013,1.00
106-1,0.43,0.364,0.03,0.43,0.364,0.020,0.04
106-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
106-3,0.31,0.386,0.03,0.31,0.386,0.023,0.04
107-1,1.00,0.270,1.00,1.00,0.270,0.013,0.96
107-2,1.00,0.365,0.03,1.00,0.365,0.013,0.03
107-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
108-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
109-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
110-1,1.00,0.417,0.29,1.00,0.417,0.009,0.29
110-2,0.96,0.306,0.53,0.96,0.309,0.012,0.61
110-3,1.00,0.238,0.48,1.00,0.238,0.011,0.45
111-1,0.95,0.402,0.29,0.95,0.401,0.009,0.29
111-2,0.98,0.217,0.48,0.98,0.217,0.011,0.47
111-3,0.13,0.265,0.01,0.13,0.265,0.031,0.09
112-1,1.00,0.313,0.64,1.00,0.316,0.011,0.58
112-2,1.00,0.314,0.53,1.00,0.317,0.012,0.56
112-3,1.00,0.303,0.45,1.00,0.306,0.011,0.51
113-1,1.00,0.304,0.48,1.00,0.307,0.011,0.50
113-2,0.83,0.145,0.97,0.83,0.147,0.009,0.82
113-3,0.45,0.279,0.59,0.45,0.285,0.018,0.57
114-1,1.00,0.380,0.99,1.00,0.383,0.013,0.96
