ID-model,Coverage,S2-min,Threshold,Coverage Avg(B),S2-min Avg(B),S2-min Std(B),Threshold Avg(B)
BLAST-S11,0.97,0.627,0.33,0.97,0.627,0.017,0.34
BLAST-S14,0.97,0.595,0.36,0.97,0.595,0.025,0.36
Naive-S11,1.00,0.640,0.09,1.00,0.635,0.012,0.08
Naive-S14,1.00,0.639,0.13,1.00,0.637,0.012,0.13
101-1,0.82,0.518,0.34,0.82,0.515,0.037,0.32
101-2,0.79,0.443,0.10,0.79,0.449,0.048,0.09
101-3,0.82,0.447,0.24,0.82,0.451,0.044,0.26
102-1,0.97,0.549,0.23,0.97,0.541,0.028,0.35
102-2,0.85,0.513,0.72,0.85,0.518,0.041,0.71
102-3,0.03,0.216,0.76,0.03,0.216,0.000,0.76
103-1,0.70,0.503,0.15,0.70,0.501,0.033,0.23
103-2,0.76,0.482,0.15,0.76,0.479,0.039,0.27
103-3,0.73,0.448,0.17,0.73,0.451,0.044,0.18
104-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
105-1,0.91,0.552,0.92,0.91,0.559,0.030,0.91
105-2,0.85,0.512,1.00,0.85,0.517,0.034,1.00
105-3,0.91,0.544,1.00,0.91,0.550,0.031,1.00
106-1,0.79,0.529,0.10,0.79,0.531,0.042,0.21
106-2,0.48,0.576,0.76,0.48,0.577,0.056,0.75
106-3,0.39,0.438,0.10,0.39,0.442,0.067,0.16
107-1,1.00,0.591,0.72,1.00,0.582,0.024,0.70
107-2,1.00,0.549,0.04,1.00,0.547,0.030,0.05
107-3,0.97,0.560,0.06,0.97,0.561,0.031,0.06
108-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
109-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
110-1,0.94,0.529,0.63,0.94,0.527,0.041,0.65
110-2,0.88,0.544,0.29,0.88,0.540,0.038,0.28
110-3,1.00,0.698,1.00,1.00,0.699,0.012,0.99
111-1,0.94,0.529,0.63,0.94,0.527,0.041,0.65
111-2,1.00,0.698,1.00,1.00,0.699,0.012,0.99
111-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
112-1,1.00,0.543,0.29,1.00,0.536,0.039,0.34
112-2,1.00,0.523,0.32,1.00,0.524,0.040,0.32
112-3,1.00,0.544,0.29,1.00,0.538,0.040,0.34
113-1,1.00,0.524,0.32,1.00,0.525,0.041,0.32
113-2,1.00,0.702,1.00,1.00,0.702,0.013,0.97
113-3,0.85,0.518,0.73,0.85,0.515,0.046,0.69
114-1,1.00,0.505,0.90,1.00,0.506,0.032,0.92
115-1,1.00,0.519,0.40,1.00,0.519,0.032,0.42
116-1,0.82,0.463,0.42,0.82,0.467,0.042,0.48
116-2,0.67,0.539,0.42,0.67,0.544,0.041,0.45
117-1,1.00,0.593,0.07,1.00,0.590,0.018,0.07
117-2,0.09,0.370,1.00,0.09,0.376,0.185,1.00
119-1,0.97,0.530,0.78,0.97,0.528,0.029,0.76
120-1,1.00,0.524,0.97,1.00,0.523,0.027,0.96
120-2,1.00,0.607,0.36,1.00,0.603,0.025,0.46
120-3,0.79,0.585,0.45,0.79,0.588,0.034,0.46
121-1,0.73,0.440,0.60,0.73,0.446,0.043,0.60
121-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
121-3,0.76,0.439,0.01,0.76,0.432,0.043,0.27
122-1,0.48,0.522,0.71,0.48,0.522,0.053,0.76
124-1,1.00,0.612,0.19,1.00,0.609,0.021,0.22
124-2,1.00,0.643,0.17,1.00,0.638,0.021,0.17
124-3,1.00,0.620,0.19,1.00,0.621,0.019,0.21
125-1,0.97,0.503,0.90,0.97,0.502,0.033,0.92
125-2,0.97,0.582,0.25,0.97,0.576,0.027,0.27
125-3,0.94,0.600,0.56,0.94,0.590,0.031,0.46
126-1,0.18,0.473,0.56,0.18,0.487,0.129,0.62
127-1,0.79,0.528,0.62,0.79,0.526,0.040,0.61
127-2,0.79,0.568,0.12,0.79,0.558,0.034,0.13
127-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
