ID-model,Coverage,F1-max,Threshold,Coverage Avg(B),F1-max Avg(B),F1-max Std(B),Threshold Avg(B)
BLAST-S11,0.97,0.353,0.32,0.97,0.356,0.049,0.32
BLAST-S14,0.97,0.326,0.32,0.97,0.335,0.050,0.33
Naive-S11,1.00,0.334,0.30,1.00,0.335,0.035,0.27
Naive-S14,1.00,0.308,0.17,1.00,0.309,0.029,0.16
101-1,0.87,0.496,0.37,0.87,0.502,0.047,0.30
101-2,0.84,0.551,0.18,0.84,0.553,0.044,0.18
101-3,0.87,0.548,0.68,0.87,0.553,0.049,0.55
102-1,0.95,0.487,0.19,0.95,0.507,0.042,0.43
102-2,0.84,0.478,0.72,0.84,0.485,0.044,0.61
102-3,0.18,0.543,0.40,0.19,0.541,0.083,0.58
103-1,0.71,0.521,0.18,0.71,0.530,0.041,0.26
103-2,0.82,0.582,0.40,0.82,0.597,0.047,0.46
103-3,0.76,0.609,0.17,0.76,0.607,0.047,0.17
104-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
105-1,0.95,0.444,0.45,0.95,0.454,0.045,0.58
105-2,0.95,0.474,0.99,0.95,0.477,0.047,0.99
105-3,0.95,0.473,0.99,0.95,0.470,0.048,0.99
106-1,0.82,0.508,0.13,0.82,0.507,0.057,0.17
106-2,0.47,0.428,0.84,0.47,0.426,0.083,0.84
106-3,0.42,0.626,0.09,0.42,0.626,0.071,0.12
107-1,1.00,0.498,0.75,1.00,0.500,0.046,0.76
107-2,1.00,0.434,0.04,1.00,0.436,0.043,0.05
107-3,0.97,0.411,0.04,0.97,0.427,0.046,0.06
108-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
109-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
110-1,0.89,0.392,0.40,0.89,0.394,0.052,0.48
110-2,0.95,0.464,0.11,0.95,0.470,0.044,0.12
110-3,1.00,0.182,0.67,1.00,0.192,0.029,0.57
111-1,0.89,0.392,0.40,0.89,0.394,0.052,0.48
111-2,1.00,0.182,0.67,1.00,0.192,0.029,0.57
111-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
112-1,1.00,0.461,0.22,1.00,0.461,0.040,0.23
112-2,1.00,0.481,0.20,1.00,0.481,0.040,0.20
112-3,1.00,0.457,0.22,1.00,0.456,0.040,0.22
113-1,1.00,0.477,0.20,1.00,0.476,0.041,0.20
113-2,1.00,0.165,0.36,1.00,0.176,0.027,0.47
113-3,0.82,0.376,0.40,0.82,0.378,0.050,0.46
114-1,1.00,0.597,0.99,1.00,0.599,0.046,0.98
115-1,1.00,0.553,0.40,1.00,0.565,0.044,0.43
116-1,0.89,0.550,0.61,0.89,0.554,0.054,0.53
116-2,0.87,0.509,0.49,0.87,0.510,0.060,0.56
117-1,1.00,0.465,0.04,1.00,0.471,0.031,0.05
117-2,0.05,0.933,1.00,0.05,0.931,0.054,1.00
119-1,0.95,0.525,0.76,0.95,0.525,0.047,0.76
120-1,1.00,0.594,1.00,1.00,0.596,0.047,0.99
120-2,1.00,0.306,0.32,1.00,0.305,0.034,0.35
120-3,0.79,0.278,0.46,0.79,0.277,0.032,0.49
121-1,0.79,0.617,0.51,0.79,0.616,0.048,0.54
121-2,0.03,0.462,0.61,0.03,0.462,0.000,0.61
121-3,0.82,0.608,0.02,0.82,0.619,0.049,0.32
122-1,0.63,0.531,0.69,0.63,0.534,0.060,0.82
124-1,1.00,0.306,0.32,1.00,0.317,0.032,0.25
124-2,1.00,0.186,0.17,1.00,0.192,0.017,0.16
124-3,1.00,0.311,0.32,1.00,0.321,0.034,0.26
125-1,1.00,0.597,0.99,1.00,0.599,0.046,0.98
125-2,0.95,0.516,0.45,0.95,0.524,0.049,0.40
125-3,1.00,0.466,0.38,1.00,0.470,0.044,0.39
126-1,0.95,0.421,0.46,0.95,0.427,0.054,0.56
127-1,0.89,0.571,0.69,0.89,0.575,0.048,0.68
127-2,0.89,0.494,0.09,0.89,0.500,0.041,0.11
127-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
128-1,0.71,0.386,0.01,0.71,0.389,0.064,0.03
129-1,0.95,0.351,0.42,0.95,0.365,0.048,0.44
129-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
129-3,0.95,0.351,0.42,0.95,0.365,0.048,0.44
130-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
130-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
130-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
131-1,0.71,0.598,0.53,0.71,0.597,0.052,0.70
131-2,0.71,0.575,0.12,0.71,0.579,0.057,0.57
131-3,0.87,0.521,0.09,0.87,0.536,0.049,0.22
132-1,1.00,0.460,0.34,1.00,0.469,0.042,0.35
132-2,1.00,0.456,0.34,1.00,0.465,0.041,0.34
65-1,0.95,0.338,0.10,0.95,0.350,0.046,0.10
65-2,0.84,0.351,0.10,0.84,0.364,0.048,0.10
65-3,0.95,0.373,0.06,0.95,0.377,0.050,0.08
68-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
68-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
