ID-model,Coverage,F1-max,Threshold,Coverage Avg(B),F1-max Avg(B),F1-max Std(B),Threshold Avg(B)
BLAST-S11,0.96,0.506,0.57,0.96,0.525,0.061,0.51
BLAST-S14,1.00,0.600,0.45,1.00,0.621,0.043,0.44
Naive-S11,1.00,0.396,0.11,1.00,0.398,0.052,0.11
Naive-S14,1.00,0.401,0.18,1.00,0.403,0.053,0.17
101-1,0.96,0.484,0.26,0.96,0.484,0.039,0.28
101-2,0.92,0.675,0.20,0.92,0.689,0.042,0.23
101-3,0.96,0.698,0.50,0.96,0.699,0.034,0.56
102-1,1.00,0.673,0.51,1.00,0.675,0.051,0.51
102-2,1.00,0.638,0.46,1.00,0.648,0.056,0.53
102-3,0.12,0.625,0.53,0.12,0.641,0.125,0.60
103-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-3,0.68,0.699,0.33,0.68,0.697,0.060,0.32
104-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
105-1,1.00,0.590,0.80,1.00,0.598,0.039,0.86
105-2,1.00,0.618,1.00,1.00,0.624,0.044,0.99
105-3,1.00,0.588,1.00,1.00,0.594,0.037,0.99
106-1,0.96,0.442,0.10,0.96,0.441,0.067,0.14
106-2,0.48,0.154,1.00,0.48,0.157,0.121,0.92
106-3,0.40,0.589,0.10,0.40,0.585,0.092,0.14
107-1,1.00,0.544,0.74,1.00,0.561,0.044,0.74
107-2,1.00,0.617,0.03,1.00,0.632,0.043,0.05
107-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
108-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
109-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
110-1,1.00,0.529,0.59,1.00,0.548,0.057,0.55
110-2,1.00,0.410,0.31,1.00,0.427,0.059,0.26
110-3,1.00,0.283,0.23,1.00,0.274,0.048,0.28
111-1,1.00,0.529,0.59,1.00,0.548,0.057,0.55
111-2,1.00,0.283,0.23,1.00,0.274,0.048,0.28
111-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
112-1,1.00,0.483,0.33,1.00,0.497,0.054,0.32
112-2,1.00,0.495,0.28,1.00,0.510,0.052,0.30
112-3,1.00,0.462,0.33,1.00,0.477,0.056,0.31
113-1,1.00,0.479,0.28,1.00,0.491,0.054,0.30
113-2,0.68,0.202,0.66,0.68,0.207,0.058,0.63
113-3,1.00,0.597,0.59,1.00,0.612,0.061,0.56
114-1,1.00,0.669,0.99,1.00,0.678,0.038,0.77
115-1,1.00,0.687,0.77,1.00,0.689,0.035,0.70
116-1,0.96,0.677,0.75,0.96,0.684,0.042,0.68
116-2,0.92,0.628,0.56,0.92,0.635,0.054,0.66
117-1,1.00,0.679,0.15,1.00,0.680,0.039,0.15
117-2,0.60,0.709,1.00,0.60,0.708,0.078,1.00
119-1,1.00,0.762,0.86,1.00,0.763,0.029,0.86
120-1,1.00,0.669,0.99,1.00,0.670,0.041,0.99
120-2,1.00,0.428,0.51,1.00,0.437,0.059,0.57
120-3,1.00,0.551,0.48,1.00,0.553,0.063,0.52
121-1,0.40,0.654,0.60,0.40,0.648,0.073,0.60
121-2,0.08,0.667,1.00,0.08,0.574,0.384,0.73
121-3,0.80,0.643,0.17,0.80,0.642,0.043,0.20
122-1,0.96,0.676,0.72,0.96,0.679,0.046,0.75
124-1,1.00,0.372,0.31,1.00,0.376,0.059,0.29
124-2,1.00,0.282,0.34,1.00,0.307,0.053,0.24
124-3,1.00,0.307,0.23,1.00,0.308,0.048,0.22
125-1,1.00,0.669,0.99,1.00,0.670,0.042,0.96
125-2,1.00,0.609,0.34,1.00,0.618,0.041,0.32
125-3,1.00,0.530,0.45,1.00,0.531,0.047,0.44
126-1,0.96,0.695,0.57,0.96,0.695,0.061,0.61
127-1,1.00,0.624,0.50,1.00,0.640,0.048,0.60
127-2,1.00,0.648,0.19,1.00,0.655,0.064,0.21
127-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
128-1,1.00,0.472,0.31,1.00,0.470,0.056,0.31
129-1,1.00,0.592,0.53,1.00,0.615,0.039,0.51
129-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
129-3,1.00,0.592,0.53,1.00,0.615,0.039,0.51
130-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
130-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
130-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
131-1,1.00,0.641,0.96,1.00,0.640,0.045,0.96
131-2,1.00,0.650,0.98,1.00,0.649,0.042,0.98
131-3,1.00,0.643,0.29,1.00,0.644,0.047,0.29
132-1,1.00,0.547,0.44,1.00,0.556,0.044,0.45
132-2,1.00,0.538,0.44,1.00,0.551,0.047,0.44
65-1,0.92,0.604,0.17,0.92,0.627,0.054,0.13
65-2,0.88,0.616,0.15,0.88,0.635,0.059,0.12
65-3,0.92,0.600,0.16,0.92,0.624,0.055,0.13
68-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
68-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
69-1,1.00,0.692,0.97,1.00,0.698,0.046,0.86
69-2,1.00,0.689,0.87,1.00,0.698,0.047,0.81
70-1,1.00,0.693,0.36,1.00,0.695,0.046,0.36
70-2,1.00,0.477,0.18,1.00,0.500,0.049,0.14
70-3,1.00,0.470,0.23,1.00,0.482,0.041,0.20
72-1,0.96,0.648,0.01,0.96,0.647,0.038,0.01
72-2,0.76,0.456,0.01,0.76,0.451,0.070,0.01
73-1,1.00,0.558,0.87,1.00,0.577,0.051,0.93
