ID-model,Coverage,F1-max,Threshold,Coverage Avg(B),F1-max Avg(B),F1-max Std(B),Threshold Avg(B)
BLAST-S11,1.00,0.504,0.44,1.00,0.511,0.027,0.46
BLAST-S14,1.00,0.577,0.44,1.00,0.578,0.028,0.43
Naive-S11,1.00,0.430,0.07,1.00,0.431,0.019,0.07
Naive-S14,1.00,0.467,0.09,1.00,0.467,0.021,0.09
101-1,0.98,0.508,0.31,0.98,0.508,0.018,0.32
101-2,0.98,0.548,0.10,0.98,0.549,0.023,0.13
101-3,0.98,0.557,0.03,0.98,0.561,0.027,0.07
102-1,1.00,0.562,0.34,1.00,0.573,0.024,0.29
102-2,0.93,0.555,0.16,0.93,0.569,0.026,0.34
102-3,0.04,0.485,0.46,0.04,0.603,0.158,0.63
103-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-3,0.84,0.599,0.17,0.84,0.598,0.035,0.17
104-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
105-1,1.00,0.564,0.92,1.00,0.567,0.023,0.91
105-2,1.00,0.588,0.96,1.00,0.588,0.021,0.96
105-3,1.00,0.567,1.00,1.00,0.570,0.022,0.99
106-1,0.95,0.353,0.06,0.95,0.354,0.037,0.08
106-2,0.52,0.146,0.60,0.52,0.146,0.026,0.64
106-3,0.36,0.606,0.07,0.36,0.606,0.048,0.09
107-1,1.00,0.539,0.71,1.00,0.541,0.023,0.71
107-2,1.00,0.603,0.03,1.00,0.608,0.023,0.04
107-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
108-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
109-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
110-1,1.00,0.457,0.21,1.00,0.465,0.028,0.27
110-2,1.00,0.403,0.08,1.00,0.418,0.027,0.15
110-3,1.00,0.365,0.23,1.00,0.372,0.030,0.15
111-1,1.00,0.456,0.21,1.00,0.464,0.028,0.26
111-2,1.00,0.362,0.03,1.00,0.372,0.028,0.13
111-3,0.02,0.314,0.02,0.02,0.314,0.000,0.02
112-1,1.00,0.444,0.27,1.00,0.446,0.031,0.26
112-2,1.00,0.457,0.26,1.00,0.459,0.030,0.25
112-3,1.00,0.439,0.27,1.00,0.444,0.031,0.25
113-1,1.00,0.463,0.26,1.00,0.464,0.032,0.25
113-2,0.50,0.268,0.08,0.50,0.288,0.046,0.31
113-3,1.00,0.464,0.25,1.00,0.482,0.029,0.32
114-1,1.00,0.581,0.18,1.00,0.590,0.020,0.59
115-1,1.00,0.578,0.40,1.00,0.582,0.020,0.38
116-1,0.96,0.534,0.53,0.96,0.538,0.031,0.64
116-2,0.91,0.579,0.53,0.91,0.583,0.038,0.61
117-1,1.00,0.557,0.11,1.00,0.567,0.021,0.11
117-2,0.25,0.568,1.00,0.25,0.562,0.103,1.00
119-1,1.00,0.592,0.87,1.00,0.597,0.030,0.81
120-1,1.00,0.590,0.93,1.00,0.596,0.022,0.90
120-2,1.00,0.525,0.64,1.00,0.531,0.035,0.57
120-3,0.84,0.636,0.62,0.84,0.637,0.042,0.60
121-1,0.30,0.615,0.60,0.30,0.612,0.065,0.60
121-2,0.11,0.513,0.85,0.11,0.495,0.147,0.87
121-3,0.96,0.584,0.08,0.96,0.584,0.032,0.09
122-1,1.00,0.572,0.71,1.00,0.572,0.026,0.74
124-1,1.00,0.535,0.31,1.00,0.535,0.031,0.30
124-2,1.00,0.511,0.23,1.00,0.511,0.033,0.24
124-3,1.00,0.457,0.18,1.00,0.459,0.032,0.20
125-1,1.00,0.581,0.84,1.00,0.583,0.024,0.82
125-2,1.00,0.556,0.22,1.00,0.566,0.023,0.27
125-3,1.00,0.507,0.39,1.00,0.521,0.028,0.39
126-1,0.27,0.360,0.45,0.27,0.359,0.091,0.51
127-1,1.00,0.618,0.48,1.00,0.624,0.023,0.49
127-2,1.00,0.599,0.14,1.00,0.608,0.030,0.14
127-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
128-1,0.73,0.374,0.20,0.73,0.377,0.044,0.25
129-1,1.00,0.600,0.40,1.00,0.607,0.021,0.42
129-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
129-3,1.00,0.600,0.40,1.00,0.607,0.021,0.42
130-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
130-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
130-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
131-1,0.95,0.591,0.11,0.95,0.594,0.031,0.49
131-2,0.98,0.578,0.49,0.98,0.581,0.030,0.47
131-3,0.96,0.584,0.11,0.96,0.589,0.027,0.14
132-1,1.00,0.468,0.38,1.00,0.480,0.031,0.41
