ID-model,Coverage,S2-min,Threshold,Coverage Avg(B),S2-min Avg(B),S2-min Std(B),Threshold Avg(B)
BLAST-S11,0.99,8.168,0.68,0.99,8.128,0.211,0.75
BLAST-S14,0.96,8.033,0.68,0.96,8.023,0.210,0.69
Naive-S11,1.00,8.095,0.11,1.00,8.094,0.199,0.11
Naive-S14,1.00,8.095,0.17,1.00,8.094,0.199,0.17
101-1,0.94,7.746,0.45,0.94,7.743,0.213,0.45
101-2,0.89,6.967,0.31,0.89,6.941,0.219,0.27
101-3,0.94,7.089,0.69,0.94,7.075,0.203,0.70
102-1,0.99,7.234,0.77,0.99,7.231,0.219,0.77
102-2,0.94,7.550,0.83,0.94,7.518,0.219,0.85
102-3,0.03,8.656,0.12,0.03,8.653,0.219,0.24
103-1,0.10,8.380,0.12,0.10,8.378,0.217,0.13
103-2,0.11,8.130,0.21,0.11,8.126,0.226,0.18
103-3,0.59,7.101,0.17,0.59,7.101,0.207,0.18
104-1,0.00,8.837,1.00,0.00,8.836,0.217,1.00
104-2,0.00,8.837,1.00,0.00,8.836,0.217,1.00
104-3,0.00,8.837,1.00,0.00,8.836,0.217,1.00
105-1,0.98,8.510,0.94,0.98,8.505,0.217,0.94
105-2,0.95,12.644,1.00,0.95,12.651,0.660,1.00
105-3,0.97,16.341,1.00,0.97,16.346,0.807,1.00
106-1,0.77,7.970,0.99,0.77,7.964,0.217,0.96
106-2,0.43,8.355,0.98,0.43,8.349,0.215,0.96
106-3,0.31,7.848,0.03,0.31,7.850,0.212,0.05
107-1,1.00,14.747,1.00,1.00,14.748,0.653,1.00
107-2,1.00,7.698,0.08,1.00,7.674,0.211,0.09
107-3,0.12,8.312,0.04,0.12,8.311,0.217,0.04
108-1,0.00,8.837,1.00,0.00,8.836,0.217,1.00
109-1,0.00,8.837,1.00,0.00,8.836,0.217,1.00
110-1,0.97,8.042,0.95,0.97,8.033,0.225,0.96
110-2,0.94,7.274,0.87,0.94,7.258,0.220,0.84
110-3,1.00,11.134,1.00,1.00,11.134,0.244,1.00
