ID-model,Coverage,S2-min,Threshold,Coverage Avg(B),S2-min Avg(B),S2-min Std(B),Threshold Avg(B)
BLAST-S11,0.99,0.559,0.41,0.99,0.558,0.010,0.42
BLAST-S14,0.98,0.554,0.42,0.98,0.552,0.011,0.43
Naive-S11,1.00,0.630,0.09,1.00,0.629,0.004,0.09
Naive-S14,1.00,0.628,0.13,1.00,0.628,0.004,0.13
101-1,0.94,0.559,0.38,0.94,0.559,0.008,0.38
101-2,0.92,0.483,0.10,0.92,0.483,0.010,0.10
101-3,0.94,0.480,0.16,0.94,0.480,0.011,0.19
102-1,0.99,0.486,0.53,0.99,0.485,0.011,0.53
102-2,0.94,0.484,0.63,0.94,0.483,0.011,0.64
102-3,0.04,0.456,0.72,0.04,0.438,0.051,0.68
103-1,0.12,0.441,0.19,0.12,0.441,0.027,0.20
103-2,0.14,0.408,0.50,0.14,0.403,0.033,0.44
103-3,0.54,0.417,0.17,0.54,0.418,0.014,0.17
104-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
105-1,0.99,0.525,0.92,0.99,0.526,0.009,0.92
105-2,0.97,0.500,0.99,0.97,0.499,0.010,0.99
105-3,0.97,0.522,1.00,0.97,0.523,0.010,1.00
106-1,0.81,0.525,0.07,0.81,0.526,0.011,0.07
106-2,0.49,0.605,0.62,0.49,0.604,0.012,0.66
106-3,0.30,0.439,0.07,0.30,0.440,0.020,0.07
107-1,1.00,0.562,0.77,1.00,0.561,0.008,0.78
107-2,1.00,0.507,0.04,1.00,0.507,0.011,0.04
107-3,0.16,0.517,0.08,0.16,0.509,0.028,0.07
108-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
109-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
110-1,0.98,0.617,0.15,0.98,0.617,0.008,0.17
110-2,0.95,0.520,0.43,0.95,0.520,0.011,0.43
110-3,0.99,0.655,0.64,0.99,0.655,0.005,0.68
111-1,0.93,0.606,0.22,0.93,0.605,0.008,0.23
111-2,0.98,0.650,0.64,0.98,0.650,0.006,0.62
111-3,0.08,0.576,0.20,0.08,0.573,0.030,0.20
112-1,1.00,0.507,0.39,1.00,0.508,0.010,0.39
112-2,1.00,0.508,0.40,1.00,0.508,0.010,0.40
112-3,0.99,0.511,0.39,0.99,0.511,0.010,0.39
113-1,0.99,0.513,0.40,0.99,0.513,0.010,0.39
113-2,0.81,0.659,1.00,0.81,0.660,0.006,1.00
113-3,0.59,0.567,0.54,0.59,0.563,0.012,0.57
114-1,1.00,0.465,0.97,1.00,0.465,0.011,0.96
115-1,1.00,0.475,0.40,1.00,0.475,0.011,0.41
116-1,0.83,0.458,0.12,0.83,0.459,0.012,0.12
116-2,0.78,0.480,0.12,0.78,0.480,0.014,0.11
117-1,1.00,0.537,0.11,1.00,0.537,0.011,0.11
117-2,0.33,0.380,1.00,0.33,0.381,0.022,1.00
119-1,0.96,0.481,0.75,0.96,0.481,0.012,0.75
120-1,1.00,0.468,0.97,1.00,0.468,0.011,0.97
120-2,1.00,0.584,0.53,1.00,0.584,0.007,0.52
120-3,0.77,0.610,0.44,0.77,0.611,0.009,0.44
121-1,0.61,0.422,0.51,0.61,0.423,0.013,0.52
121-2,0.05,0.397,0.27,0.05,0.399,0.072,0.40
121-3,0.67,0.429,0.04,0.67,0.429,0.013,0.04
122-1,0.82,0.475,0.70,0.82,0.474,0.012,0.72
124-1,1.00,0.630,0.28,1.00,0.629,0.005,0.26
124-2,1.00,0.644,0.16,1.00,0.644,0.004,0.15
124-3,1.00,0.638,0.23,1.00,0.638,0.005,0.23
125-1,0.98,0.460,0.96,0.98,0.460,0.011,0.96
125-2,0.92,0.507,0.33,0.92,0.504,0.010,0.32
125-3,0.99,0.542,0.60,0.99,0.541,0.011,0.59
126-1,0.92,0.503,0.25,0.92,0.503,0.012,0.25
127-1,0.95,0.452,0.57,0.95,0.451,0.012,0.56
127-2,0.94,0.447,0.15,0.94,0.446,0.012,0.16
127-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
128-1,0.67,0.566,0.42,0.67,0.566,0.012,0.39
129-1,0.98,0.479,0.46,0.98,0.479,0.011,0.46
129-2,0.22,0.504,0.46,0.22,0.503,0.024,0.45
129-3,0.98,0.479,0.46,0.98,0.479,0.011,0.46
130-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
130-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
130-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
131-1,0.80,0.435,0.07,0.80,0.433,0.012,0.18
131-2,0.81,0.433,0.07,0.81,0.432,0.012,0.10
131-3,0.97,0.489,0.14,0.97,0.489,0.011,0.14
132-1,1.00,0.511,0.45,1.00,0.510,0.010,0.45
132-2,0.99,0.514,0.45,0.99,0.514,0.010,0.45
65-1,0.91,0.569,0.15,0.91,0.567,0.009,0.14
65-2,0.86,0.566,0.14,0.86,0.563,0.009,0.14
65-3,0.91,0.569,0.13,0.91,0.568,0.009,0.14
68-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
68-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
69-1,0.31,0.439,0.62,0.31,0.439,0.020,0.63
69-2,1.00,0.497,0.29,1.00,0.496,0.011,0.36
70-1,1.00,0.509,0.09,1.00,0.508,0.009,0.09
70-2,1.00,0.587,0.10,1.00,0.587,0.005,0.10
70-3,1.00,0.584,0.10,1.00,0.584,0.007,0.10
72-1,0.99,0.499,0.01,0.99,0.499,0.013,0.01
72-2,0.90,0.710,0.01,0.90,0.710,0.015,0.01
73-1,1.00,0.553,0.99,1.00,0.553,0.010,0.99
73-2,1.00,0.551,0.99,1.00,0.552,0.009,0.99
73-3,0.99,0.653,1.00,0.99,0.653,0.012,0.99
74-1,0.54,0.479,0.12,0.54,0.478,0.015,0.14
74-2,0.98,0.495,0.21,0.98,0.494,0.010,0.24
75-1,0.31,0.428,0.70,0.31,0.427,0.020,0.71
75-2,1.00,0.471,0.69,1.00,0.472,0.011,0.68
79-1,0.92,0.466,0.14,0.92,0.464,0.011,0.15
79-2,0.56,0.438,0.22,0.56,0.436,0.014,0.20
79-3,0.97,0.467,0.12,0.97,0.467,0.011,0.12
80-1,0.59,0.470,0.12,0.59,0.468,0.014,0.19
80-2,0.99,0.489,0.40,0.99,0.489,0.010,0.42
81-1,0.79,0.469,0.01,0.79,0.469,0.013,0.03
81-2,0.79,0.469,0.01,0.79,0.469,0.013,0.03
82-1,0.89,0.525,0.74,0.89,0.522,0.011,0.74
83-1,0.98,0.529,0.29,0.98,0.528,0.008,0.28
83-2,0.98,0.519,0.25,0.98,0.518,0.008,0.26
84-1,0.82,0.639,0.09,0.82,0.639,0.006,0.09
85-1,0.95,0.448,0.29,0.95,0.447,0.012,0.30
85-2,0.97,0.465,0.40,0.97,0.465,0.011,0.42
86-1,0.93,0.553,0.30,0.93,0.553,0.013,0.30
86-2,0.93,0.553,0.30,0.93,0.553,0.013,0.30
86-3,0.91,0.608,0.30,0.91,0.608,0.016,0.30
87-1,0.86,0.469,0.44,0.86,0.467,0.014,0.44
87-2,0.86,0.502,0.19,0.86,0.501,0.011,0.20
87-3,0.72,0.463,0.37,0.72,0.462,0.013,0.38
88-1,0.95,0.465,0.06,0.95,0.465,0.012,0.06
89-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
89-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
89-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
91-1,0.10,0.670,0.04,0.10,0.670,0.009,0.04
91-2,0.10,0.673,1.00,0.10,0.674,0.011,1.00
91-3,0.10,0.706,0.50,0.10,0.708,0.004,0.51
93-1,0.15,0.847,1.00,0.15,0.846,0.027,1.00
93-2,0.16,0.919,1.00,0.16,0.919,0.011,1.00
94-1,0.99,0.463,0.99,0.99,0.463,0.011,0.85
95-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
95-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
96-1,0.39,0.725,1.00,0.39,0.725,0.009,1.00
