ID-model,Coverage,F1-max,Threshold,Coverage Avg(B),F1-max Avg(B),F1-max Std(B),Threshold Avg(B)
BLAST-S11,1.00,0.585,0.49,1.00,0.595,0.073,0.57
BLAST-S14,1.00,0.483,0.49,1.00,0.498,0.075,0.58
Naive-S11,1.00,0.170,0.09,1.00,0.181,0.033,0.11
Naive-S14,1.00,0.171,0.13,1.00,0.179,0.035,0.13
101-1,1.00,0.465,0.44,1.00,0.476,0.087,0.45
101-2,1.00,0.559,0.30,1.00,0.568,0.090,0.35
101-3,1.00,0.483,0.81,1.00,0.490,0.080,0.75
102-1,1.00,0.531,0.46,1.00,0.541,0.087,0.46
102-2,1.00,0.547,0.34,1.00,0.562,0.087,0.49
102-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
103-3,0.18,0.551,0.33,0.18,0.536,0.222,0.36
104-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-2,0.00,NaN,NaN,0.00,NaN,NaN,NaN
104-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
105-1,1.00,0.344,0.88,1.00,0.378,0.076,0.83
105-2,1.00,0.483,0.99,1.00,0.484,0.080,0.99
105-3,1.00,0.405,0.99,1.00,0.422,0.086,1.00
106-1,0.82,0.409,0.55,0.82,0.415,0.110,0.63
106-2,0.47,0.253,1.00,0.47,0.247,0.155,0.93
106-3,0.18,0.500,0.55,0.18,0.516,0.257,0.44
107-1,1.00,0.366,0.72,1.00,0.373,0.074,0.79
107-2,1.00,0.485,0.05,1.00,0.483,0.095,0.05
107-3,0.00,NaN,NaN,0.00,NaN,NaN,NaN
108-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
109-1,0.00,NaN,NaN,0.00,NaN,NaN,NaN
110-1,1.00,0.484,0.46,1.00,0.500,0.079,0.68
110-2,1.00,0.366,0.37,1.00,0.389,0.071,0.43
110-3,1.00,0.236,0.01,1.00,0.221,0.061,0.03
111-1,1.00,0.474,0.52,1.00,0.498,0.076,0.59
